---,ItemWardrobeRow,GameplayTag,NameOverride,DyeOverride,ItemClass,Notes
Common_Global_1_Gloves_SS_F,"(RowName=""Common_Global_1_Gloves"")","(TagName=""Character.Player.Sharpshooter.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_1_Gloves_SS_F_NameOverride"", ""Basic Bracers"")","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_f_t2b_gloves/ss_f_t2b_gloves_bp.ss_f_t2b_gloves_bp_C",""
Common_Global_1_Gloves_SS_M,"(RowName=""Common_Global_1_Gloves"")","(TagName=""Character.Player.Sharpshooter.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_1_Gloves_SS_M_NameOverride"", ""Basic Bracers"")","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_m_t2b_gloves/ss_m_t2b_gloves_bp.ss_m_t2b_gloves_bp_C",""
Common_Global_1_Hatch_FG,"(RowName=""Common_Global_1_Hatch"")","(TagName=""Character.Player.Forged"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_1_Hatch_FG_NameOverride"", ""Solid Hatch"")","(RowName="""")","/Game/Items/Armour/forged/for_t2a_hatch/for_t2a_hatch_bp.for_t2a_hatch_bp_C",""
Common_Global_1_Helm_FG,"(RowName=""Common_Global_1_Helm"")","(TagName=""Character.Player.Forged"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_1_Helm_FG_NameOverride"", ""Steel Collar"")","(RowName="""")","/Game/Items/Armour/forged/for_t2a_helm/for_t2a_helm_bp.for_t2a_helm_bp_C",""
Common_Global_1_Helm_RM_F,"(RowName=""Common_Global_1_Helm"")","(TagName=""Character.Player.Railman.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_1_Helm_RM_F_NameOverride"", ""Crafter\'s Glasses"")","(RowName="""")","/Game/Items/Armour/railman/rm_f_t1b_helm/rm_f_t1b_helm_bp.rm_f_t1b_helm_bp_C",""
Common_Global_1_Helm_SS_F,"(RowName=""Common_Global_1_Helm"")","(TagName=""Character.Player.Sharpshooter.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""324ADD0041C25AF0122A5D8B21F075BD"", ""Bold Helmet"")","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_f_t2b_helm/ss_f_t2b_helm_bp.ss_f_t2b_helm_bp_C",""
Common_Global_1_Helm_SS_M,"(RowName=""Common_Global_1_Helm"")","(TagName=""Character.Player.Sharpshooter.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""EEF5377D4FA4A554DDC6AAAA9A43A4D0"", ""Bold Helmet"")","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_m_t2b_helm/ss_m_t2b_helm_bp.ss_m_t2b_helm_bp_C",""
Common_Global_1_Locomotion_FG,"(RowName=""Common_Global_1_Locomotion"")","(TagName=""Character.Player.Forged"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_1_Locomotion_FG_NameOverride"", ""Pick Legs"")","(RowName="""")","/Game/Items/Armour/forged/for_t2a_locomotion/for_t2a_locomotion_bp.for_t2a_locomotion_bp_C",""
Common_Global_1_Pants_DM_F,"(RowName=""Common_Global_1_Pants"")","(TagName=""Character.Player.DuskMage.Female"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_f_t1b_pants/dm_f_t1b_pants_bp.dm_f_t1b_pants_bp_C",""
Common_Global_1_Pants_DM_M,"(RowName=""Common_Global_1_Pants"")","(TagName=""Character.Player.DuskMage.Male"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_m_t1b_pants/dm_m_t1b_pants_bp.dm_m_t1b_pants_bp_C",""
Common_Global_1_Pants_RM_F,"(RowName=""Common_Global_1_Pants"")","(TagName=""Character.Player.Railman.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_1_Pants_RM_F_NameOverride"", ""Tinker\'s Pants"")","(RowName="""")","/Game/Items/Armour/railman/rm_f_t1b_pants/rm_f_t1b_pants_bp.rm_f_t1b_pants_bp_C",""
Common_Global_1_Pants_RM_M,"(RowName=""Common_Global_1_Pants"")","(TagName=""Character.Player.Railman.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_1_Pants_RM_M_NameOverride"", ""Tinker\'s Pants"")","(RowName="""")","/Game/Items/Armour/railman/rm_m_t1b_pants/rm_m_t1b_pants_bp.rm_m_t1b_pants_bp_C",""
Common_Global_1_Pants_SS_F,"(RowName=""Common_Global_1_Pants"")","(TagName=""Character.Player.Sharpshooter.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_1_Pants_SS_F_NameOverride"", ""Tight Legwraps"")","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_f_t2b_pants/ss_f_t2b_pants_bp.ss_f_t2b_pants_bp_C",""
Common_Global_1_Pants_SS_M,"(RowName=""Common_Global_1_Pants"")","(TagName=""Character.Player.Sharpshooter.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_1_Pants_SS_M_NameOverride"", ""Tight Legwraps"")","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_m_t2b_pants/ss_m_t2b_pants_bp.ss_m_t2b_pants_bp_C",""
Common_Global_1_Shoulders_FG,"(RowName=""Common_Global_1_Shoulders"")","(TagName=""Character.Player.Forged"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_1_Shoulders_FG_NameOverride"", ""Reinforced Shoulders"")","(RowName="""")","/Game/Items/Armour/forged/for_t2a_shoulders/for_t2a_shoulders_bp.for_t2a_shoulders_bp_C",""
Common_Global_1_Shoulders_SS_F,"(RowName=""Common_Global_1_Shoulders"")","(TagName=""Character.Player.Sharpshooter.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_1_Shoulders_SS_F_NameOverride"", ""Rough Arm Cords"")","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_f_t2b_shoulders/ss_f_t2b_shoulders_bp.ss_f_t2b_shoulders_bp_C",""
Common_Global_1_Shoulders_SS_M,"(RowName=""Common_Global_1_Shoulders"")","(TagName=""Character.Player.Sharpshooter.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_1_Shoulders_SS_M_NameOverride"", ""Rough Arm Cords"")","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_m_t2b_shoulders/ss_m_t2b_shoulders_bp.ss_m_t2b_shoulders_bp_C",""
Common_Global_2_Boots_DM_F,"(RowName=""Common_Global_2_Boots"")","(TagName=""Character.Player.DuskMage.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Boots_DM_F_NameOverride"", ""Sleek Boots"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/duskmage/dm_f_t3a_boots/dm_f_t3a_boots_bp.dm_f_t3a_boots_bp_C",""
Common_Global_2_Boots_DM_M,"(RowName=""Common_Global_2_Boots"")","(TagName=""Character.Player.DuskMage.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Boots_DM_M_NameOverride"", ""Sleek Boots"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/duskmage/dm_m_t3a_boots/dm_m_t3a_boots_bp.dm_m_t3a_boots_bp_C",""
Common_Global_2_Boots_RM_F,"(RowName=""Common_Global_2_Boots"")","(TagName=""Character.Player.Railman.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Boots_RM_F_NameOverride"", ""Sturdy Workboots"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/railman/rm_f_t1a_boots/rm_f_t1a_boots_bp.rm_f_t1a_boots_bp_C",""
Common_Global_2_Boots_RM_M,"(RowName=""Common_Global_2_Boots"")","(TagName=""Character.Player.Railman.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Boots_RM_M_NameOverride"", ""Sturdy Workboots"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/railman/rm_m_t1a_boots/rm_m_t1a_boots_bp.rm_m_t1a_boots_bp_C",""
Common_Global_2_Boots_SS_F,"(RowName=""Common_Global_2_Boots"")","(TagName=""Character.Player.Sharpshooter.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Boots_SS_F_NameOverride"", ""Huntsman\'s Boots"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/sharpshooter/ss_f_t2a_boots/ss_f_t2a_boots_bp.ss_f_t2a_boots_bp_C",""
Common_Global_2_Boots_SS_M,"(RowName=""Common_Global_2_Boots"")","(TagName=""Character.Player.Sharpshooter.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Boots_SS_M_NameOverride"", ""Huntsman\'s Boots"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/sharpshooter/ss_m_t2a_boots/ss_m_t2a_boots_bp.ss_m_t2a_boots_bp_C",""
Common_Global_2_Chest_DM_F,"(RowName=""Common_Global_2_Chest"")","(TagName=""Character.Player.DuskMage.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Chest_DM_F_NameOverride"", ""Initiate\'s Doublet"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/duskmage/dm_f_t3a_chest/dm_f_t3a_chest_bp.dm_f_t3a_chest_bp_C",""
Common_Global_2_Chest_DM_M,"(RowName=""Common_Global_2_Chest"")","(TagName=""Character.Player.DuskMage.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Chest_DM_M_NameOverride"", ""Initiate\'s Doublet"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/duskmage/dm_m_t3a_chest/dm_m_t3a_chest_bp.dm_m_t3a_chest_bp_C",""
Common_Global_2_Chest_FG,"(RowName=""Common_Global_2_Chest"")","(TagName=""Character.Player.Forged"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Chest_FG_NameOverride"", ""Kettle Drum Chest"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/forged/for_t2c_chest/for_t2c_chest_bp.for_t2c_chest_bp_C",""
Common_Global_2_Chest_RM_F,"(RowName=""Common_Global_2_Chest"")","(TagName=""Character.Player.Railman.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Chest_RM_F_NameOverride"", ""Craftsman\'s Shirt"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/railman/rm_f_t1a_chest/rm_f_t1a_chest_bp.rm_f_t1a_chest_bp_C",""
Common_Global_2_Chest_RM_M,"(RowName=""Common_Global_2_Chest"")","(TagName=""Character.Player.Railman.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Chest_RM_M_NameOverride"", ""Craftsman\'s Shirt"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/railman/rm_m_t1a_chest/rm_m_t1a_chest_bp.rm_m_t1a_chest_bp_C",""
Common_Global_2_Chest_SS_F,"(RowName=""Common_Global_2_Chest"")","(TagName=""Character.Player.Sharpshooter.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Chest_SS_F_NameOverride"", ""Archer\'s Shift"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/sharpshooter/ss_f_t2a_chest/ss_f_t2a_chest_bp.ss_f_t2a_chest_bp_C",""
Common_Global_2_Chest_SS_M,"(RowName=""Common_Global_2_Chest"")","(TagName=""Character.Player.Sharpshooter.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Chest_SS_M_NameOverride"", ""Archer\'s Shift"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/sharpshooter/ss_m_t2a_chest/ss_m_t2a_chest_bp.ss_m_t2a_chest_bp_C",""
Common_Global_2_Gloves_DM_F,"(RowName=""Common_Global_2_Gloves"")","(TagName=""Character.Player.DuskMage.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Gloves_DM_F_NameOverride"", ""Clawed Wraps"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/duskmage/dm_f_t3a_gloves/dm_f_t3a_gloves_bp.dm_f_t3a_gloves_bp_C",""
Common_Global_2_Gloves_DM_M,"(RowName=""Common_Global_2_Gloves"")","(TagName=""Character.Player.DuskMage.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Gloves_DM_M_NameOverride"", ""Clawed Wraps"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/duskmage/dm_m_t3a_gloves/dm_m_t3a_gloves_bp.dm_m_t3a_gloves_bp_C",""
Common_Global_2_Gloves_FG,"(RowName=""Common_Global_2_Gloves"")","(TagName=""Character.Player.Forged"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Gloves_FG_NameOverride"", ""Plate Arms"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/forged/for_t2c_gloves/for_t2c_gloves_bp.for_t2c_gloves_bp_C",""
Common_Global_2_Gloves_RM_F,"(RowName=""Common_Global_2_Gloves"")","(TagName=""Character.Player.Railman.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Gloves_RM_F_NameOverride"", ""Tough Workgloves"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/railman/rm_f_t1a_gloves/rm_f_t1a_gloves_bp.rm_f_t1a_gloves_bp_C",""
Common_Global_2_Gloves_RM_M,"(RowName=""Common_Global_2_Gloves"")","(TagName=""Character.Player.Railman.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Gloves_RM_M_NameOverride"", ""Tough Workgloves"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/railman/rm_m_t1a_gloves/rm_m_t1a_gloves_bp.rm_m_t1a_gloves_bp_C",""
Common_Global_2_Gloves_SS_F,"(RowName=""Common_Global_2_Gloves"")","(TagName=""Character.Player.Sharpshooter.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Gloves_SS_F_NameOverride"", ""Plated Bracers"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/sharpshooter/ss_f_t2a_gloves/ss_f_t2a_gloves_bp.ss_f_t2a_gloves_bp_C",""
Common_Global_2_Gloves_SS_M,"(RowName=""Common_Global_2_Gloves"")","(TagName=""Character.Player.Sharpshooter.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Gloves_SS_M_NameOverride"", ""Plated Bracers"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/sharpshooter/ss_m_t2a_gloves/ss_m_t2a_gloves_bp.ss_m_t2a_gloves_bp_C",""
Common_Global_2_Hatch_FG,"(RowName=""Common_Global_2_Hatch"")","(TagName=""Character.Player.Forged"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Hatch_FG_NameOverride"", ""Shield Doors"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/forged/for_t2c_hatch/for_t2c_hatch_bp.for_t2c_hatch_bp_C",""
Common_Global_2_Helm_DM_F,"(RowName=""Common_Global_2_Helm"")","(TagName=""Character.Player.DuskMage.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Helm_DM_F_NameOverride"", ""Horned Mask"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/duskmage/dm_f_t3a_helm/dm_f_t3a_helm_bp.dm_f_t3a_helm_bp_C",""
Common_Global_2_Helm_DM_M,"(RowName=""Common_Global_2_Helm"")","(TagName=""Character.Player.DuskMage.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Helm_DM_M_NameOverride"", ""Horned Mask"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/duskmage/dm_m_t3a_helm/dm_m_t3a_helm_bp.dm_m_t3a_helm_bp_C",""
Common_Global_2_Helm_FG,"(RowName=""Common_Global_2_Helm"")","(TagName=""Character.Player.Forged"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Helm_FG_NameOverride"", ""Steel Hat"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/forged/for_t2c_helm/for_t2c_helm_bp.for_t2c_helm_bp_C",""
Common_Global_2_Helm_RM_F,"(RowName=""Common_Global_2_Helm"")","(TagName=""Character.Player.Railman.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Helm_RM_F_NameOverride"", ""Craftsman\'s Mask"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/railman/rm_f_t1a_helm/rm_f_t1a_helm_bp.rm_f_t1a_helm_bp_C",""
Common_Global_2_Helm_RM_M,"(RowName=""Common_Global_2_Helm"")","(TagName=""Character.Player.Railman.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Helm_RM_M_NameOverride"", ""Craftsman\'s Mask"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/railman/rm_m_t1a_helm/rm_m_t1a_helm_bp.rm_m_t1a_helm_bp_C",""
Common_Global_2_Helm_SS_F,"(RowName=""Common_Global_2_Helm"")","(TagName=""Character.Player.Sharpshooter.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Helm_SS_F_NameOverride"", ""Wide Hat"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/sharpshooter/ss_f_t2a_helm/ss_f_t2a_helm_bp.ss_f_t2a_helm_bp_C",""
Common_Global_2_Helm_SS_M,"(RowName=""Common_Global_2_Helm"")","(TagName=""Character.Player.Sharpshooter.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Helm_SS_M_NameOverride"", ""Wide Hat"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/sharpshooter/ss_m_t2a_helm/ss_m_t2a_helm_bp.ss_m_t2a_helm_bp_C",""
Common_Global_2_Locomotion_FG,"(RowName=""Common_Global_2_Locomotion"")","(TagName=""Character.Player.Forged"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Locomotion_FG_NameOverride"", ""Heavy Duty Legs"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/forged/for_t2c_locomotion/for_t2c_locomotion_bp.for_t2c_locomotion_bp_C",""
Common_Global_2_Pants_DM_F,"(RowName=""Common_Global_2_Pants"")","(TagName=""Character.Player.DuskMage.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Pants_DM_F_NameOverride"", ""Initiate\'s Leggings"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/duskmage/dm_f_t3a_pants/dm_f_t3a_pants_bp.dm_f_t3a_pants_bp_C",""
Common_Global_2_Pants_DM_M,"(RowName=""Common_Global_2_Pants"")","(TagName=""Character.Player.DuskMage.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Pants_DM_M_NameOverride"", ""Initiate\'s Leggings"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/duskmage/dm_m_t3a_pants/dm_m_t3a_pants_bp.dm_m_t3a_pants_bp_C",""
Common_Global_2_Pants_RM_F,"(RowName=""Common_Global_2_Pants"")","(TagName=""Character.Player.Railman.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Pants_RM_F_NameOverride"", ""Industrial Dungarees"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/railman/rm_f_t1a_pants/rm_f_t1a_pants_bp.rm_f_t1a_pants_bp_C",""
Common_Global_2_Pants_RM_M,"(RowName=""Common_Global_2_Pants"")","(TagName=""Character.Player.Railman.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Pants_RM_M_NameOverride"", ""Industrial Dungarees"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/railman/rm_m_t1a_pants/rm_m_t1a_pants_bp.rm_m_t1a_pants_bp_C",""
Common_Global_2_Pants_SS_F,"(RowName=""Common_Global_2_Pants"")","(TagName=""Character.Player.Sharpshooter.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Pants_SS_F_NameOverride"", ""Tight Breeches"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/sharpshooter/ss_f_t2a_pants/ss_f_t2a_pants_bp.ss_f_t2a_pants_bp_C",""
Common_Global_2_Pants_SS_M,"(RowName=""Common_Global_2_Pants"")","(TagName=""Character.Player.Sharpshooter.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Pants_SS_M_NameOverride"", ""Tight Breeches"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/sharpshooter/ss_m_t2a_pants/ss_m_t2a_pants_bp.ss_m_t2a_pants_bp_C",""
Common_Global_2_Shoulders_DM_F,"(RowName=""Common_Global_2_Shoulders"")","(TagName=""Character.Player.DuskMage.Female"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Shoulders_DM_F_NameOverride"", ""Horned Pauldrons"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/duskmage/dm_f_t3a_shoulders/dm_f_t3a_shoulders_bp.dm_f_t3a_shoulders_bp_C",""
Common_Global_2_Shoulders_DM_M,"(RowName=""Common_Global_2_Shoulders"")","(TagName=""Character.Player.DuskMage.Male"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""Common_Global_2_Shoulders_DM_M_NameOverride"", ""Horned Pauldrons"")","(RowName=""ViridianDirt"")","/Game/Items/Armour/duskmage/dm_m_t3a_shoulders/dm_m_t3a_shoulders_bp.dm_m_t3a_shoulders_bp_C",""
