---,RowType,NoPickWeight,MinLevel,bErrorIfOutputIsEmpty,bRetryIfPickIsEmpty,EntryType1,Entry1,WeightOrCount1,EntryType2,Entry2,WeightOrCount2,EntryType3,Entry3,WeightOrCount3,EntryType4,Entry4,WeightOrCount4,EntryType5,Entry5,WeightOrCount5,EntryType6,Entry6,WeightOrCount6,EntryType7,Entry7,WeightOrCount7,EntryType8,Entry8,WeightOrCount8,EntryType9,Entry9,WeightOrCount9,EntryType10,Entry10,WeightOrCount10,EntryType11,Entry11,WeightOrCount11,DataCurves,Entries,Notes
Enchanting_2h_ShockandAwe,"Pick","0","0","False","False","AddAffixByName","StatusEffect_Chance_Shock","1","AddAffixByName","StatusEffect_Duration_Shock","1","AddAffixByName","StatusEffect_Shock_Bolts","1","AddAffixByName","StatusEffect_Chance_Stun","1","AddAffixByName","StatusEffect_Chance_Blind","1","AddAffixByName","StatusEffect_Duration_Blind","1","AddAffixByName","StatusEffect_Duration_Stun","1","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_2h_Tainted,"Pick","0","0","False","False","AddAffixByName","Damage_Poison_Secondary","1","AddAffixByName","StatusEffect_Chance_Poison","1","AddAffixByName","StatusEFfect_Duration_Poison","1","AddAffixByName","CriticalHit_Chance_VsPoison","1","AddAffixByName","CriticalHit_Chance_vsImmobilize","1","AddAffixByName","StatusEffect_ApplyImmobilize","1","AddAffixByName","StatusEffect_Chance_Immobilize","1","AddAffixByName","CriticalHit_Chance_VsSlow","1","None","","0","None","","0","None","","0","None","",""
Enchanting_Armor_EchonokLarge,"Pick","0","0","False","False","AddAffixByName","Defense_Electric_Large_Secondary","1","AddAffixByName","Defense_Physical_Large_Secondary","1","AddAffixByName","Luck_Potion","1","AddAffixByName","HitPoints_Bonus_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_Armor_EchonokMedium,"Pick","0","0","False","False","AddAffixByName","Defense_Electric_Medium_Secondary","1","AddAffixByName","Defense_Physical_Medium_Secondary","1","AddAffixByName","Luck_Potion","1","AddAffixByName","HitPoints_Bonus_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_Armor_EchonokSmall,"Pick","0","0","False","False","AddAffixByName","Defense_Electric_Small_Secondary","1","AddAffixByName","Defense_Physical_Small_Secondary","1","AddAffixByName","Luck_Potion","1","AddAffixByName","Hitpoints_Bonus_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_Armor_GoblinLarge,"Pick","0","0","False","False","AddAffixByName","Defense_Fire_Large_Secondary","1","AddAffixByName","Defense_Physical_Large_Secondary","1","AddAffixByName","Luck_Potion","1","AddAffixByName","HitPoints_Bonus_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_Armor_GoblinMedium,"Pick","0","0","False","False","AddAffixByName","Defense_Fire_Medium_Secondary","1","AddAffixByName","Defense_Physical_Medium_Secondary","1","AddAffixByName","Luck_Potion","1","AddAffixByName","HitPoints_Bonus_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_Armor_GoblinSmall,"Pick","0","0","False","False","AddAffixByName","Defense_Fire_Small_Secondary","1","AddAffixByName","Defense_Physical_Small_Secondary","1","AddAffixByName","Luck_Potion","1","AddAffixByName","HitPoints_Bonus_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_Armor_HyvidLarge,"Pick","0","0","False","False","AddAffixByName","Defense_Poison_Large_Secondary","1","AddAffixByName","Defense_Physical_Large_Secondary","1","AddAffixByName","Luck_Potion","1","AddAffixByName","Hitpoints_Bonus_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_Armor_HyvidMedium,"Pick","0","0","False","False","AddAffixByName","Defense_Poison_Medium_Secondary","1","AddAffixByName","Defense_Physical_Medium_Secondary","1","AddAffixByName","Luck_Potion","1","AddAffixByName","Hitpoints_Bonus_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_Armor_HyvidSmall,"Pick","0","0","False","False","AddAffixByName","Defense_Poison_Small_Secondary","1","AddAffixByName","Defense_Physical_Small_Secondary","1","AddAffixByName","Luck_Potion","1","AddAffixByName","Hitpoints_Bonus_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_Offhand_AttackEnhancement,"Pick","0","0","False","False","AddAffixByName","StatusEffect_Apply_Knockback","1","AddAffixByName","StatusEffect_Chance_Knockback","1","AddAffixByName","StatusEffect_Apply_Stun","1","AddAffixByName","StatusEffect_Chance_Stun","1","AddAffixByName","StatusEffect_Duration_Stun","1","AddAffixByName","StatusEffect_Apply_Fear","1","AddAffixByName","StatusEFfect_Apply_Blind","1","AddAffixByName","StatusEffect_Chance_Blind","1","AddAffixByName","StatusEffect_Duration_Blind","1","AddAffixByName","AttackSpeedBonus","1","None","","0","None","",""
Enchanting_Offhand_DefenderBonus,"Pick","0","0","False","False","AddAffixByName","StatusEFfect_Resist_Stun","1","AddAffixByName","HitPoints_Bonus_Secondary","1","AddAffixByName","HitPoints_OnKill","1","AddAffixByName","Evasion_Small_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_Offhand_ElementalBonus,"Pick","0","0","False","False","AddAffixByName","StatusEffect_Apply_Chill","1","AddAffixByName","StatusEffect_Chance_Chill","1","AddAffixByName","StatusEffect_Apply_Burn","1","AddAffixByName","StatusEffect_Chance_Burn","1","AddAffixByName","StatusEffect_Apply_Bleed","1","AddAffixByName","StatusEffect_Chance_Bleed","1","AddAffixByName","StatusEffect_Apply_Shock","1","AddAffixByName","StatusEffect_Chance_Shock","1","AddAffixByName","StatusEffect_Apply_Poison","1","AddAffixByName","StatusEffect_Chance_Poison","1","None","","0","None","",""
Enchanting_Offhand_EchonokShieldBonus,"Pick","0","0","False","False","AddAffixByName","Defense_Physical_Large_Secondary","1","AddAffixByName","Defense_Electric_Large_Secondary","1","AddAffixByName","Block_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_Offhand_GoblinShieldBonus,"Pick","0","0","False","False","AddAffixByName","Defense_Physical_Large_Secondary","1","AddAffixByName","Defense_Fire_Large_Secondary","1","AddAffixByName","Block_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_Offhand_HyvidShieldBonus,"Pick","0","0","False","False","AddAffixByName","Defense_Physical_Large_Secondary","1","AddAffixByName","Defense_Poison_Large_Secondary","1","AddAffixByName","Block_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_Pet_BloodyCarnage,"Pick","0","0","False","False","AddAffixByName","Pet_Damage_Physical_Primary","1","AddAffixByName","Pet_StatusEffect_Apply_Bleed","1","AddAffixByName","Pet_SkillCooldown","1","AddAffixByName","Pet_CriticalHit_Chance","1","None","","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_Pet_CriticalStriker,"Pick","0","0","False","False","AddAffixByName","Pet_CriticalHit_Chance","1","AddAffixByName","Pet_CriticalHit_Bonus","1","AddAffixByName","Pet_Damage_Physical_Primary","1","AddAffixByName","Pet_SkillCooldown","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_Pet_ElectricFreeze,"Pick","0","0","False","False","AddAffixByName","Pet_Damage_Electric_Primary","1","AddAffixByName","Pet_Damage_Ice_Primary","1","AddAffixByName","Pet_StatusEffect_Apply_Shock","1","AddAffixByName","Pet_StatusEffect_Apply_Chill","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_Pet_ElementalHitter,"All","0","0","False","False","AddAffixByName","Pet_StatusEffect_Apply_Bleed","1","AddAffixByName","Pet_StatusEffect_Apply_Burn","1","AddAffixByName","Pet_StatusEffect_Apply_Chill","1","AddAffixByName","Pet_StatusEffect_Apply_Poison","1","AddAffixByName","Pet_StatusEffect_Apply_Shock","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_Pet_NoxiousBurn,"Pick","0","0","False","False","AddAffixByName","Pet_StatusEffect_Apply_Burn","1","AddAffixByName","Pet_StatusEffect_Apply_Poison","1","AddAffixByName","Pet_Damage_Poison_Primary","1","AddAffixByName","Pet_Damage_Fire_Primary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_Pet_Resistance,"Pick","0","0","False","False","AddAffixByName","Pet_Defense_Electric_Primary","1","AddAffixByName","Pet_Defense_Poison_Primary","1","AddAffixByName","Pet_Defense_Fire_Primary","1","AddAffixByName","Pet_Defense_Physical_Primary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Enchanting_Pet_Survivor,"Pick","0","0","False","False","AddAffixByName","PetRecoveryTime","1","AddAffixByName","Pet_Block","1","AddAffixByName","Pet_HitPoints_Bonus","1","AddAffixByName","Pet_HitPoints_Regen","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
EnchantingEssence_Bundle_Legendary_Tooltip,"All","0","0","False","False","AddAffixByName","Bundle_Contents_Tooltip","1","AddAffixByName","EnchantingEssence_Magic_8_Tooltip","1","AddAffixByName","EnchantingEssence_Rare_4_Tooltip","1","AddAffixByName","EnchantingEssence_Legendary_2_Tooltip","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
EnchantingEssence_Bundle_Rare_Tooltip,"All","0","0","False","False","AddAffixByName","Bundle_Contents_Tooltip","1","AddAffixByName","EnchantingEssence_Magic_6_Tooltip","1","AddAffixByName","EnchantingEssence_Rare_2_Tooltip","1","AddAffixByName","EnchantingEssence_Legendary_1_Tooltip","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
EnchantmentSlot,"Pick","3","47","False","False","GotoAffixSpawnRow","EnchantingSlot","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Focus_Electric_Magic,"All","0","0","False","False","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Weapon_Electric_Magic_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Focus_Electric_Magic_Secondary,"Pick","0","0","True","False","AddAffixByFilter","Affix.Secondary;Affix.Damage","2","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","1","AddAffixByFilter","Affix.Secondary;Affix.Energy.Regen","3","AddAffixByFilter","Affix.Secondary;Affix.CrowdControl","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Focus_Electric_Rare,"All","0","0","False","False","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Weapon_Electric_Rare_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Focus_Electric_Rare_Bolt_Secondary,"Pick","0","0","True","False","AddAffixByFilter","Affix.Secondary;Affix.Damage","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","GotoAffixSpawnRow","Weapon_Electric_Bolts","3","AddAffixByFilter","Affix.Secondary;Affix.Energy.Regen","3","AddAffixByFilter","Affix.Secondary;Affix.CrowdControl","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Focus_Electric_Rare_NoBolt_Secondary,"Pick","0","0","True","False","AddAffixByFilter","Affix.Secondary;Affix.Damage","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","GotoAffixSpawnRow","Weapon_Electric_Shock","3","AddAffixByFilter","Affix.Secondary;Affix.Energy.Regen","3","AddAffixByFilter","Affix.Secondary;Affix.CrowdControl","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Focus_Electric_Rare_NoShock_Secondary,"All","0","0","False","False","GotoAffixSpawnRow","Focus_Electric_Rare_NoBolt_Secondary","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Focus_Electric_Rare_Secondary,"Pick","0","0","True","False","GotoAffixSpawnRow","Focus_Electric_Rare_Shock_Secondary","1","GotoAffixSpawnRow","Focus_Electric_Rare_NoShock_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Focus_Electric_Rare_Shock_Secondary,"All","0","0","False","False","GotoAffixSpawnRow","Weapon_Electric_Shock","1","GotoAffixSpawnRow","Weapon_Electric_Rare_Bolt_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Focus_Legendary,"All","0","0","False","False","GotoAffixSpawnRow","Weapon_Legendary_Affix","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Focus_Secondary","3","GotoAffixSpawnRow","EnchantmentSlot","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0"
Focus_Magic,"All","0","0","False","False","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Focus_Secondary","1","GotoAffixSpawnRow","EnchantmentSlot","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Focus_Magic_Electric,"All","0","0","False","False","AddAffixByFilter","Affix.Primary;Affix.Damage.Electric","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Focus_Secondary_Electric","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Focus_Magic_Fire,"All","0","0","False","False","AddAffixByFilter","Affix.Primary;Affix.Damage.Fire","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Focus_Secondary_Fire","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Focus_Magic_Ice,"All","0","0","False","False","AddAffixByFilter","Affix.Primary;Affix.Damage.Ice","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Focus_Secondary_Ice","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Focus_Magic_Physical,"All","0","0","False","False","AddAffixByFilter","Affix.Primary;Affix.Damage.Physical","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Focus_Secondary_Physical","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Focus_Magic_PickElement,"Pick","0","0","False","False","GotoAffixSpawnRow","Focus_Magic_Electric","1","GotoAffixSpawnRow","Focus_Magic_Fire","1","GotoAffixSpawnRow","Focus_Magic_Ice","1","GotoAffixSpawnRow","Focus_Magic_Physical","1","GotoAffixSpawnRow","Focus_Magic_Poison","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Focus_Magic_Poison,"All","0","0","False","False","AddAffixByFilter","Affix.Primary;Affix.Damage.Poison","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Focus_Secondary_Poison","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Focus_Normal,"All","0","0","False","False","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","EnchantmentSlot","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Focus_Normal_Electric,"All","0","0","False","False","AddAffixByFilter","Affix.Primary;Affix.Damage.Electric","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Focus_Normal_Fire,"All","0","0","False","False","AddAffixByFilter","Affix.Primary;Affix.Damage.Fire","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Focus_Normal_Ice,"All","0","0","False","False","AddAffixByFilter","Affix.Primary;Affix.Damage.Ice","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
