---,QuestRewardText,QuestRewardIconGameplayTag,RequiredPlayerGameplayTags,QuestObjectFilter,RowType,NoPickWeight,MinLevel,bErrorIfOutputIsEmpty,bRetryIfPickIsEmpty,EntryType1,Entry1,WeightOrCount1,EntryType2,Entry2,WeightOrCount2,EntryType3,Entry3,WeightOrCount3,EntryType4,Entry4,WeightOrCount4,EntryType5,Entry5,WeightOrCount5,EntryType6,Entry6,WeightOrCount6,EntryType7,Entry7,WeightOrCount7,EntryType8,Entry8,WeightOrCount8,EntryType9,Entry9,WeightOrCount9,EntryType10,Entry10,WeightOrCount10,EntryType11,Entry11,WeightOrCount11,DataCurves,Entries,Notes
Tough_Luck_Gear,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","NoLoot","0","GotoItemSpawnRow","Gear_Lucky","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Tough_NoGear;Tough_Gear-Item.Gear","(None,None)",""
Tough_Luck_Potion,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","NoLoot","0","GotoItemSpawnRow","Potion_Lucky","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Tough_NoPotion;Tough_Potion-Item.Potion","(None,None)",""
Tough_Luck_Gold,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","NoLoot","0","GotoItemSpawnRow","Gold_Lucky","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Tough_NoGold;Tough_Gold-Item.Currency.Gold","(None,None)",""
MimicChest,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","RemoveStemGameplayTagAll","Currency.Monster","1","GotoItemSpawnRow","LootChest","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
StoneElemental_Goblin,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Each","0","0","False","False","GotoItemSpawnRow","StoneNode_T1_Sandstone","1","GotoItemSpawnRow","Tough","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
StoneElemental_RedHaven,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Each","0","0","False","False","GotoItemSpawnRow","StoneNode_T1_Flint","1","GotoItemSpawnRow","Tough","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Minion,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","MonsterCurrency","1","RemoveStemGameplayTagAll","Currency.Monster","1","GotoItemSpawnRow","Tough_Normal","1","GotoItemSpawnRow","Minion_Potion","1","GotoItemSpawnRow","Tough_Luck_Gear","1","GotoItemSpawnRow","Tough_Luck_Potion","1","GotoItemSpawnRow","Tough_Luck_Gold","1","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None,None)",""
Minion_Potion,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","3","0","False","False","GotoItemSpawnRow","Potion","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Champion,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","MonsterCurrency","1","RemoveStemGameplayTagAll","Currency.Monster","1","GotoItemSpawnRow","Champion_Loot_MagicMin","1","GotoItemSpawnRow","Potion_Champs","1","GotoItemSpawnRow","EnchantingRecipes","1","GotoItemSpawnRow","Fame_Champ","1","GotoItemSpawnRow","Champion_Luck","1","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None,None)",""
Champion_Legendary,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","MonsterCurrency","1","RemoveStemGameplayTagAll","Currency.Monster","1","GotoItemSpawnRow","Champion_Loot_MagicMin","2","GotoItemSpawnRow","Potion_Champs","1","GotoItemSpawnRow","EnchantingRecipes","1","GotoItemSpawnRow","Fame_Champ","1","GotoItemSpawnRow","Champion_Luck","1","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None,None)",""
Champion_Unique,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","MonsterCurrency","1","RemoveStemGameplayTagAll","Currency.Monster","1","GotoItemSpawnRow","Champion_Loot_MagicMin","2","GotoItemSpawnRow","Potion_Champs","1","GotoItemSpawnRow","EnchantingRecipes","1","GotoItemSpawnRow","Fame_Boss","1","GotoItemSpawnRow","Champion_Luck","1","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None,None)",""
Champion_Unique_Phase,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","MonsterCurrency","1","RemoveStemGameplayTagAll","Currency.Monster","1","GotoItemSpawnRow","Champion_Loot_MagicMin_Phase","2","GotoItemSpawnRow","Potion_Champs","1","GotoItemSpawnRow","EnchantingRecipes","1","GotoItemSpawnRow","Fame_Boss","1","GotoItemSpawnRow","Champion_Luck","1","None","","0","None","","0","None","","0","None","","0","None","",""
Champion_Loot_MagicMin,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","Gear_MagicMin","1","GotoItemSpawnRow","Gold","4","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None,None)",""
Champion_Loot_MagicMin_Phase,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","Gear_MagicMin_Phase","1","GotoItemSpawnRow","Gold","4","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Champion_Loot_RareMin,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","Gear_RareMin","1","GotoItemSpawnRow","Gold","6","GotoItemSpawnRow","RegretScroll","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None,None)",""
Champion_Loot_RareMin_Phase,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","Gear_RareMin_Phase","1","GotoItemSpawnRow","Gold","6","GotoItemSpawnRow","RegretScroll","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Champion_Luck,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Each","0","0","False","False","GotoItemSpawnRow","Champ_Luck_Gear","1","GotoItemSpawnRow","Champ_Luck_Potion","1","GotoItemSpawnRow","Champ_Luck_Gold","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
MonsterCurrency,"","(TagName="""")","(GameplayTags=)","(RowName=""LuckTree"")","Pick","5","0","False","False","AddItemByFilter","Currency.Monster","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
RegretScroll,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","19","5","False","False","AddItemByName","SkillRegretScroll","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Boss,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","Champion_Unique","1","GotoItemSpawnRow","SpawnEmberCoreSingle","1","AddItemByName","EmberCore","1","GotoItemSpawnRow","Respec_Boss","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None,None)",""
Boss_Phase,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","Champion_Unique_Phase","1","GotoItemSpawnRow","SpawnEmberCoreSingle","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Boss_NoFame,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","Champion_Unique","1","GotoItemSpawnRow","SpawnEmberCoreSingle","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Champ_Luck_Gear,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","NoLoot","0","GotoItemSpawnRow","Gear_Lucky","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Champ_NoGear;Champ_Gear-Item.Gear","(None,None)",""
Champ_Luck_Potion,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","NoLoot","0","GotoItemSpawnRow","Potion_Lucky","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Champ_NoPotion;Champ_Potion-Item.Potion","(None,None)",""
Champ_Luck_Gold,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","NoLoot","0","GotoItemSpawnRow","Gold_Lucky","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Champ_NoGold;Champ_Gold-Item.Currency.Gold","(None,None)",""
LootChest,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Each","0","0","False","False","GotoItemSpawnRow","LootChest_Normal","1","GotoItemSpawnRow","LootChest_Potion","1","GotoItemSpawnRow","Chest_Luck_Gear","1","GotoItemSpawnRow","Chest_Luck_Potion","1","GotoItemSpawnRow","Chest_Luck_Gold","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
LootChest_Normal,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","0","0","False","False","GotoItemSpawnRow","Gear","3","GotoItemSpawnRow","LootChest_Gold","7","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
LootChest_Potion,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","1","0","False","False","GotoItemSpawnRow","Potion","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
LootChest_Gold,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddCurrency","Gold:6-12","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
LootChest_Gold_Rare,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddCurrency","Gold:10-20","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
LootChest_Rare,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Each","0","0","False","False","GotoItemSpawnRow","Gear_MagicMin","1","GotoItemSpawnRow","Potion","1","GotoItemSpawnRow","LootChest_Gold_Rare","1","GotoItemSpawnRow","Chest_Luck_Gear","1","GotoItemSpawnRow","Chest_Luck_Potion","1","GotoItemSpawnRow","Chest_Luck_Gold","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Chest_Luck_Gear,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","NoLoot","0","GotoItemSpawnRow","Gear_Lucky","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Chest_NoGear;Chest_Gear-Item.Gear","(None,None)",""
Chest_Luck_Potion,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","NoLoot","0","GotoItemSpawnRow","Potion_Lucky","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Chest_NoPotion;Chest_Potion-Item.Potion","(None,None)",""
Chest_Luck_Gold,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","NoLoot","0","GotoItemSpawnRow","Gold_Lucky","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Chest_NoGold;Chest_Gold-Item.Currency.Gold","(None,None)",""
BossChest,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Each","0","0","False","False","GotoItemSpawnRow","BossChest_Normal","1","GotoItemSpawnRow","Unbind_BossChest","1","GotoItemSpawnRow","Champ_Luck_Gear","1","GotoItemSpawnRow","Champ_Luck_Potion","1","GotoItemSpawnRow","Champ_Luck_Gold","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None,None)",""
BossChest_Normal,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Each","0","0","False","False","GotoItemSpawnRow","Gear_RareMin","1","GotoItemSpawnRow","Gear_MagicMin","1","GotoItemSpawnRow","Gear","2","GotoItemSpawnRow","Gold","8","GotoItemSpawnRow","Potion","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Clickable,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","20","0","False","False","GotoItemSpawnRow","Gear","5","GotoItemSpawnRow","Gold","75","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Clickable_Wood,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","20","0","False","False","GotoItemSpawnRow","Gear","5","GotoItemSpawnRow","Gold","33","GotoItemSpawnRow","Clickable_T1_Ash_Bonus","20","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Clickable_T1_Ash_Bonus,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddCurrency","WoodLog_T1_Ash:1-2","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Clickable_Stone,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","20","0","False","False","GotoItemSpawnRow","Gear","5","GotoItemSpawnRow","Gold","33","GotoItemSpawnRow","Clickable_T1_Sandstone_Bonus","20","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Clickable_T1_Sandstone_Bonus,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddCurrency","StoneRock_T1_Sandstone:1-2","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Clickable_Metal,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","20","0","False","False","GotoItemSpawnRow","Gear","4","GotoItemSpawnRow","Gold","33","GotoItemSpawnRow","Clickable_T1_Tin_Bonus","20","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Clickable_T1_Tin_Bonus,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddCurrency","MetalNugget_T1_Tin:1-2","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Breakable,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","50","0","False","False","GotoItemSpawnRow","Gear","3","GotoItemSpawnRow","Gold","47","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
PickLoot_Popcorn,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","0","0","False","False","GotoItemSpawnRow","Gear","20","GotoItemSpawnRow","Gold","70","GotoItemSpawnRow","Potion","10","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None,None)",""
PickLoot,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","0","0","False","False","GotoItemSpawnRow","Gear","20","GotoItemSpawnRow","Gold","75","GotoItemSpawnRow","Potion","5","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None,None)",""
PickLoot_Tough,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","0","0","False","False","GotoItemSpawnRow","Gear","20","GotoItemSpawnRow","Gold","76","GotoItemSpawnRow","Potion","4","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None,None)",""
Gold,"NSLOCTEXT(""ItemSpawnTable"", ""04C83E9C411860F001A8B1AF88830E90"", ""Random Amount of Gold"")","(TagName=""Item.Currency.Gold"")","(GameplayTags=)","(RowName="""")","Pick","0","0","False","False","GotoItemSpawnRow","Gold_1","25","GotoItemSpawnRow","Gold_2","10","GotoItemSpawnRow","Gold_3","3","GotoItemSpawnRow","Gold_4","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Gold_1,"NSLOCTEXT(""ItemSpawnTable"", ""5E7773444D6B39B1215F8B871C011334"", ""Handful of Gold"")","(TagName=""Item.Currency.Gold"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddCurrency","Gold:5-10","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Gold_2,"NSLOCTEXT(""ItemSpawnTable"", ""051A9015490C73F876BA108D92E1F8DB"", ""Pile of Gold"")","(TagName=""Item.Currency.Gold"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddCurrency","Gold:7-14","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Gold_3,"NSLOCTEXT(""ItemSpawnTable"", ""910DD46649B6F122093C39B25FD3E412"", ""Mound of Gold"")","(TagName=""Item.Currency.Gold"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddCurrency","Gold:10-18","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Gold_4,"NSLOCTEXT(""ItemSpawnTable"", ""83F1A7584371A39ED2F457A2B53588A2"", ""Mountain of Gold"")","(TagName=""Item.Currency.Gold"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddCurrency","Gold:15-23","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Gold_20,"NSLOCTEXT(""ItemSpawnTable"", ""728C24B7486C372CAB2374B773C40607"", ""20 Gold"")","(TagName=""Item.Currency.Gold"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddCurrency","Gold:20","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Gold_50,"NSLOCTEXT(""ItemSpawnTable"", ""41F9DCAE4ACE6CE3B4D294938DA52915"", ""50 Gold"")","(TagName=""Item.Currency.Gold"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddCurrency","Gold:50","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Gold_200,"NSLOCTEXT(""ItemSpawnTable"", ""D1ECE3924E2B0E997E7CFDB19413ED2B"", ""200 Gold"")","(TagName=""Item.Currency.Gold"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddCurrency","Gold:200","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Gold_500,"NSLOCTEXT(""ItemSpawnTable"", ""817B58064EF0ADD98A4866B7E5D76630"", ""500 Gold"")","(TagName=""Item.Currency.Gold"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddCurrency","Gold:500","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
