---,DisplayName,bSave,bStartingPet,bIgnoreSpawnCollision,MinionOffset,MinionScaleMultiplier,Description,DefaultSkill,MinionClass,CharacterCreateMinionClass,ClosestDyeColor,bIsFlying,CharacterSelectIdle,Hitpoints,Damage,LifetimeSeconds,QualityTags,DropWeight,GameplayTags,MinionTypeTag,AggroRadius,MinionGameplayTags,MinionTypeGameplayTag,TraitString1,TraitString2,TraitString3,TraitString4,TraitString5,Notes
Cat05,"NSLOCTEXT(""MinionsTable"", ""Cat05_DisplayName"", ""Tuxedo Cat"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petcat/petcat_tuxedo_bp.petcat_tuxedo_bp_C","None","(RowName="""")","False","None","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Magic"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Cat"")))","(TagName=""Character.Minion.Pet.Cat"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Cat06,"NSLOCTEXT(""MinionsTable"", ""8EA28ED441390ADE4A612B9A70F17C63"", ""Aubergine Cat"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petcat/petcat_Purple_bp1.petcat_Purple_bp1_C","None","(RowName="""")","False","None","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","0","(GameplayTags=((TagName=""Character.Minion.Pet.Cat"")))","(TagName=""Character.Minion.Pet.Cat"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Alpaca01,"NSLOCTEXT(""MinionsTable"", ""2BE78A974A5BB8070F717099C35A5FF0"", ""White Alpaca"")","True","True","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petalpaca/petalpaca_01.petalpaca_01_C","/Game/Player/CharacterCreate/petalpaca_charactercreate_01.petalpaca_charactercreate_01_C","(RowName=""PetAlpacaWhite"")","False","None","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Normal"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Alpaca"")))","(TagName=""Character.Minion.Pet.Alpaca"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Alpaca02,"NSLOCTEXT(""MinionsTable"", ""8CD740C6413C857A33A127BF4F8F79D1"", ""Golden Alpaca"")","True","True","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petalpaca/petalpaca_02.petalpaca_02_C","/Game/Player/CharacterCreate/petalpaca_charactercreate_02.petalpaca_charactercreate_02_C","(RowName=""PetAlpacaGolden"")","False","None","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Normal"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Alpaca"")))","(TagName=""Character.Minion.Pet.Alpaca"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Alpaca03,"NSLOCTEXT(""MinionsTable"", ""B36C5EDE496DA6E22AE85F8BF25AE039"", ""Chocolate Alpaca"")","True","True","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petalpaca/petalpaca_03.petalpaca_03_C","/Game/Player/CharacterCreate/petalpaca_charactercreate_03.petalpaca_charactercreate_03_C","(RowName=""PetAlpacaChocolate"")","False","None","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Normal"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Alpaca"")))","(TagName=""Character.Minion.Pet.Alpaca"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Dragonling01,"NSLOCTEXT(""MinionsTable"", ""106428A744AA74991C72BCA99C319560"", ""Red Dragonling"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petdragonling/petdragonling_01.petdragonling_01_C","None","(RowName="""")","True","/Game/Monsters/petdragonling/animation/petdragonling_idle_03_sitloop.petdragonling_idle_03_sitloop","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Dragonling"")))","(TagName=""Character.Minion.Pet.Dragonling"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Dragonling02,"NSLOCTEXT(""MinionsTable"", ""4CAC93C040AE9F348F2B619C42406097"", ""Teal Dragonling"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petdragonling/petdragonling_02.petdragonling_02_C","None","(RowName="""")","True","/Game/Monsters/petdragonling/animation/petdragonling_idle_03_sitloop.petdragonling_idle_03_sitloop","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Magic"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Dragonling"")))","(TagName=""Character.Minion.Pet.Dragonling"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Dragonling03,"NSLOCTEXT(""MinionsTable"", ""D4B82E1E40930A757BBC1581BB7F5821"", ""Purple Dragonling"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petdragonling/petdragonling_03.petdragonling_03_C","None","(RowName="""")","True","/Game/Monsters/petdragonling/animation/petdragonling_idle_03_sitloop.petdragonling_idle_03_sitloop","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Rare"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Dragonling"")))","(TagName=""Character.Minion.Pet.Dragonling"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Owl01,"NSLOCTEXT(""MinionsTable"", ""545DBEC0401E836388172A90FCD75D35"", ""Red Owl"")","True","True","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petowl/petowl_01.petowl_01_C","/Game/Player/CharacterCreate/petowl_charactercreate_01.petowl_charactercreate_01_C","(RowName=""PetOwlRed"")","True","/Game/Monsters/petowl/animation/petowl_idle_03_sit.petowl_idle_03_sit","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Normal"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Owl"")))","(TagName=""Character.Minion.Pet.Owl"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Owl02,"NSLOCTEXT(""MinionsTable"", ""45CAD30C449DDA36EA89D18405B75B08"", ""Golden Owl"")","True","True","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petowl/petowl_02.petowl_02_C","/Game/Player/CharacterCreate/petowl_charactercreate_02.petowl_charactercreate_02_C","(RowName=""PetOwlGolden"")","True","/Game/Monsters/petowl/animation/petowl_idle_03_sit.petowl_idle_03_sit","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Normal"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Owl"")))","(TagName=""Character.Minion.Pet.Owl"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Owl03,"NSLOCTEXT(""MinionsTable"", ""ACCCE2734EA6FA2396F08D8153862CEC"", ""Teal Owl"")","True","True","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petowl/petowl_03.petowl_03_C","/Game/Player/CharacterCreate/petowl_charactercreate_03.petowl_charactercreate_03_C","(RowName=""PetOwlTeal"")","True","/Game/Monsters/petowl/animation/petowl_idle_03_sit.petowl_idle_03_sit","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Normal"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Owl"")))","(TagName=""Character.Minion.Pet.Owl"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Eagle01,"NSLOCTEXT(""MinionsTable"", ""040FA53C464F66B016822984F99A0D1F"", ""Golden Eagle"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/peteagle/peteagle_body_02_golden_bp.peteagle_body_02_golden_bp_C","None","(RowName="""")","True","/Game/Monsters/peteagle/animation/peteagle_idle_02_sit_Montage.peteagle_idle_02_sit_Montage","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Normal"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Eagle"")))","(TagName=""Character.Minion.Pet.Eagle"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Eagle02,"NSLOCTEXT(""MinionsTable"", ""71CB46644F087C000FE1EFBEB240C368"", ""Black Eagle"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/peteagle/peteagle_body_01_black_bp.peteagle_body_01_black_bp_C","None","(RowName="""")","True","/Game/Monsters/peteagle/animation/peteagle_idle_02_sit_Montage.peteagle_idle_02_sit_Montage","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Magic"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Eagle"")))","(TagName=""Character.Minion.Pet.Eagle"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Eagle03,"NSLOCTEXT(""MinionsTable"", ""91B9AED846C430383617F48D1F57F7B5"", ""Bald Eagle"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/peteagle/peteagle_body_01_bald_bp.peteagle_body_01_bald_bp_C","None","(RowName="""")","True","/Game/Monsters/peteagle/animation/peteagle_idle_02_sit_Montage.peteagle_idle_02_sit_Montage","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Eagle"")))","(TagName=""Character.Minion.Pet.Eagle"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Eagle04,"NSLOCTEXT(""MinionsTable"", ""E26EC8894637712CA140EE8045C8947D"", ""Crested Eagle"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/peteagle/peteagle_body_02_ornate_bp.peteagle_body_02_ornate_bp_C","None","(RowName="""")","True","/Game/Monsters/peteagle/animation/peteagle_idle_02_sit_Montage.peteagle_idle_02_sit_Montage","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Rare"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Eagle"")))","(TagName=""Character.Minion.Pet.Eagle"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Eagle05,"NSLOCTEXT(""MinionsTable"", ""AB0CCD3D486C49576A6C5AA196B266C4"", ""Harpy Eagle"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/peteagle/peteagle_body_03_harpy_bp.peteagle_body_03_harpy_bp_C","None","(RowName="""")","True","/Game/Monsters/peteagle/animation/peteagle_idle_02_sit_Montage.peteagle_idle_02_sit_Montage","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Magic"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Eagle"")))","(TagName=""Character.Minion.Pet.Eagle"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Retriever01,"NSLOCTEXT(""MinionsTable"", ""FAC1767846828BC52DB20B92F7BF7286"", ""Golden Retriever"")","True","True","True","(X=-200.000000,Y=300.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petretriever/petretriever_01.petretriever_01_C","/Game/Player/CharacterCreate/petretriever_charactercreate_01.petretriever_charactercreate_01_C","(RowName=""PetRetrieverGolden"")","False","None","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Normal"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Retriever"")))","(TagName=""Character.Minion.Pet.Retriever"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Retriever02,"NSLOCTEXT(""MinionsTable"", ""2D5253A1432FECDE670FC4ADEE3C2B55"", ""Chocolate Retriever"")","True","True","True","(X=-200.000000,Y=300.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petretriever/petretriever_02.petretriever_02_C","/Game/Player/CharacterCreate/petretriever_charactercreate_02.petretriever_charactercreate_02_C","(RowName=""PetRetrieverChocolate"")","False","None","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Normal"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Retriever"")))","(TagName=""Character.Minion.Pet.Retriever"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Retriever03,"NSLOCTEXT(""MinionsTable"", ""88A5DCC94439FB83637DCC98D2A81137"", ""Silver Retriever"")","True","True","True","(X=-200.000000,Y=300.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petretriever/petretriever_03.petretriever_03_C","/Game/Player/CharacterCreate/petretriever_charactercreate_03.petretriever_charactercreate_03_C","(RowName=""PetRetrieverSilver"")","False","None","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Normal"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Retriever"")))","(TagName=""Character.Minion.Pet.Retriever"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Retriever03_Echtralife,"NSLOCTEXT(""MinionsTable"", ""A7FC631C40A3075F4DB0B6BDAC933D60"", ""Echtralife Retriever"")","True","False","True","(X=-200.000000,Y=300.000000,Z=0.000000)","1.000000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petretriever/petretriever_03_echtralife.petretriever_03_echtralife_C","None","(RowName="""")","False","None","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","0","(GameplayTags=((TagName=""Character.Minion.Pet.Retriever"")))","(TagName="""")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Wolf01,"NSLOCTEXT(""MinionsTable"", ""3558568E46D8051BBA1D28B1DABE2E99"", ""Brown Wolf"")","True","False","True","(X=-200.000000,Y=300.000000,Z=0.000000)","1.300000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petwolf/petwolf_01.petwolf_01_C","None","(RowName="""")","False","None","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Magic"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Wolf"")))","(TagName=""Character.Minion.Pet.Wolf"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Wolf02,"NSLOCTEXT(""MinionsTable"", ""2D608751434018A27DB2609B8159E590"", ""White Wolf"")","True","False","True","(X=-200.000000,Y=300.000000,Z=0.000000)","1.300000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petwolf/petwolf_02.petwolf_02_C","None","(RowName="""")","False","None","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Wolf"")))","(TagName=""Character.Minion.Pet.Wolf"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Wolf03,"NSLOCTEXT(""MinionsTable"", ""37D13AFE4AF9C005E4E71DAAC17F5D03"", ""Grey Wolf"")","True","False","True","(X=-200.000000,Y=300.000000,Z=0.000000)","1.300000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petwolf/petwolf_03.petwolf_03_C","None","(RowName="""")","False","None","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Rare"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Wolf"")))","(TagName=""Character.Minion.Pet.Wolf"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Wolf04,"NSLOCTEXT(""MinionsTable"", ""C2CBEE9D4575659E4688D682349B556B"", ""Wayfinder Wolf"")","True","False","True","(X=-200.000000,Y=300.000000,Z=0.000000)","1.300000","","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petwolf/petwolf_01_alpha_bp.petwolf_01_alpha_bp_C","None","(RowName="""")","False","None","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","0","(GameplayTags=((TagName=""Character.Minion.Pet.Wolf"")))","(TagName=""Character.Minion.Pet.Wolf"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
RailmanTurret,"","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/rmturrett1a/Railman_Turret_Actor1a.Railman_Turret_Actor1a_C","None","(RowName="""")","False","None","0.000000","1.000000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Turret"")))","(TagName="""")","400.000000","None","None","","","","","",""
RailmanTrackBuffer,"","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Skills/Blueprints/Railman/RailmanTrackBuffer.RailmanTrackBuffer_C","None","(RowName="""")","False","None","0.000000","0.000000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Track"")))","(TagName="""")","1000.000000","None","None","","","","","",""
mountbuffalope,"","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/mountbuffalope/mountbuffalope.mountbuffalope_C","None","(RowName="""")","False","None","1.000000","1.000000","0.000000","(GameplayTags=)","0","(GameplayTags=)","(TagName="""")","1000.000000","None","None","","","","","",""
DuskMageSpiritWell,"NSLOCTEXT(""MinionsTable"", ""2A68BD024762380B7C3DF99B1ED7B7B1"", ""Spirit Well"")","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Skills/Blueprints/DuskMage/SpiritWellSummoner.SpiritWellSummoner_C","None","(RowName="""")","False","None","0.250000","1.000000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.SpiritWell"")))","(TagName="""")","1000.000000","None","None","","","","","",""
DuskMageSpiritSummon,"NSLOCTEXT(""MinionsTable"", ""ACF15E2744640ED5F8147CB10CBC8E7A"", ""Soulless"")","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/prototypes/spiritwell_minion/SpiritWellMinion.SpiritWellMinion_C","None","(RowName="""")","False","None","0.250000","0.200000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.SpiritSummon"")))","(TagName="""")","1000.000000","None","None","","","","","",""
EnergySpikeMinion,"NSLOCTEXT(""MinionsTable"", ""B250554D444FBFF0EC9502A482C53639"", ""Soulless"")","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/prototypes/spiritwell_minion/EnergySpikeMinion.EnergySpikeMinion_C","None","(RowName="""")","False","None","0.250000","0.250000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.EnergySpike"")))","(TagName="""")","1000.000000","None","None","","","","","",""
SpiritWellNetherimWarrior,"NSLOCTEXT(""MinionsTable"", ""D339FA8542D8FDE63351CF8C4BF6DBA3"", ""Soulless Warrior"")","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","0.750000","","(RowName="""")","/Game/Monsters/netherimwarrior/netherimwarrior_base_bp_minion_friendly.netherimwarrior_base_bp_minion_friendly_C","None","(RowName="""")","False","None","0.250000","0.400000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.NetherimWarrior"")))","(TagName="""")","1000.000000","None","None","","","","","",""
