---,DisplayName,CompletableTasks,OfferedQuests,ActivatingTasks,ActivatingCompletedTasks,DeactivatingTasks,DeactivatingCompletedTasks,bAlwaysActive,bMapMarkerIsArea,AreaSize,Notes
GoblinCage_RescueGuards,"NSLOCTEXT(""QuestObjectTable"", ""A4188F1E44F5D23B4A6C1C8735B66459"", ""Goblin Cage"")","(""Fame_LostandFound:Task_SearchGoblinCages"",""Fame_LostandFound:Task_DropMap"",""Fame_LostandFound:Task_CollectMap"",""Fame_LostandFound:Task_EnableMapDrop"")","","(""Fame_LostandFound:Task_SearchGoblinCages"",""Fame_LostandFound:Task_CollectMap"",""Fame_LostandFound:Task_DropMap"",""Fame_LostandFound:Task_EnableMapDrop"")","","","","False","False","0.000000",""
GoblinCauldron,"NSLOCTEXT(""QuestObjectTable"", ""0D8A19E24B8D4DE5FEC9C796DA25A262"", ""Goblin Cauldron"")","(""Fame_ChewyStewy:Task_CollectStews"")","","(""Fame_ChewyStewy:Task_CollectStews"")","","","","False","False","0.000000",""
GoblinFishingSpot,"NSLOCTEXT(""QuestObjectTable"", ""7D1F033A469C04A192F0B483786A9987"", ""Secret Fishing Hole"")","","","","","","","False","False","0.000000","DQ_Jawsome"
GoblinShieldwall,"NSLOCTEXT(""QuestObjectTable"", ""38517F2C4E8D414F4BBF71A30C00DA49"", ""Goblin Shieldwall"")","","","","","","","False","False","0.000000",""
GoblinShieldwall_Placeholder,"","","","","","","","False","False","0.000000",""
Guard,"NSLOCTEXT(""QuestObjectTable"", ""0BE97018412F2228947BD8B647686338"", ""Imperial Guard"")","","","","","","","False","False","0.000000",""
HyvidResearcher,"NSLOCTEXT(""QuestObjectTable"", ""563D8D994800B0BFDA679C93EB0A8FB3"", ""Imperial Pest Control Researcher"")","","","","","","","True","False","0.000000","npcgeneric01_bp (DQ_VileVials)"
HyvidResearcher_Bugswat,"NSLOCTEXT(""QuestObjectTable"", ""F0E866CB4C2A59C720E88DA396C82688"", ""Bugswat Researcher"")","","","","","","","False","False","0.000000","npcgeneric02_bp"
Kenik,"NSLOCTEXT(""QuestObjectTable"", ""3058C46442161FC6A9509B991DD4B345"", ""Kenik"")","","","","","","","True","False","0.000000","npckenik_bp"
MaleOutpostGuard,"NSLOCTEXT(""QuestObjectTable"", ""C378C99045C24FB5679E73AC13215D80"", ""Imperial Guard"")","","","","","","","False","False","0.000000",""
GoblinStockpile,"NSLOCTEXT(""QuestObjectTable"", ""1393D54E431E78D84C69A7957C397979"", ""Explosive Stockpile"")","","","","","","","False","False","0.000000","gob_prop_stockpile_01_bp"
SgtKlive,"NSLOCTEXT(""QuestObjectTable"", ""A09493384C49BE91084A259BBA399ECA"", ""Sgt. Klive"")","(""Quest_Fort_BuildSkillStation:Task_TalkToKlive"",""Quest_Fort_BuildSkillStation:Task_TurnIn_DuskMage"",""Quest_Fort_BuildSkillStation:Task_TurnIn_Railmaster"",""Quest_Fort_BuildSkillStation:Task_TurnIn_Forged"",""TQ_Enchanting:Task_TalktoKlive"",""TQ_Relics:Task_TalkToKlive"",""TQ_Wardrobes:Task_TalktoKlive"")","","","","","","False","False","0.000000",""
Spawner_CollectInsignias,"NSLOCTEXT(""QuestObjectTable"", ""FFC1425C444B22DAAF0542AE25C58124"", ""Carrion Killer Hideout"")","","","","","","","False","False","0.000000",""
Spawner_EventGrandHall,"","","","","","","","False","False","0.000000",""
Zaya,"NSLOCTEXT(""QuestObjectTable"", ""FF08B59C433E98EA47D3258481852B17"", ""Zaya"")","(""TQ_LuckTree:Task_InteractZaya"",""TQ_LuckTree:Task_TalkToZaya"",""A1C1Q2:Task_TalktoZaya"",""A1C2Q2:Task_TalktoZaya"",""A1C5Q1:Task_TurnInZaya"",""A2C1Q0:Task_InteractZaya"",""A2C5Q2:Task_TalktoZaya"")","","","","","","True","False","0.000000",""
Trigger_FindSiegeWeapons,"NSLOCTEXT(""QuestObjectTable"", ""65AC74454D085B848B2EF5866B8B2E15"", ""Find out where goblins have dragged the siege weapons"")","","","","","","","False","True","100.000000",""
GoblinSiegeWeapon1,"NSLOCTEXT(""QuestObjectTable"", ""CF5ACE64446B30E52CBBD59AC33827A1"", ""Smash Blaster"")","","","","","","","True","False","0.000000",""
GoblinSiegeWeapon2,"NSLOCTEXT(""QuestObjectTable"", ""56D3822D4842BE078E9C42977BE64EDC"", ""Sword-o-Matic"")","","","","","","","True","False","0.000000",""
GoblinSiegeWeapon3,"NSLOCTEXT(""QuestObjectTable"", ""C620AA244DE225A90CB4B6AC9F6FF899"", ""Man Tenderizer"")","","","","","","","True","False","0.000000",""
Trigger_GoblinFishingSpot,"","","","","","","","False","True","1000.000000","gob_triggersphere_quest_fishingspot_bp"
Trigger_ZombieOutfit,"","","","","","","","False","True","4000.000000",""
ThanesSnow,"NSLOCTEXT(""QuestObjectTable"", ""2D54076E4ADFC4D8C2D42CA7DB07EC22"", ""Thanes Snow"")","","","","","","","True","False","0.000000","npcgeneric_bp"
VespidFlierChampSpawn,"","","","","","","","False","False","0.000000",""
VespidFlier2ChampSpawn,"","","","","","","","False","False","0.000000",""
VespidLarvaeChampSpawn,"","","","(""Fame_ItsaTrap:Task_KillHyvidLarvaeChamps"")","","","","False","False","0.000000",""
WaypointGuard,"NSLOCTEXT(""QuestObjectTable"", ""2735A11B4EEA3A156BA3CEB63D3057D6"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npcgeneric_tut_01_bp"
Yapper,"NSLOCTEXT(""QuestObjectTable"", ""5D9D6FF448B7D5609DCE7EA37B2E9EA4"", ""Yapper"")","(""A1C4Q1:Task_InteractYapper"",""A1C4Q1:Task_TurnInYapper"")","","","","","","True","False","0.000000",""
LtHix,"NSLOCTEXT(""QuestObjectTable"", ""A7286B344DA8A689F04B3FB6AE780FC7"", ""Lt. Hix, Imperial Scout"")","(""A3C3Q2:Task_InteractHix"")","","(""A3C3Q1:Task_RescueHix"")","(""A3C3Q1:Task_RescueHix"")","(""A3C3Q1:Task_GotoTown"")","","False","False","0.000000","was: npcgeneric03_bp now: npchix_bp"
Wolfram,"NSLOCTEXT(""QuestObjectTable"", ""11AE443A46C7A208F4858EAAD9990B66"", ""Wolfram"")","(""A3C2Q1:Task_InteractWolfram"",""A3C3Q1:Task_InteractWolfram"")","","","","","","True","False","0.000000","was: npcgeneric04_bp, now: npcwolfram_npc"
Goblin_FetidFungi,"NSLOCTEXT(""QuestObjectTable"", ""D696AC2842B3CE4CE37866920BF5180A"", ""Fetid Fungi"")","","","","","","","False","False","0.000000",""
DragonCannon,"NSLOCTEXT(""QuestObjectTable"", ""D94AB0584DF6A554C0733BB79DDAF118"", ""Inert Dragon Cannon"")","","","","","","","False","False","0.000000","Clickable prop for ""The Dwarven Rainbow"" quest in the Echonok Mountains Armory."
SteadfastDead,"NSLOCTEXT(""QuestObjectTable"", ""4A48812D45F5CD6290528A9E679FEE66"", ""Steadfast Dead"")","","","","","","","True","False","0.000000","gob_lootable_corpse_imperial_01_bp"
ImperialGuard_Chief,"NSLOCTEXT(""QuestObjectTable"", ""33E5145E40679242771D83B7BB624A08"", ""Chief Imperial Guard"")","","","","","","","False","False","0.000000",""
ImperialGuard_01,"NSLOCTEXT(""QuestObjectTable"", ""8E84BA4540A1160B69B1D0809D55BBF5"", ""Imperial Strategist Keller"")","","","","","","","False","False","0.000000","npcgeneric07_bp"
ImperialGuard_02,"NSLOCTEXT(""QuestObjectTable"", ""F8E8B6594CFC65F007F05E9562A39E73"", ""Sgt. Womack"")","","","","","","","False","False","0.000000","npcgeneric06_bp"
ImperialGuard_03,"NSLOCTEXT(""QuestObjectTable"", ""09F3484746A7059250E4E8ABC5FD65E7"", ""Imperial Patroller"")","","","","","","","False","False","0.000000","npcgeneric08_bp"
ImperialGuard_04,"NSLOCTEXT(""QuestObjectTable"", ""9B367AB04FCEDD719EB520800E716ABA"", ""Imperial Investigator"")","","","","","","","False","False","0.000000","npcgeneric09_bp"
ImperialGuard_05,"NSLOCTEXT(""QuestObjectTable"", ""9AFAD6634C4D017CC5A9FB9ACC2FF2A5"", ""Sgt. Justinian"")","","","","","","","False","False","0.000000","npcgeneric10_bp"
ImperialGuard_06,"NSLOCTEXT(""QuestObjectTable"", ""8A50D0E4466AE962067133B12A04703E"", ""Imperial Scout"")","","","","","","","False","False","0.000000","npcgeneric11_bp"
ImperialGuard_07,"NSLOCTEXT(""QuestObjectTable"", ""E7ED0F4F4196F3BC4DDC7A9F156F3F35"", ""Imperial Scout Castro"")","","","","","","","False","False","0.000000","npcgeneric12_bp"
ImperialGuard_08,"NSLOCTEXT(""QuestObjectTable"", ""4B3DE52D4948D5E3E9CB359BA543F27C"", ""Imperial Scout"")","","","","","","","False","False","0.000000","npcgeneric13_bp"
ImperialGuard_09,"NSLOCTEXT(""QuestObjectTable"", ""431BE0944415FE55FE768EA354E51276"", ""Imperial Scout"")","","","","","","","False","False","0.000000","npcgeneric14_bp"
ImperialGuard_10,"NSLOCTEXT(""QuestObjectTable"", ""8F3642CF4729037CC598E7A3FB05578C"", ""Imperial Scout"")","","","","","","","False","False","0.000000","npcgeneric15_bp"
Cobweb,"NSLOCTEXT(""QuestObjectTable"", ""6AECE741490BA3070DA9EBAD57AD1F27"", ""Cobweb"")","","","","","","","False","False","0.000000","cave_lootable_web_01_bp (Pesky Pests quest)"
Cobweb_Trail,"NSLOCTEXT(""QuestObjectTable"", ""F551E2E94F7487D02EF2CBA2626A740D"", ""Web Trail"")","","","","","","","False","False","0.000000","cave_lootable_webtrail_01_bp (Pesky Pests quest)"
Cocoon,"NSLOCTEXT(""QuestObjectTable"", ""1E7C9E444452BDC36B8018BC62FDA5A6"", ""Cocoon"")","","","","","","","False","False","0.000000",""
ImperialCorpse,"NSLOCTEXT(""QuestObjectTable"", ""DA3C910C486044449C011FB8BE5DB848"", ""Fallen Imperial Guard"")","(""A3C3Q2:Task_RescueTownsfolk"")","","(""Fame_ItsaTrap:Task_CollectBugJuice"")","","","","False","False","0.000000","inf_prop_imperialcorpse_01_bp"
EmberBeacon,"NSLOCTEXT(""QuestObjectTable"", ""96EEC91544DD041AE7FC9A88B43AFFAC"", ""Ember Beacon"")","","","","","","","False","False","0.000000",""
HyvidGatekeeperIF1,"NSLOCTEXT(""QuestObjectTable"", ""95D6B6EC4C2FBEB49387BDAD034BEC80"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if1_bp"
HyvidGatekeeperIF2,"NSLOCTEXT(""QuestObjectTable"", ""8FC90ABA46E5F55E63ABDC84418877A6"", ""Bugswat Pass Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if2_bp"
HyvidGatekeeperIF3,"NSLOCTEXT(""QuestObjectTable"", ""802B64B3465931297E7A0EB06BA524EB"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if3_bp"
HyvidGatekeeperIF4,"NSLOCTEXT(""QuestObjectTable"", ""A9E94A1D42EC5E1C15DD6A8F96D91F72"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if4_bp"
HyvidGatekeeperIF5,"NSLOCTEXT(""QuestObjectTable"", ""575DF1C34EAD23009A6C5F85A7DD6864"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if5_bp"
HyvidGatekeeperIF6,"NSLOCTEXT(""QuestObjectTable"", ""55725A6647EF8CFC939626823F73755B"", ""Imperial Guard"")","","","","","","","False","False","0.000000",""
GatekeeperIF3_NoCollide,"NSLOCTEXT(""QuestObjectTable"", ""93A091874B27F7013ED23E8EDCA5C735"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if3_nocollide_bp"
GatekeeperIF4_NoCollide,"NSLOCTEXT(""QuestObjectTable"", ""6A7021DD48474E5BA436A08BC0BB1321"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if4_nocollide_bp"
GatekeeperIF5_NoCollide,"NSLOCTEXT(""QuestObjectTable"", ""EB28ED364909BB8EAA1C96B16200C823"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if5_nocollide_bp"
GatekeeperIF6_NoCollide,"NSLOCTEXT(""QuestObjectTable"", ""89C3ECD845BA6500F60B2B816C657E80"", ""Imperial Guard"")","","","","","","","False","False","0.000000",""
IntelligenceAgentBray,"NSLOCTEXT(""QuestObjectTable"", ""770F3EFA4ACB247974F411B59FB172E5"", ""Intelligence Agent Bray"")","","","","","","","True","False","0.000000",""
PoisonSample,"NSLOCTEXT(""QuestObjectTable"", ""B2C1239A4457B688D18E06A162993F69"", ""Concentrated Poison Sample"")","","","","","","","False","False","0.000000",""
HyvidJuvenileGland,"NSLOCTEXT(""QuestObjectTable"", ""E6FCA65E420CB78EC9A2A688790609CA"", ""Juvenile Hyvid Gland"")","","","","","","","False","False","0.000000",""
HyvidAdultGland,"NSLOCTEXT(""QuestObjectTable"", ""A2F09C494F1CB6BF934F42BEA804192F"", ""Adult Hyvid Gland"")","","","","","","","False","False","0.000000",""
HyvidMutatedGland,"NSLOCTEXT(""QuestObjectTable"", ""A89B1ED546B75CC07D2223BDBD19E9CA"", ""Mutated Hyvid Gland"")","","","","","","","False","False","0.000000",""
EarthEmberNode,"NSLOCTEXT(""QuestObjectTable"", ""EF0DFB5640F512CAF70E4DBF0E026C29"", ""Earth Ember Deposit"")","","","","","","","False","False","0.000000",""
ImperialOutpostOccupiedThreshold,"NSLOCTEXT(""QuestObjectTable"", ""1ED282284BCE175205D377A2BE397C94"", ""Outpost"")","(""A1C1Q0:Task_TriggerIntroThreshold"")","","","","","","False","False","0.000000",""
FortPortalPad,"","","","","(""TQ_FortIntro:Task_KillBoss"")","","","False","False","0.000000","TravelPortal_Fort"
GeneralGraye_Intro,"NSLOCTEXT(""QuestObjectTable"", ""DC46F10A4617E0A9D68C0589E3710B62"", ""General Graye"")","(""A1C1Q0:Task_TalkToGeneralGraye"")","","","","","","False","False","0.000000",""
Kenik_Intro,"NSLOCTEXT(""QuestObjectTable"", ""128F65994BFD5E31ED9F41AF7B9C6E19"", ""Kenik"")","(""A1C1Q0:Task_InteractKenik"")","","","","","","False","False","0.000000","npckenik_intro_bp"
AlphaSprite,"NSLOCTEXT(""QuestObjectTable"", ""5440D5F34F706E3D1C13FFA2688D2593"", ""Alyph, Junior Explorers Alpha Cadet"")","","","","","","","False","False","0.000000",""
Trigger_IntroPortal,"NSLOCTEXT(""QuestObjectTable"", ""327C9C2E47534D253EEFB0A9B91C5BFA"", ""Portal"")","","","","(""A1C1Q0:Task_TalkToGeneralGraye"")","","","False","False","0.000000","SpawnPortalTrigger_IntroQuest"
Trigger_IntroFortPortal,"NSLOCTEXT(""QuestObjectTable"", ""012A07084B84ADE539FD578C05577F89"", ""Portal to Invaded Fort"")","","","","","","","False","False","0.000000","SpawnPortalTrigger_IntroFortQuest"
VespidSoldierChampSpawn,"","","","","","","","False","False","0.000000",""
VespidSoldierToughChampSpawn,"","","","","","","","False","False","0.000000",""
Spawner_DwarvenRainbowBoss,"","","","","","","","False","False","0.000000",""
EM_GrandGate,"NSLOCTEXT(""QuestObjectTable"", ""DF37624C4C7C35A0E535068AEBA79F21"", ""Grand Gate"")","","","","","","","False","False","0.000000",""
EM_GrandGateOpened,"NSLOCTEXT(""QuestObjectTable"", ""032933DE4CC55698335C16B485E7293F"", ""Grand Gate"")","","","","","","","False","False","0.000000",""
ElectroConverter,"NSLOCTEXT(""QuestObjectTable"", ""EC89A6A14295282FAB54349238CECD56"", ""Electro-Converter"")","(""A3C3Q2:Task_DestroyConverter"")","","","","","","False","False","0.000000","gbl_prop_powerconduit_01c_bp"
EM_DwarvenCodex,"NSLOCTEXT(""QuestObjectTable"", ""91A22F92470B1413524CE28D1B90A24C"", ""Dwarven Codex"")","(""A3C1Q2:Task_InteractCodex"")","","","","","","False","False","0.000000",""
EM_EmberGenerator,"NSLOCTEXT(""QuestObjectTable"", ""EE879CA84C0B3552959F9EB6D378E6B9"", ""Ember Generator"")","","","","","","","False","False","0.000000",""
EM_BustFlamebeard,"NSLOCTEXT(""QuestObjectTable"", ""79849465431FED486B31D6BFBA7D53B0"", ""Bust of Flamebeard"")","","","","","","","False","False","0.000000",""
EM_ExposedPanel,"NSLOCTEXT(""QuestObjectTable"", ""A0CA555F43372FC03E475F95F2F88C84"", ""Exposed Panel"")","","","","","","","False","False","0.000000",""
Spawner_Rescavenge,"","","","","","","","False","False","0.000000","Spawn boss: (VolturaBomber_Story_Boss) Trinket-Taker."
ClenseTheCavePortalSource,"NSLOCTEXT(""QuestObjectTable"", ""1823E7FB4CEC180EE6DE2A8D4F5911FF"", ""Portal"")","","","","","","","False","False","0.000000",""
RiderDiePortalSource,"NSLOCTEXT(""QuestObjectTable"", ""CA9C7D074270BC5EEE37E9A8BA44E6F8"", ""Portal"")","","","","","","","False","False","0.000000",""
RoidRagePortalSource,"NSLOCTEXT(""QuestObjectTable"", ""1C448EA94069852066854CB2EBAB5635"", ""Portal"")","","","","","","","False","False","0.000000",""
Chest_Boss,"NSLOCTEXT(""QuestObjectTable"", ""B471D0834DCAA0C5D0C07E8F34CB8339"", ""Cursed Chest"")","","","","","","","False","False","0.000000","DQ_CursedCoin"
PhixBlacksmith,"NSLOCTEXT(""QuestObjectTable"", ""B9DD193E442D203B6117FEA4BB904164"", ""Phix the Blacksmith"")","","","","","","","False","False","0.000000",""
Gadfly,"NSLOCTEXT(""QuestObjectTable"", ""BB79320A41B08690C07B7094E8CBBF32"", ""Officer Gadfly"")","","","","","","","False","False","0.000000","npcgeneric16_bp"
BaitAltar,"NSLOCTEXT(""QuestObjectTable"", ""210439234BF88FA155BCD2832A8CE478"", ""Bait Altar"")","","","","","","","False","False","0.000000",""
Boat_Goblin,"NSLOCTEXT(""QuestObjectTable"", ""6BA336654EB9DCF4A7FB3CBAD5518C43"", ""Goblin Trading Boat"")","","","","","","","False","False","0.000000",""
Graffiti,"NSLOCTEXT(""QuestObjectTable"", ""55D2FE364A7A5A00E81D34A09510A899"", ""Graffiti"")","","","","","","","False","False","0.000000",""
LarvaeTrap,"NSLOCTEXT(""QuestObjectTable"", ""EED5167741F50B3BE36A498741E9DBDD"", ""Larvae Trap"")","","","","","","","False","False","0.000000",""
FallenScout,"NSLOCTEXT(""QuestObjectTable"", ""AE12C3EE4A2936AA7CB6DFB5830661B5"", ""Fallen Scout"")","","","","","","","False","False","0.000000",""
Footprints,"NSLOCTEXT(""QuestObjectTable"", ""ED0E29A040225EF73926928E524FB614"", ""Footprints"")","","","","","","","False","False","0.000000",""
GoblinLivestock,"NSLOCTEXT(""QuestObjectTable"", ""DF5DE8A64C314C32BA229FBEDF39AB61"", ""Goblin Livestock"")","","","","","","","False","False","0.000000",""
Hobbs,"NSLOCTEXT(""QuestObjectTable"", ""540C2FE54DA2D2B5719D8C8341E78E01"", ""Officer Hobbs"")","","","","","","","False","False","0.000000","npcgeneric17_bp"
QuestSpawner_Champ_HyvidGuardians,"","","","","","","","False","False","0.000000",""
NetherimRift,"NSLOCTEXT(""QuestObjectTable"", ""2893C0524245023BEB69EFA994B0958B"", ""Netherim Rift"")","","","","","","","False","False","0.000000","gbl_prop_netherimrift_01_bp"
ImprisonedGuard,"NSLOCTEXT(""QuestObjectTable"", ""7D38EF1A42A36C7CC0E9C189274682FC"", ""Imprisoned Guard"")","","","","","","","False","False","0.000000","gob_prop_goblincage_02_bp"
ImprisonedGuardLocked,"NSLOCTEXT(""QuestObjectTable"", ""59F9AD964EAF9E7F361373B28A0CAB0E"", ""Imprisoned Guard"")","","","","","","","False","False","0.000000","gob_prop_goblincage_02_locked_bp"
BossPetCage_RedDragonlingReward,"NSLOCTEXT(""QuestObjectTable"", ""B1B2BC8949FCA374677F849CF41047AE"", ""Caged Red Dragonling"")","(""TUT_PetRescue:Task_RescuePet"")","","","(""TUT_PetRescue:Task_SeeBoss"")","","","False","False","0.000000",""
GoblinDecoy,"NSLOCTEXT(""QuestObjectTable"", ""046CD5AB4913B0DBB79D1087C48AFAE7"", ""Goblin Decoy"")","","","","","","","False","False","0.000000",""
Trigger_Boat_Shipment,"NSLOCTEXT(""QuestObjectTable"", ""A95C12624D141D70ECB27AA073CE2287"", ""Shipment"")","","","","","","","False","False","0.000000","gob_triggersphere_quest_boatshipment_bp"
Spawner_GoblinBruteChampion,"","","","","","","","False","False","0.000000",""
Spawner_GoblinChamps,"","","","","","","","False","False","0.000000",""
Spawner_Netherim_Champs,"","","","","","","","False","False","0.000000",""
FameQuestGiver_GF1,"NSLOCTEXT(""QuestObjectTable"", ""49336ECB4540003BA15FD089DC8F6929"", ""Imperial Assignments Board"")","","(""Fame_LostandFound"",""Fame_SendingaMessage"",""Fame_SpilledSecret"")","","","","","True","False","0.000000",""
FameQuestGiver_GF2,"NSLOCTEXT(""QuestObjectTable"", ""0F3EEE214E79233F2165A39AB4EB30A9"", ""Imperial Assignments Board"")","","(""Fame_Uncaged"",""Fame_MineTip"",""Fame_MurkyOrigins"")","","","","","False","False","0.000000",""
FameQuestGiver_GF3,"NSLOCTEXT(""QuestObjectTable"", ""75D725BA4C69B34245E3958EC844408F"", ""Imperial Assignments Board"")","","(""Fame_BrambleWrangle"",""Fame_PuttoRest"",""Fame_PretendThatWereDead"")","","","","","False","False","0.000000",""
FameQuestGiver_GF4,"NSLOCTEXT(""QuestObjectTable"", ""9EE6D1C246FE6FC14EB3279E76515D3C"", ""Imperial Assignments Board"")","","(""Fame_LeaveNoStoneUnturned"",""Fame_PinInterest"",""Fame_CleansetheCave"")","","","","","False","False","0.000000",""
FameQuestGiver_GF5,"NSLOCTEXT(""QuestObjectTable"", ""ABF7473942BCA220B2D207885C54C28B"", ""Imperial Assignments Board"")","","(""Fame_DanceLikeYoureOnFire"",""Fame_ChewyStewy"",""Fame_RottenExtraction"")","","","","","False","False","0.000000",""
FameQuestGiver_GF6,"NSLOCTEXT(""QuestObjectTable"", ""C46E6C9840842FE116A76B9EB1471813"", ""Imperial Assignments Board"")","","(""Fame_Netherpurge"",""Fame_Jawsome"",""Fame_RiderDie"")","","","","","False","False","0.000000",""
FameQuestGiver_IF1,"NSLOCTEXT(""QuestObjectTable"", ""5C17EBF6443B2079B86F258AB0F73FAE"", ""Imperial Assignments Board"")","","(""Fame_ActiveDefense"",""Fame_EggcelentDestruction"",""Fame_MuskyBusiness"")","","","","","False","False","0.000000",""
FameQuestGiver_IF2,"NSLOCTEXT(""QuestObjectTable"", ""3FEBB82F4B3AF45C077278B5FDF312D3"", ""Imperial Assignments Board"")","","(""Fame_SwatPatrol"",""Fame_CrystalMath"",""Fame_PoisonControl"")","","","","","False","False","0.000000",""
FameQuestGiver_IF3,"NSLOCTEXT(""QuestObjectTable"", ""D65DE89945E3B4BB15CA9684F67EE11B"", ""Imperial Assignments Board"")","","(""Fame_GetOffMyLawn"",""Fame_ShroomRun"",""Fame_KrronkGotBig"")","","","","","False","False","0.000000",""
FameQuestGiver_IF4,"NSLOCTEXT(""QuestObjectTable"", ""884550F14C813F5DE14DBBB0FA4F0B52"", ""Imperial Assignments Board"")","","(""Fame_RevengeRun"",""Fame_ItsaTrap"",""Fame_BugStomp"")","","","","","False","False","0.000000",""
FameQuestGiver_IF5,"NSLOCTEXT(""QuestObjectTable"", ""BE418C5F4E9824C3EC9B9CB110301A26"", ""Imperial Assignments Board"")","","(""Fame_OnGuard"",""Fame_ChampionHunter"",""Fame_WhattheFrack"")","","","","","False","False","0.000000",""
