---,Type,ParameterName,Level,bIsPaid,bFeatured,RewardRecipe1,RewardRecipe2,RewardRecipe3,RewardRecipe4,RewardRecipe5,RewardRecipe6,Notes
AdventurerContract_30,"Contract","AdventurerContract","30","False","False","(RowName=""FortDecoUnlockItem_Rare_GoblinShrine_01"")","(RowName=""FortDecoUnlockItem_Magic_Gcave_entrance_02"")","(RowName=""FortDecoUnlockItem_Rare_Gcave_totemcolumn_02"")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerContract_31,"Contract","AdventurerContract","31","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerContract_32,"Contract","AdventurerContract","32","False","False","(RowName=""FortWardrobeUnlockItem_RM_Ship_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerContract_33,"Contract","AdventurerContract","33","False","False","(RowName=""Bundle_Gear_RareMin"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerContract_34,"Contract","AdventurerContract","34","False","False","(RowName=""FortWardrobeUnlockItem_RM_Clock_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerContract_35,"Contract","AdventurerContract","35","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerContract_36,"Contract","AdventurerContract","36","False","False","(RowName=""EnchantingUnlock_Enhanced1HRanged"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerContract_37,"Contract","AdventurerContract","37","False","False","(RowName=""MapScroll_Legendary_Gear"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerContract_38,"Contract","AdventurerContract","38","False","False","(RowName=""FortDecoUnlockItem_Legendary_Statue_ManaGuardian"")","(RowName=""FortDecoUnlockItem_Magic_LampPost_Imperial_01"")","(RowName=""FortDecoUnlockItem_Magic_Banner_Imperial_01"")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerContract_39,"Contract","AdventurerContract","39","False","False","(RowName=""StashSlot"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerContract_40,"Contract","AdventurerContract","40","False","False","(RowName=""Bundle_Gear_RareMin"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerLooping_1,"Contract","AdventurerContract","41","False","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerLooping_2,"Contract","AdventurerContract","42","False","False","(RowName=""Bundle_Gear_MagicMin_3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerLooping_3,"Contract","AdventurerContract","43","False","False","(RowName=""EnchantingBundle_Essence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerLooping_4,"Contract","AdventurerContract","44","False","False","(RowName=""FortDecoUnlockItem_Random_Adventurer"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerLooping_5,"Contract","AdventurerContract","45","False","False","(RowName=""Bundle_Gear_MagicMin_3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerLooping_6,"Contract","AdventurerContract","46","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerLooping_7,"Contract","AdventurerContract","47","False","False","(RowName=""Bundle_Gear_RareMin"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerLooping_8,"Contract","AdventurerContract","48","False","False","(RowName=""MapScroll_Rare_Gear"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerLooping_9,"Contract","AdventurerContract","49","False","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
AdventurerLooping_10,"Contract","AdventurerContract","50","False","False","(RowName=""FortDecoUnlockItem_Random_Adventurer"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_1,"Contract","CraftsmanContract","1","False","False","(RowName=""EnchantingBundle_Essence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_2,"Contract","CraftsmanContract","2","False","False","(RowName=""EnchantingUnlock_HotorCold1H"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_3,"Contract","CraftsmanContract","3","False","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_4,"Contract","CraftsmanContract","4","False","False","(RowName=""FortDecoUnlockItem_Rare_Gcave_minecart_02"")","(RowName=""FortDecoUnlockItem_Magic_Gcave_dome_01"")","(RowName=""FortDecoUnlockItem_Magic_Gcave_minecart_01"")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_5,"Contract","CraftsmanContract","5","False","False","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_6,"Contract","CraftsmanContract","6","False","False","(RowName=""EnchantingUnlock_HyvidMediumArmor"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_7,"Contract","CraftsmanContract","7","False","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_8,"Contract","CraftsmanContract","8","False","False","(RowName=""FortWardrobeUnlockItem_RM_Wooden_01"")","(RowName=""FortWardrobeUnlockItem_FG_Common_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_9,"Contract","CraftsmanContract","9","False","False","(RowName=""EnchantingBundle_Essence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_10,"Contract","CraftsmanContract","10","False","False","(RowName=""EnchantingUnlock_ElectricFreezePet"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_11,"Contract","CraftsmanContract","11","False","False","(RowName=""Bundle_Gear_MagicMin_3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_12,"Contract","CraftsmanContract","12","False","False","(RowName=""FortDecoUnlockItem_Legendary_VespidExhibit"")","(RowName=""FortDecoUnlockItem_Magic_Gcave_carvedrocks_01"")","(RowName=""FortDecoUnlockItem_Magic_Campfire_CookPot_Gob_02"")","(RowName=""FortDecoUnlockItem_Magic_Rug_ImperialOutpost_02"")","(RowName="""")","(RowName="""")",""
CraftsmanContract_13,"Contract","CraftsmanContract","13","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_14,"Contract","CraftsmanContract","14","False","False","(RowName=""FortWardrobeUnlockItem_SS_Teeth_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_15,"Contract","CraftsmanContract","15","False","False","(RowName=""Bundle_Gear_RareMin"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_16,"Contract","CraftsmanContract","16","False","False","(RowName=""FortWardrobeUnlockItem_FG_Wooden_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_17,"Contract","CraftsmanContract","17","False","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_18,"Contract","CraftsmanContract","18","False","False","(RowName=""Pet_Chakawary_White"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_19,"Contract","CraftsmanContract","19","False","False","(RowName=""FortDecoUnlockItem_Magic_Cauldron_Goblin"")","(RowName=""FortDecoUnlockItem_Rare_Well_03"")","(RowName=""FortDecoUnlockItem_Rare_ITU_Tent_02"")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_20,"Contract","CraftsmanContract","20","False","False","(RowName=""EnchantingUnlock_FlameorFreeze1HRanged"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_21,"Contract","CraftsmanContract","21","False","False","(RowName=""EnchantingBundle_Essence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_22,"Contract","CraftsmanContract","22","False","False","(RowName=""FortWardrobeUnlockItem_SS_Plant_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_23,"Contract","CraftsmanContract","23","False","False","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_24,"Contract","CraftsmanContract","24","False","False","(RowName=""EnchantingUnlock_ShockAndAweRanged"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_25,"Contract","CraftsmanContract","25","False","False","(RowName=""Bundle_Gear_MagicMin_3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_26,"Contract","CraftsmanContract","26","False","False","(RowName=""FortDecoUnlockItem_Legendary_MapWorksProp"")","(RowName=""FortDecoUnlockItem_Magic_LampPost"")","(RowName=""FortDecoUnlockItem_Rare_ITU_Globe_01"")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_27,"Contract","CraftsmanContract","27","False","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_28,"Contract","CraftsmanContract","28","False","False","(RowName=""FortWardrobeUnlockItem_SS_Common_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_29,"Contract","CraftsmanContract","29","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_30,"Contract","CraftsmanContract","30","False","False","(RowName=""EnchantingUnlock_HotorCold1HRanged"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_31,"Contract","CraftsmanContract","31","False","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_32,"Contract","CraftsmanContract","32","False","False","(RowName=""FortWardrobeUnlockItem_DM_Ship_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_33,"Contract","CraftsmanContract","33","False","False","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_34,"Contract","CraftsmanContract","34","False","False","(RowName=""EnchantingUnlock_DefenderBonusOffhand"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_35,"Contract","CraftsmanContract","35","False","False","(RowName=""Bundle_Gear_RareMin"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_36,"Contract","CraftsmanContract","36","False","False","(RowName=""FortDecoUnlockItem_Legendary_ITU_wagon_01"")","(RowName=""FortDecoUnlockItem_Magic_Wagon_Broken_Gobbf_Upright"")","(RowName=""FortDecoUnlockItem_Magic_Telescope_01"")","(RowName=""FortDecoUnlockItem_Rare_ITU_MusicSet_01"")","(RowName="""")","(RowName="""")",""
CraftsmanContract_37,"Contract","CraftsmanContract","37","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_38,"Contract","CraftsmanContract","38","False","False","(RowName=""FortWardrobeUnlockItem_SS_Ship_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_39,"Contract","CraftsmanContract","39","False","False","(RowName=""StashSlot"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanContract_40,"Contract","CraftsmanContract","40","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanLooping_1,"Contract","CraftsmanContract","41","False","False","(RowName=""Bundle_Gear_MagicMin_3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanLooping_2,"Contract","CraftsmanContract","42","False","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanLooping_3,"Contract","CraftsmanContract","43","False","False","(RowName=""EnchantingBundle_Essence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanLooping_4,"Contract","CraftsmanContract","44","False","False","(RowName=""Bundle_Gear_RareMin"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanLooping_5,"Contract","CraftsmanContract","45","False","False","(RowName=""FortDecoUnlockItem_Random_Craftsman"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanLooping_6,"Contract","CraftsmanContract","46","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanLooping_7,"Contract","CraftsmanContract","47","False","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanLooping_8,"Contract","CraftsmanContract","48","False","False","(RowName=""MapScroll_Rare_Harvest"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanLooping_9,"Contract","CraftsmanContract","49","False","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CraftsmanLooping_10,"Contract","CraftsmanContract","50","False","False","(RowName=""FortDecoUnlockItem_Random_Craftsman"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_1,"Contract","HomesteaderContract","1","False","False","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_2,"Contract","HomesteaderContract","2","False","False","(RowName=""FortWardrobeUnlockItem_SS_Wooden_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_3,"Contract","HomesteaderContract","3","False","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_4,"Contract","HomesteaderContract","4","False","False","(RowName=""FortWardrobeUnlockItem_DM_Common_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_5,"Contract","HomesteaderContract","5","False","False","(RowName=""Bundle_Gear_MagicMin_3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_6,"Contract","HomesteaderContract","6","False","False","(RowName=""EnchantingUnlock_ShockandAwe2H"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_7,"Contract","HomesteaderContract","7","False","False","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_8,"Contract","HomesteaderContract","8","False","False","(RowName=""FortDecoUnlockItem_Magic_CrateCrystals_01"")","(RowName=""FortDecoUnlockItem_Magic_Tent_White_01"")","(RowName=""FortDecoUnlockItem_Magic_Tree_Evergreen_01"")","(RowName=""FortDecoUnlockItem_Rare_Fireplace_01"")","(RowName="""")","(RowName="""")",""
HomesteaderContract_9,"Contract","HomesteaderContract","9","False","False","(RowName=""Bundle_Gear_MagicMin_3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_10,"Contract","HomesteaderContract","10","False","False","(RowName=""Pet_Cat_Siamese"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_11,"Contract","HomesteaderContract","11","False","False","(RowName=""FortDecoUnlockItem_Rare_GoblinAltar_01"")","(RowName=""FortDecoUnlockItem_Magic_Tree_Stump_Goblin_01"")","(RowName=""FortDecoUnlockItem_Magic_Wagon_Broken_Gobbf_Fallen"")","(RowName=""FortDecoUnlockItem_Rare_EmberCrystals_02"")","(RowName="""")","(RowName="""")",""
HomesteaderContract_12,"Contract","HomesteaderContract","12","False","False","(RowName=""FortWardrobeUnlockItem_RM_Plant_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_13,"Contract","HomesteaderContract","13","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_14,"Contract","HomesteaderContract","14","False","False","(RowName=""EnchantingUnlock_GoblinMediumArmor"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_15,"Contract","HomesteaderContract","15","False","False","(RowName=""Bundle_Gear_RareMin"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_16,"Contract","HomesteaderContract","16","False","False","(RowName=""FortDecoUnlockItem_Rare_GoblinWatermill_01"")","(RowName=""FortDecoUnlockItem_Rare_Machine"")","(RowName=""FortDecoUnlockItem_Magic_Gobrr_fishingpile_01"")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_17,"Contract","HomesteaderContract","17","False","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_18,"Contract","HomesteaderContract","18","False","False","(RowName=""EnchantingUnlock_ElementalBonusOffhand"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_19,"Contract","HomesteaderContract","19","False","False","(RowName=""MapScroll_Legendary_Gold"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_20,"Contract","HomesteaderContract","20","False","False","(RowName=""FortWardrobeUnlockItem_FG_Gears_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_21,"Contract","HomesteaderContract","21","False","False","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_22,"Contract","HomesteaderContract","22","False","False","(RowName=""FortDecoUnlockItem_Legendary_ChickenCoop_02"")","(RowName=""FortDecoUnlockItem_Magic_GroundHatch"")","(RowName=""FortDecoUnlockItem_Rare_Lamp_Street_02"")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_23,"Contract","HomesteaderContract","23","False","False","(RowName=""StashSlot"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_24,"Contract","HomesteaderContract","24","False","False","(RowName=""Pet_Eagle_Bald"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_25,"Contract","HomesteaderContract","25","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_26,"Contract","HomesteaderContract","26","False","False","(RowName=""FortDecoUnlockItem_Legendary_CampaignMap"")","(RowName=""FortDecoUnlockItem_Magic_ITU_Wall_Wood_01"")","(RowName=""FortDecoUnlockItem_Rare_ITU_Firepit_01"")","(RowName=""FortDecoUnlockItem_Magic_ITU_Bathtub_01"")","(RowName="""")","(RowName="""")",""
HomesteaderContract_27,"Contract","HomesteaderContract","27","False","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_28,"Contract","HomesteaderContract","28","False","False","(RowName=""EnchantingUnlock_NoxiousBurnPet"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_29,"Contract","HomesteaderContract","29","False","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_30,"Contract","HomesteaderContract","30","False","False","(RowName=""FortDecoUnlockItem_Rare_Table_Wood_Runner_01"")","(RowName=""FortDecoUnlockItem_Rare_ITU_CrowsNest_01"")","(RowName=""FortDecoUnlockItem_Magic_Wall_WoodMoss_01"")","(RowName=""FortDecoUnlockItem_Legendary_ITU_Hearth_01"")","(RowName="""")","(RowName="""")",""
