---,AffixText,AffixTextDescription,bRequiresAreas,RowType,NoPickWeight,EntryType1,Entry1,EntryTags1,WeightOrCount1,RequireQuest1,EntryType2,Entry2,EntryTags2,WeightOrCount2,RequireQuest2,EntryType3,Entry3,EntryTags3,WeightOrCount3,RequireQuest3,EntryType4,Entry4,EntryTags4,WeightOrCount4,RequireQuest4,EntryType5,Entry5,EntryTags5,WeightOrCount5,RequireQuest5,EntryType6,Entry6,EntryTags6,WeightOrCount6,RequireQuest6,EntryType7,Entry7,EntryTags7,WeightOrCount7,RequireQuest7,EntryType8,Entry8,EntryTags8,WeightOrCount8,RequireQuest8,DataCurves,Weight,OwnedGameplayTags,DungeonRequireAllTags,DungeonRequireAnyTags,DungeonExcludeAnyTags,Entries,Notes
SharedChanges_Phase,"","","False","All","0","GotoRow","Hardcore","(GameplayTags=)","1","","AdjustLevel","1","(GameplayTags=)","1","","SetProperty","bLifeBoundItemsOnly|true","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
SpeedRun1,"","","False","All","0","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
AdjustLevels,"","","True","PerArea","0","None","","(GameplayTags=)","0","","AdjustLevel","1","(GameplayTags=)","1","","AdjustLevel","2","(GameplayTags=)","1","","AdjustLevel","3","(GameplayTags=)","1","","AdjustLevel","3","(GameplayTags=)","1","","AdjustLevel","3","(GameplayTags=)","1","","AdjustLevel","3","(GameplayTags=)","1","","AdjustLevel","3","(GameplayTags=)","1","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None,None,None,None,None,None,None,None)",""
AddAffixes_Global,"","","True","All","0","AddMonsterAffixByTags","Area.Affix","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None)",""
AddAffixes_GoblinForest,"","","True","Pick","0","AddMonsterAffixByTags","Area.Affix","(GameplayTags=)","1","","AddMonsterAffixByTags","Area.Affix;Region.GoblinIsle.GoblinForest","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None,None)",""
AddAffixes_HyvidForest,"","","True","Pick","0","AddMonsterAffixByTags","Area.Affix","(GameplayTags=)","1","","AddMonsterAffixByTags","Area.Affix;Region.GoblinIsle.InfestedForest","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None,None)",""
AddAffixes_EchonokMountains,"","","True","Pick","0","AddMonsterAffixByTags","Area.Affix","(GameplayTags=)","1","","AddMonsterAffixByTags","Area.Affix;Region.RedHavenCoast.EchonokMountains","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None,None)",""
ItemLevelBoost,"NSLOCTEXT(""MapWorksTable"", ""ADBC4C9B4D20DA00F38F5CAA40A833D3"", ""+1 Item Level"")","","True","All","0","SetProperty","ItemLevelBonus|1","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None)",""
Hardcore,"NSLOCTEXT(""MapWorksTable"", ""E849833B471C1C2A6D35F3AC25A1A1CB"", ""Revive in Town or previous area"")","","True","All","0","SetProperty","bReviveInTown|true","(GameplayTags=)","1","","GotoRow","DisablePortal","(GameplayTags=)","1","","SetProperty","bCanReviveInPreviousArea|true","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None,None)",""
AreaSize_Epic,"","","True","PerArea","0","SetProperty","AreaSize|2","(GameplayTags=)","1","","SetProperty","AreaSize|3","(GameplayTags=)","1","","SetProperty","AreaSize|4","(GameplayTags=)","1","","SetProperty","AreaSize|4","(GameplayTags=)","1","","SetProperty","AreaSize|4","(GameplayTags=)","1","","SetProperty","AreaSize|4","(GameplayTags=)","1","","SetProperty","AreaSize|4","(GameplayTags=)","1","","SetProperty","AreaSize|4","(GameplayTags=)","1","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None,None,None,None,None,None,None,None)",""
DisablePortal,"","","True","All","0","SetGameplayTagContainer","DisallowedSkillTags|Skill.Portal","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None)",""
FortDungeon,"","","True","All","0","SetProperty","ItemTags|((GameplayTags=((TagName=""Item.Currency.FortMapworksChampToken""))))","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None)",""
ItemLuck_Magic,"NSLOCTEXT(""MapWorksTable"", ""FDC074084345DBEB111996A1FB1D6DCA"", ""+10% Bonus Gear Luck"")","","True","All","0","SetProbabilisticGameplayTag","LootLuck|Item.Gear=.1","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None)",""
GoldLuck_Magic,"NSLOCTEXT(""MapWorksTable"", ""82FC9EB44DE2F214B65E52A89922B17E"", ""+10% Bonus Gold Luck"")","","True","All","0","SetProbabilisticGameplayTag","LootLuck|Currency.Gold=.1","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None)",""
ItemLuck_Common,"NSLOCTEXT(""MapWorksTable"", ""AF77B01B44293891038FB0AE903810CF"", ""+5% Bonus Gear Luck"")","","True","All","0","SetProbabilisticGameplayTag","LootLuck|Item.Gear=.05","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None)",""
GoldLuck_Common,"NSLOCTEXT(""MapWorksTable"", ""B197ED4F4F65C1B6DE52208621A006A0"", ""+5% Bonus Gold Luck"")","","True","All","0","SetProbabilisticGameplayTag","LootLuck|Currency.Gold=.05","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None)",""
ItemLuck_Rare,"NSLOCTEXT(""MapWorksTable"", ""607128F742AEE63FA7284E9BA40810AB"", ""+30% Bonus Gear Luck"")","","True","All","0","SetProbabilisticGameplayTag","LootLuck|Item.Gear=.3","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None)",""
GoldLuck_Rare,"NSLOCTEXT(""MapWorksTable"", ""E576395F443C0C622D0F12A94A805DAF"", ""+30% Bonus Gold Luck"")","","True","All","0","SetProbabilisticGameplayTag","LootLuck|Currency.Gold=.3","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None)",""
ItemLuck_Legendary,"NSLOCTEXT(""MapWorksTable"", ""F5ACB03B456D803DC93DB986A5C4C22F"", ""+50% Bonus Gear Luck"")","","True","All","0","SetProbabilisticGameplayTag","LootLuck|Item.Gear=.5","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None)",""
GoldLuck_Legendary,"NSLOCTEXT(""MapWorksTable"", ""57F73C7B4F730225A9AB96B33648F45D"", ""+50% Bonus Gold Luck"")","","True","All","0","SetProbabilisticGameplayTag","LootLuck|Currency.Gold=.5","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None)",""
Intro_Fort,"","","False","All","0","AddAreaChain","PlayerFort","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None)",""
Quest_Dogjockey,"","","True","All","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Goblins.Dogjockey","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Quest_Witch,"","","True","All","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Skeletons.Witch","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Quest_Kronch,"","","True","All","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Skeletons.Kronch;QuestPool.Netherim.Kronch","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Quest_Frackmaster2000,"","","True","All","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Automatons.Frackmaster2000;QuestPool.Spiders.Frackmaster2000","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Quest_Syzygyx,"","","True","All","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Hyvid","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Quest_Spinderella,"","","True","All","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Spiders.Spinderella","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Quest_Overcharger,"","","True","All","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Automatons.Overcharger","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Quest_Hexx,"","","True","All","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Netherim.Hexx;QuestPool.Spiders.Hexx","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Quest_Goblins,"","","True","PerArea","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Goblins","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Quest_Hyvid,"","","True","PerArea","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Hyvid","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Quest_Skeletons,"","","True","PerArea","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Skeletons","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Quest_Netherim,"","","True","PerArea","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Netherim","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Quest_Voltura,"","","True","PerArea","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Voltura","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Quest_Spiders,"","","True","PerArea","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Spiders","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Quest_Automatons,"","","True","PerArea","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Automatons","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Quest_Strongtusk,"","","True","PerArea","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Goblins","(GameplayTags=)","1","","SetGameplayTagContainer","QuestPoolTags|QuestPool.Boss.Strongtusk","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Quest_Wideload,"","","True","PerArea","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Goblins;QuestPool.Netherim","(GameplayTags=)","1","","SetGameplayTagContainer","QuestPoolTags|QuestPool.Boss.Wideload","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Quest_Thunderthighs,"","","True","PerArea","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Goblins","(GameplayTags=)","1","","SetGameplayTagContainer","QuestPoolTags|QuestPool.Boss.Thunderthighs","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Quest_Shriekbeak,"","","True","PerArea","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Skeletons;QuestPool.Spiders","(GameplayTags=)","1","","SetGameplayTagContainer","QuestPoolTags|QuestPool.Boss.Shriekbeak","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Quest_Krronk,"","","True","PerArea","0","SetGameplayTagContainer","QuestPoolTags|QuestPool.Hyvid","(GameplayTags=)","1","","SetGameplayTagContainer","QuestPoolTags|QuestPool.Boss.Krronk","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
