---,DisplayName,Description,DescriptionLong,FlavorText,EmberWeaponData,OffHandWeaponToEquip,bUseAffixWithName,SlotForSkillDescription,MinLevel,MaxLevel,DropWeight,GoldValue,ItemWardrobe,bCanBeDyed,DyeRow,GameplayTags,AffixAnyTags,AffixAllTags,AffixSpawnRowName,ItemQuality,LootContent,LootContentRecipe,DamageType,Spoke,PlayerClass,AnimSlotPrefix,AnimSlotSuffix,bIsTwoHanded,bCanSell,bCanDestroy,bCanBeUsed,bIgnoreLevel,bIgnoreSpoke,AttackSpeedIndex,bIsStatStick,PickupAction,PickUpTraitString,MaxStackSize,IconOverride,ItemClass,Notes
Armour_Global_Boots_Normal_Newbie_01,"NSLOCTEXT(""ItemsTable"", ""CB1FC9F644E5BBA9E9FC83B27D10FBE4"", ""Ragged Footwraps"")","","","","(RowName="""")","(RowName="""")","False","None","0.000000","0.000000","0","0.000000","T1_Starter_Boots","True","(RowName=""Rags"")","Item.Armour.Boots","Affix.Defense.Physical","Item.Armour.Boots","Armor_Starter_Medium","Normal","(RowName="""")","None","Element.Physical","Region.GoblinIsle.GoblinForest","Character.Player.DuskMage;Character.Player.Railman;Character.Player.Sharpshooter","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Boots_Normal_Physical_01,"NSLOCTEXT(""ItemsTable"", ""71F1D23E4E0A13E465086CAEF09F7F3F"", ""Flimsy Shoes"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","8.000000","T1_Iconic_Boots","True","(RowName="""")","Region.Global;Item.Armour.Boots;Element.Physical","Affix.Defense.Physical","Item.Armour.Boots","Armor_Normal","Normal","(RowName="""")","None","Element.Physical","None","Character.Player.DuskMage;Character.Player.Railman","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Boots_Normal_Physical_LifeBound_01,"NSLOCTEXT(""ItemsTable"", ""428FBBA9404A72FFB9B3AFB30751FAFF"", ""Phasic Flimsy Shoes"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","8.000000","T1_Iconic_Boots","True","(RowName="""")","Region.Global;Item.Phased;Item.Armour.Boots;Element.Physical","Affix.Defense.Physical","Item.Armour.Boots","Armor_Normal_LifeBound","Normal","(RowName="""")","None","Element.Physical","None","Character.Player.DuskMage;Character.Player.Railman","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Boots_Rare_Physical_01,"NSLOCTEXT(""ItemsTable"", ""A40F45E44C7E8654AD80199A94EC8C4C"", ""Boots"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T3_Iconic_Boots","True","(RowName="""")","Region.Global;Item.Armour.Boots;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Hitpoints.Regen","Item.Armour.Boots","Armor_Rare","Rare","(RowName="""")","None","Element.Physical","None","Character.Player.DuskMage;Character.Player.Railman","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Boots_Rare_Physical_LifeBound_01,"NSLOCTEXT(""ItemsTable"", ""647498A940D824994C5F99BBCD1159FC"", ""Boots"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T3_Iconic_Boots","True","(RowName="""")","Region.Global;Item.Phased;Item.Armour.Boots;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Hitpoints.Regen","Item.Armour.Boots","Armor_Rare_LifeBound","Rare","(RowName="""")","None","Element.Physical","None","Character.Player.DuskMage;Character.Player.Railman","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Chest_Legendary_CommonDM_01,"NSLOCTEXT(""ItemsTable"", ""38F6D47C420D0F0CFF15F3AD1F4CBA1C"", ""Celestial Cuirass"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Common_Chest_DM","True","(RowName=""CommonChaseDM"")","Region.Global;Item.Armour.Chest","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Hitpoints.Bonus","Item.Armour.Chest","Armor_Legendary","Legendary","(RowName="""")","None","Element.Physical","None","Character.Player.DuskMage","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Chest_Legendary_CommonRM_01,"NSLOCTEXT(""ItemsTable"", ""AF5A7D7B4214D370482E3D82C5290015"", ""Celestial Cuirass"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Common_Chest_RM","True","(RowName=""CommonChaseRM"")","Region.Global;Item.Armour.Chest","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Hitpoints.Bonus","Item.Armour.Chest","Armor_Legendary","Legendary","(RowName="""")","None","Element.Physical","None","Character.Player.Railman","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Chest_Legendary_CommonSS_01,"NSLOCTEXT(""ItemsTable"", ""AF5A7D7B4214D370482E3D82C5290015"", ""Celestial Cuirass"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Common_Chest_SS","True","(RowName=""CommonChaseSS"")","Region.Global;Item.Armour.Chest","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Hitpoints.Bonus","Item.Armour.Chest","Armor_Legendary","Legendary","(RowName="""")","None","Element.Physical","None","Character.Player.Sharpshooter","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Chest_Magic_Physical_01,"NSLOCTEXT(""ItemsTable"", ""9328C55B45788A65CCE604BD93615EC6"", ""Reinforced Armor"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","30.000000","T2_Industrial_Chest","True","(RowName="""")","Region.Global;Item.Armour.Chest;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Hitpoints.Bonus","Item.Armour.Chest","Armor_Magic","Magic","(RowName="""")","None","Element.Physical","None","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Chest_Magic_Physical_LifeBound_01,"NSLOCTEXT(""ItemsTable"", ""151EE8AA4D440A24683FD4BC0ED6E56F"", ""Phasic Reinforced Armor"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","30.000000","T2_Industrial_Chest","True","(RowName="""")","Region.Global;Item.Phased;Item.Armour.Chest;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Hitpoints.Bonus","Item.Armour.Chest","Armor_Magic_LifeBound","Magic","(RowName="""")","None","Element.Physical","None","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Chest_Magic_HPBonus_01,"NSLOCTEXT(""ItemsTable"", ""7CE5043947AA3DA9CFD422A12C43E3A7"", ""Hearty Armor"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","30.000000","T2_Industrial_Chest","True","(RowName="""")","Region.Global;Item.Armour.Chest;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Hitpoints.Bonus","Item.Armour.Chest","Armor_Magic_HPBonus","Magic","(RowName="""")","None","Element.Physical","None","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Chest_Magic_HPBonus_LifeBound_01,"NSLOCTEXT(""ItemsTable"", ""BF9D222049D4D2B98530A7B31DE53B6C"", ""Phasic Hearty Armor"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","30.000000","T2_Industrial_Chest","True","(RowName="""")","Region.Global;Item.Phased;Item.Armour.Chest;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Hitpoints.Bonus","Item.Armour.Chest","Armor_Magic_HPBonus_LifeBound","Magic","(RowName="""")","None","Element.Physical","None","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Chest_Normal_Base_01,"NSLOCTEXT(""ItemsTable"", ""E7EDDB634BFA239577130B8A2C0C3507"", ""Naked Chest"")","","","","(RowName="""")","(RowName="""")","False","None","0.000000","0.000000","0","0.000000","T0_Undies_Chest","False","(RowName=""Undies"")","Item.Armour.Chest","None","None","None","None","(RowName="""")","None","Element.Physical","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Chest_Normal_Newbie_01,"NSLOCTEXT(""ItemsTable"", ""174783B9466B14A531484BB904D2FB93"", ""Tattered Rags"")","","","","(RowName="""")","(RowName="""")","False","None","0.000000","0.000000","0","0.000000","T1_Starter_Chest","True","(RowName=""Rags"")","Item.Armour.Chest","Affix.Defense.Physical","Item.Armour.Chest","Armor_Starter_Large","Normal","(RowName="""")","None","Element.Physical","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Chest_Normal_Physical_01,"NSLOCTEXT(""ItemsTable"", ""9EA77DAB43AC29C1C7546E8DB28128FD"", ""Flimsy Tunic"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","8.000000","T1_Iconic_Chest","True","(RowName="""")","Region.Global;Item.Armour.Chest;Element.Physical","Affix.Defense.Physical","Item.Armour.Chest","Armor_Normal","Normal","(RowName="""")","None","Element.Physical","None","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Chest_Normal_Physical_LifeBound_01,"NSLOCTEXT(""ItemsTable"", ""B6527E944BD9FEAF65B8F5ADBDC48244"", ""Phasic Flimsy Tunic"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","8.000000","T1_Iconic_Chest","True","(RowName="""")","Region.Global;Item.Phased;Item.Armour.Chest;Element.Physical","Affix.Defense.Physical","Item.Armour.Chest","Armor_Normal_LifeBound","Normal","(RowName="""")","None","Element.Physical","None","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Chest_Rare_Physical_01,"NSLOCTEXT(""ItemsTable"", ""FC525B6044AA11988B4C83B6BD11CD70"", ""Chest Armor"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T3_Iconic_Chest","True","(RowName="""")","Region.Global;Item.Armour.Chest;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Hitpoints.Bonus","Item.Armour.Chest","Armor_Rare","Rare","(RowName="""")","None","Element.Physical","None","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Chest_Rare_Physical_LifeBound_01,"NSLOCTEXT(""ItemsTable"", ""950A01C84282858EB5168999BCB64618"", ""Chest Armor"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T3_Iconic_Chest","True","(RowName="""")","Region.Global;Item.Phased;Item.Armour.Chest;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Hitpoints.Bonus","Item.Armour.Chest","Armor_Rare_LifeBound","Rare","(RowName="""")","None","Element.Physical","None","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Gloves_Legendary_CommonDM_01,"NSLOCTEXT(""ItemsTable"", ""3FD8A89A431D1FA3D9C68CB3FFA62927"", ""Celestial Gauntlets"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Common_Gloves_DM","True","(RowName=""CommonChaseDM"")","Region.Global;Item.Armour.Gloves","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Effect.Electric.Bolt","Item.Armour.Gloves","Armor_Legendary","Legendary","(RowName="""")","None","Element.Physical","None","Character.Player.DuskMage","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Gloves_Legendary_CommonRM_01,"NSLOCTEXT(""ItemsTable"", ""88B35A6F4B7B5EC075D7808185466899"", ""Celestial Gauntlets"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Common_Gloves_RM","True","(RowName=""CommonChaseRM"")","Region.Global;Item.Armour.Gloves","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Effect.Electric.Bolt","Item.Armour.Gloves","Armor_Legendary","Legendary","(RowName="""")","None","Element.Physical","None","Character.Player.Railman","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Gloves_Legendary_CommonSS_01,"NSLOCTEXT(""ItemsTable"", ""88B35A6F4B7B5EC075D7808185466899"", ""Celestial Gauntlets"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Common_Gloves_SS","True","(RowName=""CommonChaseSS"")","Region.Global;Item.Armour.Gloves","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Effect.Electric.Bolt","Item.Armour.Gloves","Armor_Legendary","Legendary","(RowName="""")","None","Element.Physical","None","Character.Player.Sharpshooter","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Gloves_Magic_Physical_01,"NSLOCTEXT(""ItemsTable"", ""88391F904502A7725988C5ADAFA5A53B"", ""Reinforced Gauntlets"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","30.000000","T2_Industrial_Gloves","True","(RowName="""")","Region.Global;Item.Armour.Gloves;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Effect.Electric.Bolt","Item.Armour.Gloves","Armor_Magic","Magic","(RowName="""")","None","Element.Physical","None","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Gloves_Magic_Physical_LifeBound_01,"NSLOCTEXT(""ItemsTable"", ""F11929234CB22553DBCB57B071004F68"", ""Phasic Reinforced Gauntlets"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","30.000000","T2_Industrial_Gloves","True","(RowName="""")","Region.Global;Item.Phased;Item.Armour.Gloves;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Effect.Electric.Bolt","Item.Armour.Gloves","Armor_Magic","Magic","(RowName="""")","None","Element.Physical","None","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Gloves_Normal_Base_01,"NSLOCTEXT(""ItemsTable"", ""23F1531C4CDEB2A6E5FBADA9E9172A0D"", ""Gloves A"")","","","","(RowName="""")","(RowName="""")","False","None","0.000000","0.000000","0","0.000000","T0_Nude_Gloves","False","(RowName="""")","Item.Armour.Gloves","None","None","None","None","(RowName="""")","None","Element.Physical","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Gloves_Normal_Physical_01,"NSLOCTEXT(""ItemsTable"", ""60DB69E14B0CC0A9129E15B8FAEDC3AD"", ""Flimsy Gloves"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","8.000000","T1_Iconic_Gloves","True","(RowName="""")","Region.Global;Item.Armour.Gloves;Element.Physical","Affix.Defense.Physical","Item.Armour.Gloves","Armor_Normal","Normal","(RowName="""")","None","Element.Physical","None","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Gloves_Normal_Physical_LifeBound_01,"NSLOCTEXT(""ItemsTable"", ""7460055C453030FDE75A46A0465B4524"", ""Phasic Flimsy Gloves"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","8.000000","T1_Iconic_Gloves","True","(RowName="""")","Region.Global;Item.Phased;Item.Armour.Gloves;Element.Physical","Affix.Defense.Physical","Item.Armour.Gloves","Armor_Normal_LifeBound","Normal","(RowName="""")","None","Element.Physical","None","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Gloves_Rare_Physical_01,"NSLOCTEXT(""ItemsTable"", ""3B34C903477235D1B28022874F9380FF"", ""Gloves"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T3_Iconic_Gloves","True","(RowName="""")","Region.Global;Item.Armour.Gloves;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Effect.Electric.Bolt","Item.Armour.Gloves","Armor_Rare","Rare","(RowName="""")","None","Element.Physical","None","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Gloves_Rare_Physical_LifeBound_01,"NSLOCTEXT(""ItemsTable"", ""A8D6A4E2429A1231B6F460BA2422301E"", ""Gloves"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T3_Iconic_Gloves","True","(RowName="""")","Region.Global;Item.Phased;Item.Armour.Gloves;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Effect.Electric.Bolt","Item.Armour.Gloves","Armor_Rare_LifeBound","Rare","(RowName="""")","None","Element.Physical","None","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Hatch_Magic_Physical_01,"NSLOCTEXT(""ItemsTable"", ""A17FF8D041AA861D353C1AB716E21775"", ""Reinforced Hatch"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","30.000000","T2_Industrial_Hatch","True","(RowName="""")","Region.Global;Item.Armour.Hatch;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Hitpoints.Regen","Item.Armour.Hatch","Armor_Magic","Magic","(RowName="""")","None","Element.Physical","None","Character.Player.Forged","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Hatch_Magic_Physical_LifeBound_01,"NSLOCTEXT(""ItemsTable"", ""EFD375FC48613DF901C59B94C5FED219"", ""Phasic Reinforced Hatch"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","30.000000","T2_Industrial_Hatch","True","(RowName="""")","Region.Global;Item.Phased;Item.Armour.Hatch;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Hitpoints.Regen","Item.Armour.Hatch","Armor_Magic_LifeBound","Magic","(RowName="""")","None","Element.Physical","None","Character.Player.Forged","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Hatch_Normal_Base_01,"NSLOCTEXT(""ItemsTable"", ""0B4FACF6426CE5E304FCC6920FC1962D"", ""Hatch A"")","","","","(RowName="""")","(RowName="""")","False","None","0.000000","0.000000","0","0.000000","T0_Nude_Hatch","False","(RowName="""")","Item.Armour.Hatch","None","None","None","None","(RowName="""")","None","Element.Physical","Region.GoblinIsle.GoblinForest","Character.Player.Forged","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Hatch_Normal_Physical_01,"NSLOCTEXT(""ItemsTable"", ""3B70F6554DAFF973BAE385A7B4D1EF17"", ""Flimsy Hatch"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","8.000000","T1_Iconic_Hatch","True","(RowName="""")","Region.Global;Item.Armour.Hatch;Element.Physical","Affix.Defense.Physical","Item.Armour.Hatch","Armor_Normal","Normal","(RowName="""")","None","Element.Physical","None","Character.Player.Forged","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Hatch_Normal_Physical_LifeBound_01,"NSLOCTEXT(""ItemsTable"", ""006DE8AA45EDC53E8E63EDAD0059C190"", ""Phasic Flimsy Hatch"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","8.000000","T1_Iconic_Hatch","True","(RowName="""")","Region.Global;Item.Phased;Item.Armour.Hatch;Element.Physical","Affix.Defense.Physical","Item.Armour.Hatch","Armor_Normal_LifeBound","Normal","(RowName="""")","None","Element.Physical","None","Character.Player.Forged","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Hatch_Rare_Physical_01,"NSLOCTEXT(""ItemsTable"", ""C6012B054AC3E41E7615AD8D30226E44"", ""Hatch"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T3_Iconic_Hatch","True","(RowName="""")","Region.Global;Item.Armour.Hatch;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Hitpoints.Regen","Item.Armour.Hatch","Armor_Rare","Rare","(RowName="""")","None","Element.Physical","None","Character.Player.Forged","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
