---,DisplayName,CompletableTasks,OfferedQuests,ActivatingTasks,ActivatingCompletedTasks,DeactivatingTasks,DeactivatingCompletedTasks,bAlwaysActive,bMapMarkerIsArea,AreaSize,Notes
GeneralGraye,"NSLOCTEXT(""QuestObjectTable"", ""D40BDBBE4082E73187277BAD815436B8"", ""General Graye"")","(""Quest_CollectArmorSet:Task_TalkToGeneralGraye"",""Quest_CollectArmorSet:Quest_TurnIn_DuskMage"",""Quest_CollectArmorSet:Quest_TurnIn_Forged"",""Quest_CollectArmorSet:Quest_TurnIn_Railmaster"",""Quest_KillSkeletalMage:Task_StartQuest"",""Quest_KillSkeletalMage:Task_TurnIn"",""Quest_KillSiegeWeapons:Task_TurnIn"",""Quest_CollectGoblinBruteShields:Task_TurnIn"",""Quest_RescueGuards:Task_TurnIn"",""Quest_KillGoblinBarricade:Task_TurnIn"",""Quest_KillGoblinBarricade:Task_TurnIn"",""Quest_Goblin_GF4_Forest1:Task_TurnIn"",""Quest_Goblin_GF6_Caves1:Task_TurnIn"",""Quest_Goblin_GF6_Forest1:Task_TurnIn"",""Quest_Goblin_GF6_Forest2:Task_TurnIn"",""Quest_Infested_IF1:Task_TalkToGraye"",""Quest_Infested_IF5_Caves3:Task_TurnIn"",""Quest_Infested_IF6_Forest1:Task_TurnIn"",""Quest_Infested_IF6_Forest2:Task_TurnIn"",""Quest_Infested_IF6_Caves1:Task_TurnIn"",""Quest_Goblin_GF4_Forest1:Task_StartQuest"",""Quest_CollectGoblinBruteShields:Task_QuestStart"",""Quest_Goblin_GF6_Forest1:Task_StartQuest"",""Quest_Goblin_GF6_Forest2:Task_QuestStart"",""Quest_Echonok_EM1_Interior2:Task_TalkToGraye"")","(""Quest_RescueGuards"",""Quest_CollectArmorSet"",""Quest_ClearDenOfEvil"",""Quest_HarassGoblins"",""Quest_Infested_IF1_Forest1"",""Quest_Infested_IF2_Forest2"",""Quest_Infested_IF4_Forest2"",""Quest_Infested_IF5_Forest1"",""Quest_Infested_IF5_Caves3"",""Quest_Echonok_EM1"")","","","","","False","False","0.000000",""
GeneralGraye_Demo,"NSLOCTEXT(""QuestObjectTable"", ""F6D75DBC464978AC8771A7BAC2B7928A"", ""General Graye"")","(""Quest_DemoStart:Task_TalkToGeneralGraye"")","(""Quest_DemoFinish"")","","","","","False","False","0.000000",""
GeneralGraye_DenOfEvil,"NSLOCTEXT(""QuestObjectTable"", ""18189D5E449B0AA6974ABDABE9BCDC2E"", ""General Graye"")","(""Quest_CollectArmorSet:Quest_TurnIn_DuskMage"",""Quest_CollectArmorSet:Quest_TurnIn_Forged"",""Quest_CollectArmorSet:Quest_TurnIn_Railmaster"",""Quest_RescueGuards:Task_TurnIn"",""Quest_KillSiegeWeapons:Task_TurnIn"",""Quest_KillSkeletalMage:Task_TurnIn"",""Quest_CollectGoblinBruteShields:Task_TurnIn"",""Quest_KillGoblinBarricade:Task_TurnIn"",""Quest_Goblin_GF4_Forest1:Task_TurnIn"",""Quest_Goblin_GF6_Forest1:Task_TurnIn"",""Quest_Goblin_GF6_Forest2:Task_TurnIn"",""Quest_ClearDenOfEvil:Task_StartQuest"")","(""Quest_KillSkeletalMage"",""Quest_CollectArmorSet"",""Quest_GatekeepingGF1-2"",""Quest_RescueGuards"",""Quest_Goblin_GF4_Forest1"",""Quest_Goblin_GF6_Forest2"")","","","","","False","False","0.000000",""
GobBaitBucket,"NSLOCTEXT(""QuestObjectTable"", ""B01D540547933071A14BD9B76C66FF27"", ""Goblin Bait Bucket"")","","","(""Quest_CollectPigFish:Task_CollectJuicyMaggots"")","","","","False","False","0.000000",""
GobBanner_HarassGoblins,"NSLOCTEXT(""QuestObjectTable"", ""21FAA3AD484F9E62604EFAA623179123"", ""Goblin Banner"")","(""Quest_HarassGoblins:Task_KillGoblinBanners"")","","","","","","False","False","0.000000",""
GobBarricade_KillGoblinBarricade,"NSLOCTEXT(""QuestObjectTable"", ""ECFB8FC44C660A1F381F41856AC60268"", ""Barricade"")","","","","","(""Quest_KillGoblinBarricade:Task_KillBoss"")","","False","False","0.000000",""
Warp_GF7_Forest2_boss,"NSLOCTEXT(""QuestObjectTable"", ""FF56D6EF40D20737A186EFA6371D41A7"", ""Exit to Dead\'s End"")","","","","(""Quest_KillGoblinBarricade:Task_KillUndead"")","","","False","False","0.000000",""
GoblinCage_RescueGuards,"NSLOCTEXT(""QuestObjectTable"", ""A4188F1E44F5D23B4A6C1C8735B66459"", ""Goblin Cage"")","(""Quest_RescueGuards:Task_RescueGuards"")","","(""Quest_RescueGuards:Task_RescueGuards"")","","","","False","False","0.000000",""
GoblinCauldron,"NSLOCTEXT(""QuestObjectTable"", ""0D8A19E24B8D4DE5FEC9C796DA25A262"", ""Goblin Cauldron"")","(""Quest_CollectAntidote:Task_CollectBowlStew"",""Quest_HarassGoblins:Task_PoisonCauldrons"")","","(""Quest_CollectAntidote:Task_CollectBowlStew"",""Quest_HarassGoblins:Task_PoisonCauldrons"")","","","","False","False","0.000000",""
GoblinFishingSpot,"NSLOCTEXT(""QuestObjectTable"", ""7D1F033A469C04A192F0B483786A9987"", ""Secret Fishing Hole"")","(""DQ_Jawsome:Task_FishingSpot"")","","(""Quest_CollectPigFish:Task_CollectPigfish"",""DQ_Jawsome:Task_FishingSpot"",""DQ_Jawsome:Task_CollectFreshPigfish"")","","","","False","False","0.000000",""
GoblinShieldwall,"NSLOCTEXT(""QuestObjectTable"", ""38517F2C4E8D414F4BBF71A30C00DA49"", ""Goblin Shieldwall"")","","","","(""Quest_CollectGoblinBruteShields:Task_TurnIn"")","","","False","False","0.000000",""
GoblinShieldwall_Placeholder,"","","","","","","(""Quest_CollectGoblinBruteShields:Task_TurnIn"")","False","False","0.000000",""
Guard,"NSLOCTEXT(""QuestObjectTable"", ""0BE97018412F2228947BD8B647686338"", ""Imperial Guard"")","","","","","","","False","False","0.000000",""
HyvidResearcher,"NSLOCTEXT(""QuestObjectTable"", ""563D8D994800B0BFDA679C93EB0A8FB3"", ""Imperial Pest Control Researcher"")","(""DQ_VileVials:Task_TalktoResearcher"",""DQ_VileVials:Task_TurnIn"")","","","","","","True","False","0.000000","npcgeneric01_bp"
HyvidResearcher_Bugswat,"NSLOCTEXT(""QuestObjectTable"", ""F0E866CB4C2A59C720E88DA396C82688"", ""Bugswat Researcher"")","","","","","","","False","False","0.000000","npcgeneric02_bp"
Kenik,"NSLOCTEXT(""QuestObjectTable"", ""3058C46442161FC6A9509B991DD4B345"", ""Kenik"")","(""Quest_Goblin_GF2_Forest1:Task_QuestStart"",""Quest_Goblin_GF2_Forest1:Task_TurnIn"",""Quest_CollectInsignias:Task_StartQuest"",""Quest_CollectInsignias:Task_TurnIn"",""Quest_CollectEmbershine:Task_TurnIn"",""Quest_Infested_IF2:Task_TurnInKenik"",""Quest_Echonok_EM1_Exterior1:Task_TalktoKenik"",""DQ_CursedCoin:Task_TalkToKenik"")","(""Quest_CollectEmbershine"",""Quest_Infested_IF2"")","","","","","False","False","0.000000",""
MaleOutpostGuard,"NSLOCTEXT(""QuestObjectTable"", ""C378C99045C24FB5679E73AC13215D80"", ""Imperial Guard"")","","","","","","","False","False","0.000000",""
GoblinStockpile,"NSLOCTEXT(""QuestObjectTable"", ""D35011434D6EA1D2BC9B1DAEA5F4EFD4"", ""Stockpile"")","(""Quest_Goblin_GF6_Caves1:Task_KillStockpiles"")","","","","","","False","False","0.000000",""
SgtKlive,"NSLOCTEXT(""QuestObjectTable"", ""A09493384C49BE91084A259BBA399ECA"", ""Sgt. Klive"")","(""Quest_Fort_BuildSkillStation:Task_TalkToKlive"",""Quest_Fort_BuildSkillStation:Task_TurnIn_DuskMage"",""Quest_Fort_BuildSkillStation:Task_TurnIn_Railmaster"",""Quest_Fort_BuildSkillStation:Task_TurnIn_Forged"")","","","","","","False","False","0.000000",""
Spawner_CollectInsignias,"NSLOCTEXT(""QuestObjectTable"", ""FFC1425C444B22DAAF0542AE25C58124"", ""Carrion Killer Hideout"")","","","(""Quest_Goblin_SpawnCarrionKiller:Task_SeeBoss"",""Quest_Goblin_SpawnCarrionKillerAgain:Task_SeeBoss"")","","","","False","False","0.000000",""
Spawner_EventGrandHall,"","","","","","","","False","False","0.000000",""
Zaya,"NSLOCTEXT(""QuestObjectTable"", ""FF08B59C433E98EA47D3258481852B17"", ""Zaya"")","(""Quest_KillSkeletalMage:Task_TurnIn"",""Quest_CollectZombieOutfit:Task_TurnIn"",""Quest_CollectZombieOutfit:Task_TalkToZaya"",""Quest_CollectAntidote:Task_TurnIn"",""Quest_Goblin_GF2_Caves2:Task_TurnIn"",""Quest_Goblin_GF4_Caves2:Task_TurnIn"",""Quest_Infested_IF1_Spores:Task_TurnIn"",""Quest_Infested_IF4_Caves2:Task_TurnInZaya"",""Quest_Infested_IF6_Cave2:Task_TurnIn"",""Quest_Infested_IF5_Caves2:Task_TurnIn"",""Quest_Goblin_GF2_Caves2:Task_StartQuest"",""Quest_Goblin_GF4_Caves2:Task_StartQuest"",""Quest_CollectAntidote:Task_QuestStart"",""Quest_KillNetherim:Task_StartQuest"",""Quest_KillNetherim:Task_TurnIn"",""Quest_Echonok_EM1_DwarvenRainbow:Task_TurnIn"",""Quest_Echonok_EM1_Interior1:Task_TurnInZaya"",""Quest_Echonok_EM1_Interior1:Task_TurnInCodex"",""DQ_Jawsome:Task_TalktoZaya"",""DQ_LeaveNoStoneUnturned:Task_TalktoZaya"",""DQ_Ransacked:Task_TalktoZaya"")","(""Quest_KillGoblinBarricade"",""Quest_Infested_IF1_Spores"",""Quest_Infested_IF4_Caves1"",""Quest_Infested_IF4_Caves2"",""Quest_Infested_IF5_Caves2"",""Quest_Infested_IF6_Cave2"",""Quest_Echonok_EM1_DwarvenRainbow"")","","","","","False","False","0.000000",""
Trigger_FindSiegeWeapons,"NSLOCTEXT(""QuestObjectTable"", ""65AC74454D085B848B2EF5866B8B2E15"", ""Find out where goblins have dragged the siege weapons"")","(""Quest_KillSiegeWeapons:Task_FindSiegeWeaponDungeonEntrance"")","","(""Quest_KillSiegeWeapons:Task_FindSiegeWeaponDungeonEntrance"")","","","","False","True","100.000000",""
GoblinSiegeWeapon1,"NSLOCTEXT(""QuestObjectTable"", ""CF5ACE64446B30E52CBBD59AC33827A1"", ""Smash Blaster"")","(""Quest_KillSiegeWeapons:Task_DestroySiegeWeapon1"")","","","","","","True","False","0.000000",""
GoblinSiegeWeapon2,"NSLOCTEXT(""QuestObjectTable"", ""56D3822D4842BE078E9C42977BE64EDC"", ""Sword-o-Matic"")","(""Quest_KillSiegeWeapons:Task_DestroySiegeWeapon2"")","","","","","","True","False","0.000000",""
GoblinSiegeWeapon3,"NSLOCTEXT(""QuestObjectTable"", ""C620AA244DE225A90CB4B6AC9F6FF899"", ""Man Tenderizer"")","(""Quest_KillSiegeWeapons:Task_DestroySiegeWeapon3"")","","","","","","True","False","0.000000",""
Trigger_GoblinFishingSpot,"","(""Quest_CollectPigFish:Task_TriggerGoblinFishingSpot"")","","","","","","False","True","1000.000000",""
Trigger_ZombieOutfit,"","(""Quest_CollectZombieOutfit:Task_SeeZombieBoss"")","","(""Quest_CollectZombieOutfit:Task_SeeZombieBoss"")","","","","False","True","4000.000000",""
ThanesSnow,"NSLOCTEXT(""QuestObjectTable"", ""2D54076E4ADFC4D8C2D42CA7DB07EC22"", ""Thanes Snow"")","(""Quest_Infested_IF1:Task_TurnInThane"",""Quest_Infested_GatekeepingIF1:Task_TurnIn"")","","","","","","True","False","0.000000","npcgeneric_bp"
VespidFlierChampSpawn,"","","","(""Quest_Infested_AreaFlierChamps:Task_DoSpawnEvent"")","","","","False","False","0.000000",""
VespidLarvaeChampSpawn,"","","","(""Quest_Infested_AreaLarvaeChamps:Task_DoSpawnEvent"")","","","","False","False","0.000000",""
WaypointGuard,"NSLOCTEXT(""QuestObjectTable"", ""2735A11B4EEA3A156BA3CEB63D3057D6"", ""Imperial Guard"")","","(""Quest_IntroWaypoint"")","","","","","False","False","0.000000","npcgeneric_tut_01_bp"
Yapper,"NSLOCTEXT(""QuestObjectTable"", ""5D9D6FF448B7D5609DCE7EA37B2E9EA4"", ""Yapper"")","(""Quest_CollectMossratNuggets:Task_GiveNuggets"",""Quest_Goblin_GF2_Caves1:Task_StartQuest"",""Quest_Goblin_GF2_Caves1:Task_TurnIn"",""Quest_KillSiegeWeapons:Task_StartQuest"",""Quest_CollectPigFish:Task_TurnIn"",""Quest_Goblin_GF6_Caves1:Task_QuestStart"",""Quest_Infested_IF4_Forest1:Task_TurnInYapper"")","(""Quest_CollectMossratNuggets"",""Quest_CollectPigFish"",""Quest_Infested_IF4_Forest1"")","","","","","False","False","0.000000",""
LtHix,"NSLOCTEXT(""QuestObjectTable"", ""A7286B344DA8A689F04B3FB6AE780FC7"", ""Lt. Hix, Imperial Scout"")","(""Quest_Echonok_EM1:Task_InteractHix"")","(""Quest_Echonok_EM1_Rescavenge"")","","","","","True","False","0.000000","npcgeneric03_bp"
Wolfram,"NSLOCTEXT(""QuestObjectTable"", ""11AE443A46C7A208F4858EAAD9990B66"", ""Wolfram"")","(""Quest_Echonok_EM1_Rescavenge:Task_TalkToWolfram"")","","","(""Quest_Echonok_EM1_Rescavenge:Task_FindAllTools"")","(""Quest_Echonok_EM1_Rescavenge:Task_InteractWolfram"")","","False","False","0.000000","npcgeneric04_bp"
WolframHix,"NSLOCTEXT(""QuestObjectTable"", ""1CBB01BA42899C18812F9993C206EB57"", ""Wolfram"")","(""Quest_Echonok_EM1_Rescavenge:Task_InteractWolfram"")","","(""Quest_Echonok_EM1_Rescavenge:Task_InteractWolfram"")","","","","False","False","0.000000","npcwolfram_bp"
Goblin_FetidFungi,"NSLOCTEXT(""QuestObjectTable"", ""D696AC2842B3CE4CE37866920BF5180A"", ""Fetid Fungi"")","(""Quest_CollectAntidote:Task_CollectFetidFungus"",""Quest_Infested_IF4_Caves2:Task_CollectFungus"")","","","","","","False","False","0.000000",""
DragonCannon,"NSLOCTEXT(""QuestObjectTable"", ""D94AB0584DF6A554C0733BB79DDAF118"", ""Inert Dragon Cannon"")","","","(""Quest_Echonok_EM1_DwarvenRainbow:Task_CollectRelicIce"")","","","","False","False","0.000000","Clickable prop for ""The Dwarven Rainbow"" quest in the Echonok Mountains Armory."
SteadfastDead,"NSLOCTEXT(""QuestObjectTable"", ""4A48812D45F5CD6290528A9E679FEE66"", ""Steadfast Dead"")","(""Quest_CollectInsignias:Task_CollectPortrait"",""Quest_CollectInsignias:Task_CollectFlask"",""Quest_CollectInsignias:Task_CollectPaycheck"",""Quest_CollectInsignias:Task_CollectWhetstone"")","","","","","","True","False","0.000000",""
ImperialGuard_Chief,"NSLOCTEXT(""QuestObjectTable"", ""33E5145E40679242771D83B7BB624A08"", ""Chief Imperial Guard"")","(""Quest_Infested_IF1:Task_InteractGuard"")","","","","","","False","False","0.000000",""
ImperialGuard_01,"NSLOCTEXT(""QuestObjectTable"", ""80D878E0476D60E2DC4D298D7068B06A"", ""Imperial Scout"")","","(""Quest_Infested_IF2_Caves1"")","","","","","False","False","0.000000","npcgeneric07_bp"
ImperialGuard_02,"NSLOCTEXT(""QuestObjectTable"", ""F8E8B6594CFC65F007F05E9562A39E73"", ""Sgt. Womack"")","(""Quest_Infested_IF2_Caves1:Task_TurnIn"")","","","","","","False","False","0.000000","npcgeneric06_bp"
ImperialGuard_03,"NSLOCTEXT(""QuestObjectTable"", ""09F3484746A7059250E4E8ABC5FD65E7"", ""Imperial Patroller"")","","(""Quest_Infested_IF2_Forest1"")","","","","","False","False","0.000000","npcgeneric08_bp"
ImperialGuard_04,"NSLOCTEXT(""QuestObjectTable"", ""9B367AB04FCEDD719EB520800E716ABA"", ""Imperial Investigator"")","","(""Quest_Infested_IF2_Caves2"")","","","","","False","False","0.000000","npcgeneric09_bp"
ImperialGuard_05,"NSLOCTEXT(""QuestObjectTable"", ""7B6FD41442471267EC54BE9950A570E0"", ""Sgt. Miller"")","","(""Quest_Infested_IF4"")","","","","","False","False","0.000000","npcgeneric10_bp"
ImperialGuard_06,"NSLOCTEXT(""QuestObjectTable"", ""8A50D0E4466AE962067133B12A04703E"", ""Imperial Scout"")","","","(""Quest_Infested_IF5:Task_KillChampHyvid"")","","","","False","False","0.000000","npcgeneric11_bp"
ImperialGuard_07,"NSLOCTEXT(""QuestObjectTable"", ""9D3F6A8C444230A7A21BF79B0C68B016"", ""Imperial Scout"")","","(""Quest_Infested_IF5_Caves1"")","","","","","False","False","0.000000","npcgeneric12_bp"
ImperialGuard_08,"NSLOCTEXT(""QuestObjectTable"", ""4B3DE52D4948D5E3E9CB359BA543F27C"", ""Imperial Scout"")","","(""Quest_Infested_IF6_Forest1"")","","","","","False","False","0.000000","npcgeneric13_bp"
ImperialGuard_09,"NSLOCTEXT(""QuestObjectTable"", ""431BE0944415FE55FE768EA354E51276"", ""Imperial Scout"")","","(""Quest_Infested_IF6_Caves1"")","","","","","False","False","0.000000","npcgeneric14_bp"
ImperialGuard_10,"NSLOCTEXT(""QuestObjectTable"", ""8F3642CF4729037CC598E7A3FB05578C"", ""Imperial Scout"")","","(""Quest_Infested_IF6_Forest2"")","","","","","False","False","0.000000","npcgeneric15_bp"
Cobweb,"NSLOCTEXT(""QuestObjectTable"", ""6AECE741490BA3070DA9EBAD57AD1F27"", ""Cobweb"")","","","(""Quest_Infested_IF4_Forest2:Task_CollectClues"")","","","","False","False","0.000000","cave_lootable_web_01_bp"
Cobweb_Trail,"NSLOCTEXT(""QuestObjectTable"", ""F551E2E94F7487D02EF2CBA2626A740D"", ""Web Trail"")","","","(""Quest_Infested_IF4_Forest2:Task_InspectWebs"")","","","","False","False","0.000000","cave_lootable_webtrail_01_bp"
Cocoon,"NSLOCTEXT(""QuestObjectTable"", ""1E7C9E444452BDC36B8018BC62FDA5A6"", ""Cocoon"")","(""Quest_Infested_IF5_Caves1:Task_InteractCocoons"")","","(""Quest_Infested_IF5_Caves1:Task_InteractCocoons"")","","","","False","False","0.000000",""
ImperialCorpse,"NSLOCTEXT(""QuestObjectTable"", ""DA3C910C486044449C011FB8BE5DB848"", ""Fallen Imperial Guard"")","(""Quest_Infested_IF1:Task_FindGuards"")","","(""Quest_Infested_IF6_Forest1:Task_CollectNotes"",""DQ_PuttoRest:Task_GetDogTags"")","","","","False","False","0.000000","inf_prop_imperialcorpse_01_bp"
EmberBeacon,"NSLOCTEXT(""QuestObjectTable"", ""96EEC91544DD041AE7FC9A88B43AFFAC"", ""Ember Beacon"")","(""Quest_Infested_IF6_Forest2:Task_InspectBeacon"")","","(""Quest_Infested_IF6_Forest2:Task_InspectBeacon"")","","","","False","False","0.000000",""
HyvidGatekeeperIF1,"NSLOCTEXT(""QuestObjectTable"", ""95D6B6EC4C2FBEB49387BDAD034BEC80"", ""Imperial Guard"")","","","","(""Quest_CollectArmorSet:Task_GotoIO"")","","(""Quest_Infested_GatekeepingIF1:Task_TurnIn"")","False","False","0.000000","npc_m_imperialguard_gatekeeper_if1_bp"
HyvidGatekeeperIF2,"NSLOCTEXT(""QuestObjectTable"", ""8FC90ABA46E5F55E63ABDC84418877A6"", ""Bugswat Pass Guard"")","","","","(""Quest_Infested_GatekeepingIF2:Task_GotoIF1"",""Quest_GatekeepingGF1-2:Task_Enter"")","","(""Quest_Infested_GatekeepingIF2:Task_CompletePrereqs"")","False","False","0.000000","npc_m_imperialguard_gatekeeper_if2_bp"
HyvidGatekeeperIF3,"NSLOCTEXT(""QuestObjectTable"", ""802B64B3465931297E7A0EB06BA524EB"", ""Imperial Guard"")","","","","(""Quest_Infested_GatekeepingIF3:Task_GotoIF2"",""Quest_GatekeepingGF1-2:Task_Enter"")","","(""Quest_Infested_GatekeepingIF3:Task_CompletePrereqs"")","False","False","0.000000","npc_m_imperialguard_gatekeeper_if3_bp"
HyvidGatekeeperIF4,"NSLOCTEXT(""QuestObjectTable"", ""A9E94A1D42EC5E1C15DD6A8F96D91F72"", ""Imperial Guard"")","","","","(""Quest_Infested_GatekeepingIF4:Task_GotoIF3"",""Quest_GatekeepingGF1-2:Task_Enter"")","","(""Quest_Infested_GatekeepingIF4:Task_CompletePrereqs"")","False","False","0.000000","npc_m_imperialguard_gatekeeper_if4_bp"
HyvidGatekeeperIF5,"NSLOCTEXT(""QuestObjectTable"", ""575DF1C34EAD23009A6C5F85A7DD6864"", ""Imperial Guard"")","","","","(""Quest_Infested_GatekeepingIF5:Task_GotoIF4"",""Quest_GatekeepingGF1-2:Task_Enter"")","","(""Quest_Infested_GatekeepingIF5:Task_CompletePrereqs"")","False","False","0.000000","npc_m_imperialguard_gatekeeper_if5_bp"
HyvidGatekeeperIF6,"NSLOCTEXT(""QuestObjectTable"", ""55725A6647EF8CFC939626823F73755B"", ""Imperial Guard"")","","","","(""Quest_Infested_GatekeepingIF6:Task_GotoIF5"",""Quest_GatekeepingGF1-2:Task_Enter"")","","(""Quest_Infested_GatekeepingIF6:Task_CompletePrereqs"")","False","False","0.000000",""
GatekeeperIF3_NoCollide,"NSLOCTEXT(""QuestObjectTable"", ""93A091874B27F7013ED23E8EDCA5C735"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if3_nocollide_bp"
GatekeeperIF4_NoCollide,"NSLOCTEXT(""QuestObjectTable"", ""6A7021DD48474E5BA436A08BC0BB1321"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if4_nocollide_bp"
GatekeeperIF5_NoCollide,"NSLOCTEXT(""QuestObjectTable"", ""EB28ED364909BB8EAA1C96B16200C823"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if5_nocollide_bp"
GatekeeperIF6_NoCollide,"NSLOCTEXT(""QuestObjectTable"", ""89C3ECD845BA6500F60B2B816C657E80"", ""Imperial Guard"")","","","","","","","False","False","0.000000",""
