---,RowType,NoPickWeight,MinLevel,EntryType1,Entry1,WeightOrCount1,EntryType2,Entry2,WeightOrCount2,EntryType3,Entry3,WeightOrCount3,EntryType4,Entry4,WeightOrCount4,EntryType5,Entry5,WeightOrCount5,EntryType6,Entry6,WeightOrCount6,EntryType7,Entry7,WeightOrCount7,EntryType8,Entry8,WeightOrCount8,EntryType9,Entry9,WeightOrCount9,EntryType10,Entry10,WeightOrCount10,EntryType11,Entry11,WeightOrCount11,DataCurves,bHideInDemo,Entries,Notes
Armor_Legendary_vsGoblin,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_vsGoblin","1","GotoAffixSpawnRow","Armor_Secondary_NoDefense","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Legendary_vsHyvid,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_vsHyvid","1","GotoAffixSpawnRow","Armor_Secondary_NoDefense","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Legendary_vsVoltura,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_vsVoltura","1","GotoAffixSpawnRow","Armor_Secondary_NoDefense","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Legendary_vsKarkinos,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_vsKarkinos","1","GotoAffixSpawnRow","Armor_Secondary_NoDefense","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Legendary_vsUndead,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_vsUndead","1","GotoAffixSpawnRow","Armor_Secondary_NoDefense","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Magic_Gloves,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_Gloves","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Rare_Gloves,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_Gloves","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Rare_Gloves_vsGoblin,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_Gloves_vsGoblin","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Rare_Gloves_vsHyvid,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_Gloves_vsHyvid","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Rare_Gloves_vsVoltura,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_Gloves_vsVoltura","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Rare_Gloves_vsKarkinos,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_Gloves_vsKarkinos","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Rare_Gloves_vsUndead,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_Gloves_vsUndead","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Legendary_Gloves,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_Gloves","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Legendary_Gloves_vsGoblin,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_Gloves_vsGoblin","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Legendary_Gloves_vsHyvid,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_Gloves_vsHyvid","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Legendary_Gloves_vsVoltura,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_Gloves_vsVoltura","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Legendary_Gloves_vsKarkinos,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_Gloves_vsKarkinos","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Legendary_Gloves_vsUndead,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_Gloves_vsUndead","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Normal_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Magic_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Armor_Magic_Gloves_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_Gloves","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Armor_Rare_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Armor_Rare_Gloves_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary_Gloves","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Armor_Normal_AmmoBag,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","GotoAffixSpawnRow","Armor_AmmoBag_Primary","1","GotoAffixSpawnRow","Armor_AmmoBag_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Normal_AmmoBag_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","GotoAffixSpawnRow","Armor_AmmoBag_Primary","1","GotoAffixSpawnRow","Armor_AmmoBag_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Armor_AmmoBag_Primary,"All","0","0","AddAffixByFilter","Affix.Primary;Item.Armour.AmmoBag","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Armor_AmmoBag_Secondary,"All","0","0","AddAffixByFilter","Affix.Secondary;Item.Armour.AmmoBag","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None)",""
Armor_Magic_AmmoBag,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","GotoAffixSpawnRow","Armor_AmmoBag_Primary","1","GotoAffixSpawnRow","Armor_AmmoBag_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Rare_AmmoBag,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","GotoAffixSpawnRow","Armor_AmmoBag_Primary","1","GotoAffixSpawnRow","Armor_AmmoBag_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Legendary_AmmoBag,"All","0","0","GameplayTagExclude","Affix.Lifebound","1","GotoAffixSpawnRow","Armor_AmmoBag_Primary","1","GotoAffixSpawnRow","Armor_AmmoBag_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Secondary,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Defense","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","3","AddAffixByFilter","Affix.Secondary;Affix.Hitpoints.Bonus","2","AddAffixByFilter","Affix.Secondary;Affix.Hitpoints.Regen","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Armor_Secondary_NoDefense,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","3","AddAffixByFilter","Affix.Secondary;Affix.Hitpoints.Bonus","2","AddAffixByFilter","Affix.Secondary;Affix.Hitpoints.Regen","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Armor_Secondary_Gloves,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Defense","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","3","AddAffixByFilter","Affix.Secondary;Affix.Effect.Electric.Bolt","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Armor_Secondary_vsGoblin,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Defense","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","3","AddAffixByFilter","Affix.Secondary;Affix.Hitpoints.Bonus","2","AddAffixByFilter","Affix.Secondary;Affix.Hitpoints.Regen","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","1","AddAffixByFilter","Affix.Secondary;Affix.Defense.Goblin","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Armor_Secondary_vsHyvid,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Defense","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","3","AddAffixByFilter","Affix.Secondary;Affix.Hitpoints.Bonus","2","AddAffixByFilter","Affix.Secondary;Affix.Hitpoints.Regen","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","1","AddAffixByFilter","Affix.Secondary;Affix.Defense.Vespid","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Armor_Secondary_vsVoltura,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Defense","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","3","AddAffixByFilter","Affix.Secondary;Affix.Hitpoints.Bonus","2","AddAffixByFilter","Affix.Secondary;Affix.Hitpoints.Regen","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","1","AddAffixByFilter","Affix.Secondary;Affix.Defense.Voltura","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Armor_Secondary_vsKarkinos,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Defense","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","3","AddAffixByFilter","Affix.Secondary;Affix.Hitpoints.Bonus","2","AddAffixByFilter","Affix.Secondary;Affix.Hitpoints.Regen","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","1","AddAffixByFilter","Affix.Secondary;Affix.Defense.Crab","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Armor_Secondary_vsUndead,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Defense","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","3","AddAffixByFilter","Affix.Secondary;Affix.Hitpoints.Bonus","2","AddAffixByFilter","Affix.Secondary;Affix.Hitpoints.Regen","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","1","AddAffixByFilter","Affix.Secondary;Affix.Defense.Undead","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Armor_Secondary_Gloves_vsGoblin,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Defense","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","3","AddAffixByFilter","Affix.Secondary;Affix.Defense.Goblin","1","AddAffixByFilter","Affix.Secondary;Affix.Effect.Electric.Bolt","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Armor_Secondary_Gloves_vsHyvid,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Defense","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","3","AddAffixByFilter","Affix.Secondary;Affix.Defense.Vespid","1","AddAffixByFilter","Affix.Secondary;Affix.Effect.Electric.Bolt","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Armor_Secondary_Gloves_vsVoltura,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Defense","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","3","AddAffixByFilter","Affix.Secondary;Affix.Defense.Voltura","1","AddAffixByFilter","Affix.Secondary;Affix.Effect.Electric.Bolt","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Armor_Secondary_Gloves_vsKarkinos,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Defense","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","3","AddAffixByFilter","Affix.Secondary;Affix.Defense.Crab","1","AddAffixByFilter","Affix.Secondary;Affix.Effect.Electric.Bolt","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Armor_Secondary_Gloves_vsUndead,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Defense","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","3","AddAffixByFilter","Affix.Secondary;Affix.Defense.Undead","1","AddAffixByFilter","Affix.Secondary;Affix.Effect.Electric.Bolt","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Weapon_Starter,"All","0","0","AddAffixByName","Damage_Physical_Newbie","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None)",""
Weapon_Normal,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Weapon_Magic,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","GotoAffixSpawnRow","Weapon_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Rare,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","GotoAffixSpawnRow","Weapon_Secondary","1","GotoAffixSpawnRow","Weapon_Secondary_NoDamage","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Rare_2H,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","GotoAffixSpawnRow","Weapon_Secondary","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Legendary,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","GotoAffixSpawnRow","Weapon_Secondary","1","GotoAffixSpawnRow","Weapon_Secondary_NoDamage","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Legendary_2H,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","GotoAffixSpawnRow","Weapon_Secondary","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Secondary,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Damage","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Secondary_NoDamage,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Normal_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Magic_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","GotoAffixSpawnRow","Weapon_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Rare_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","GotoAffixSpawnRow","Weapon_Secondary","1","GotoAffixSpawnRow","Weapon_Secondary_NoDamage","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Rare_2H_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","GotoAffixSpawnRow","Weapon_Secondary","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Electric_Magic,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","GotoAffixSpawnRow","Weapon_Electric_Magic_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Electric_Magic_Secondary,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Damage","2","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Electric_Rare,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","GotoAffixSpawnRow","Weapon_Electric_Rare_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Electric_Rare_Secondary,"Pick","0","0","GotoAffixSpawnRow","Weapon_Electric_Rare_Shock_Secondary","1","GotoAffixSpawnRow","Weapon_Electric_Rare_NoShock_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Weapon_Electric_Rare_Shock_Secondary,"All","0","0","GotoAffixSpawnRow","Weapon_Electric_Shock","1","GotoAffixSpawnRow","Weapon_Electric_Rare_Bolt_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Weapon_Electric_Rare_NoShock_Secondary,"All","0","0","GotoAffixSpawnRow","Weapon_Electric_Rare_NoBolt_Secondary","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None)",""
Weapon_Electric_Rare_Bolt_Secondary,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Damage","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","GotoAffixSpawnRow","Weapon_Electric_Bolts","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Electric_Rare_NoBolt_Secondary,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Damage","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","GotoAffixSpawnRow","Weapon_Electric_Shock","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Electric_Shock,"All","0","0","AddAffixByFilter","Affix.Secondary;Affix.Effect.Electric.Shock","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None)",""
Weapon_Electric_Bolts,"All","0","0","AddAffixByFilter","Affix.Secondary;Affix.Effect.Electric.Bolt","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None)",""
Weapon_Legendary_vsGoblins,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","GotoAffixSpawnRow","Weapon_Secondary_vsGoblins","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Legendary_vsHyvid,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","GotoAffixSpawnRow","Weapon_Secondary_vsHyvid","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
