---,MonsterClass,MonsterGroup,DisplayName,LevelRangeString,ChampionLevelRangeString,HitpointPercent,DamagePercent,PickWeight,ItemSpawn,ChampionScaleMultiplier,ChampionDamage,ChampionSpeedBonusPercent,ChampionNameSpawnRow,ChampionPackNameSpawnRow,ChampionIgnoreMinionsChance,RecentDamageDecayRate,GetHitThreshold,GetHitCooldown,GetHitChance,AggroRadius,bShouldTether,ChaseRadius,Drama,AudioDrama,AudioCategory,TraitString1,TraitString2,TraitString3,MonsterTags,ItemSpawnGameplayTagFilter,ChampionItemSpawnGameplayTagFilter,ExperiencePercent,DamageElement,ScaleMultiplier,PackSizeSmall,PackSizeMedium,PackSizeLarge,PackSizeExtraLarge,Defense,DefensePhysical,DefenseWater,DefenseFire,DefenseCold,DefensePoison,DefenseElectric,Skill00Cooldown,Skill00DamageFactor,Skill01Cooldown,Skill01DamageFactor,Skill02Cooldown,Skill02DamageFactor,Skill03Cooldown,Skill03DamageFactor,Skill04Cooldown,Skill04DamageFactor,Skill05Cooldown,Skill05DamageFactor,ExtraSkill00Cooldown,ExtraSkill00DamageFactor,ExtraSkill01Cooldown,ExtraSkill01DamageFactor,ExtraSkill02Cooldown,ExtraSkill02DamageFactor,ExtraSkill03Cooldown,ExtraSkill03DamageFactor,ExtraSkill04Cooldown,ExtraSkill04DamageFactor,ExtraSkill05Cooldown,ExtraSkill05DamageFactor,MonsterDescription,Bank,Notes
Goblin_Brute_Blue,"/Game/Monsters/gobbrute/goblin_brute_blue_b.goblin_brute_blue_b_C","Goblin_Brute","NSLOCTEXT(""MonstersTable"", ""58FFD4464E4F779C7F68679C116EDABC"", ""Goblin Brute"")","1-100","3-100","4.220000","1.200000","1000","Tough","1.250000","1.000000","0.000000","GoblinName","GoblinPackName","0.250000","0.020000","0.100000","1.000000","0.500000","800.000000","True","2500.000000","4.000000","5.000000","Brute","","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.HighHealth""),(TagName=""Character.Monster.Resurrectable""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Goblin.AllBlue""),(TagName=""Character.Monster.Goblin.Brute.Blue""),(TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","5.470000","Element.Physical","1.000000","1","1","2","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.500000","1.000000","4.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Brute_Boss,"/Game/Monsters/gobbrute/goblin_brute_boss_bp.goblin_brute_boss_bp_C","Goblin_Brute_Boss","NSLOCTEXT(""MonstersTable"", ""0AC79572409A993831BE37AD5F4EC44C"", ""Goblin Brute"")","1-100","3-100","4.220000","1.200000","0","Tough","1.250000","1.000000","0.000000","None","None","0.250000","0.020000","0.250000","1.000000","0.500000","800.000000","True","2500.000000","4.000000","8.000000","Brute","","","","(GameplayTags=((TagName=""Character.Monster.Goblin""),(TagName=""Character.Monster.Goblin.AllForest""),(TagName=""Character.Monster.Goblin.Brute""),(TagName=""Character.Monster.Goblin.Brute.Forest""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","5.470000","Element.Fire","1.000000","1","1","2","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.500000","1.000000","4.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=00000000000000000000000000000000)",""
Goblin_Brute_Boss2,"/Game/Monsters/gobbrute/goblin_brute_wideload_blue_b.goblin_brute_wideload_blue_b_C","Goblin_Brute_Boss","NSLOCTEXT(""MonstersTable"", ""20232CC746987EB4116DBEA68871E4E5"", ""Goblin Brute"")","1-100","3-100","4.220000","1.200000","0","Tough","1.250000","1.000000","0.000000","None","None","0.250000","0.020000","0.250000","1.000000","0.500000","800.000000","True","2500.000000","4.000000","8.000000","Brute","","","","(GameplayTags=((TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","5.470000","Element.Electric","1.000000","1","1","2","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.500000","1.000000","4.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=00000000000000000000000000000000)",""
Goblin_Brute_Red,"/Game/Monsters/gobbrute/goblin_brute_red_b.goblin_brute_red_b_C","Goblin_Brute","NSLOCTEXT(""MonstersTable"", ""58FFD4464E4F779C7F68679C116EDABC"", ""Goblin Brute"")","1-100","3-100","4.220000","1.200000","1000","Tough","1.250000","1.000000","0.000000","GoblinName","GoblinPackName","0.250000","0.020000","0.100000","1.000000","0.500000","800.000000","True","2500.000000","4.000000","5.000000","Brute","","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.HighHealth""),(TagName=""Character.Monster.Resurrectable""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Goblin.AllRed""),(TagName=""Character.Monster.Goblin.Brute.Red""),(TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","5.470000","Element.Fire","1.000000","1","1","2","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.500000","1.000000","4.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Brute_Tough,"/Game/Monsters/gobbrute/goblin_brute_wideload_fire_b.goblin_brute_wideload_fire_b_C","Goblin_Brute","NSLOCTEXT(""MonstersTable"", ""Goblin_Brute_Tough_Cave_DisplayName"", ""Goblin Goon"")","1-100","3-100","4.220000","1.200000","1000","Tough","1.700000","1.000000","0.000000","GoblinName","GoblinPackName","0.250000","0.020000","0.100000","1.000000","0.500000","800.000000","True","2500.000000","4.000000","8.000000","Brute","","","","(GameplayTags=((TagName=""Character.Monster.Goblin.AllForest""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Goblin.Brute.Tough""),(TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","5.470000","Element.Fire","1.500000","1","1","2","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.500000","1.000000","4.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=00000000000000000000000000000000)",""
Goblin_Brute2,"/Game/Monsters/gobbrute/goblin_brute_cave_b.goblin_brute_cave_b_C","Goblin_Brute","NSLOCTEXT(""MonstersTable"", ""B7D3F07F4CED0DE537E24E91C449A16F"", ""Goblin Brute"")","1-100","3-100","4.220000","1.200000","1000","Tough","1.250000","1.000000","0.000000","GoblinName","GoblinPackName","0.250000","0.020000","0.100000","1.000000","0.500000","800.000000","True","2500.000000","4.000000","5.000000","Brute","","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Goblin""),(TagName=""Character.Monster.Goblin.AllCaves""),(TagName=""Character.Monster.Goblin.Brute""),(TagName=""Character.Monster.Goblin.Brute.Caves""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.HighHealth""),(TagName=""Character.Monster.Resurrectable""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","5.470000","Element.Fire","1.000000","1","1","2","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.500000","1.000000","4.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Chanter,"/Game/Monsters/gobchanter/gobchanter_b.gobchanter_b_C","Goblin_Chanter","NSLOCTEXT(""MonstersTable"", ""A841859D43D0CD3FB978588ED8C20242"", ""Goblin Chanter"")","1-100","3-100","1.760000","1.200000","1000","Standard","1.350000","1.000000","0.000000","GoblinName","GoblinPackName","0.250000","0.020000","0.250000","1.000000","0.500000","800.000000","True","2500.000000","4.000000","5.000000","Brute","","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Goblin""),(TagName=""Character.Monster.Goblin.AllForest""),(TagName=""Character.Monster.Goblin.Chanter""),(TagName=""Character.Monster.Goblin.Chanter.Normal""),(TagName=""Character.Monster.Goblin.Chanter.Normal.Forest""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Ranged"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","2.510000","Element.Fire","1.000000","1","1","2","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","10.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Chanter_Blue,"/Game/Monsters/gobchanter/gobchanter_blue_b.gobchanter_blue_b_C","Goblin_Chanter","NSLOCTEXT(""MonstersTable"", ""A841859D43D0CD3FB978588ED8C20242"", ""Goblin Chanter"")","1-100","3-100","1.760000","1.200000","1000","Standard","1.350000","1.000000","0.000000","GoblinName","GoblinPackName","0.250000","0.020000","0.250000","1.000000","0.500000","800.000000","True","2500.000000","4.000000","5.000000","Brute","","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Goblin.Chanter.Normal.Blue""),(TagName=""Character.Monster.Goblin.AllBlue""),(TagName=""Character.Monster.Ranged"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","2.510000","Element.Electric","1.000000","1","1","2","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","10.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Chanter_Red,"/Game/Monsters/gobchanter/gobchanter_red_b.gobchanter_red_b_C","Goblin_Chanter","NSLOCTEXT(""MonstersTable"", ""A841859D43D0CD3FB978588ED8C20242"", ""Goblin Chanter"")","1-100","3-100","1.760000","1.200000","1000","Standard","1.350000","1.000000","0.000000","GoblinName","GoblinPackName","0.250000","0.020000","0.250000","1.000000","0.500000","800.000000","True","2500.000000","4.000000","5.000000","Brute","","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Goblin.Chanter.Normal.Red""),(TagName=""Character.Monster.Goblin.AllRed""),(TagName=""Character.Monster.Ranged"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","2.510000","Element.Fire","1.000000","1","1","2","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","10.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Chanter_Tough,"/Game/Monsters/gobchanter/gobchanter_tough_b.gobchanter_tough_b_C","Goblin_Chanter_Tough","NSLOCTEXT(""MonstersTable"", ""EE14D08E4F600A38A4995AA2A52580B2"", ""Goblin Firedancer"")","1-100","3-100","1.760000","1.200000","1000","Tough","1.350000","1.000000","0.000000","GoblinName","GoblinPackName","0.250000","0.020000","0.250000","1.000000","0.500000","800.000000","True","2500.000000","5.000000","6.000000","Brute","","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Goblin""),(TagName=""Character.Monster.Goblin.AllForest""),(TagName=""Character.Monster.Goblin.Chanter""),(TagName=""Character.Monster.Goblin.Chanter.Firedancer""),(TagName=""Character.Monster.Goblin.Chanter.Firedancer.Forest""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Ranged"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","2.510000","Element.Fire","1.000000","1","1","2","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","5.000000","1.000000","10.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Chanter2,"/Game/Monsters/gobchanter/gobchanter_cave_b.gobchanter_cave_b_C","Goblin_Chanter","NSLOCTEXT(""MonstersTable"", ""4817B10448427AC5D6AA5F9EA7B90D84"", ""Goblin Chanter"")","1-100","3-100","1.760000","1.200000","1000","Standard","1.350000","1.000000","0.000000","GoblinName","GoblinPackName","0.250000","0.020000","0.250000","1.000000","0.500000","800.000000","True","2500.000000","4.000000","5.000000","Brute","","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Goblin""),(TagName=""Character.Monster.Goblin.AllCaves""),(TagName=""Character.Monster.Goblin.Chanter""),(TagName=""Character.Monster.Goblin.Chanter.Normal""),(TagName=""Character.Monster.Goblin.Chanter.Normal.Caves""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","2.510000","Element.Fire","1.000000","1","1","2","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","10.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Chanter2_Tough,"/Game/Monsters/gobchanter/gobchanter_tough_cave_bp.gobchanter_tough_cave_bp_C","Goblin_Chanter_Tough","NSLOCTEXT(""MonstersTable"", ""7AA94F184A14626A7995229ADA1414B0"", ""Goblin Firedancer"")","1-100","3-100","1.760000","1.200000","1000","Tough","1.350000","1.000000","0.000000","GoblinName","GoblinPackName","0.250000","0.020000","0.250000","1.000000","0.500000","800.000000","True","2500.000000","5.000000","6.000000","Brute","","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Goblin""),(TagName=""Character.Monster.Goblin.AllCaves""),(TagName=""Character.Monster.Goblin.Chanter""),(TagName=""Character.Monster.Goblin.Chanter.Firedancer""),(TagName=""Character.Monster.Goblin.Chanter.Firedancer.Caves""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Ranged"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","2.510000","Element.Fire","1.000000","1","1","2","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","5.000000","1.000000","10.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Chucky,"/Game/Monsters/gobgeneric/gobgeneric_chucky_b.gobgeneric_chucky_b_C","Goblin_Chucky","NSLOCTEXT(""MonstersTable"", ""D85D3CA64CA8954763C1429F5CCFAE47"", ""Goblin Hurler"")","1-100","3-100","1.600000","0.600000","0","Standard","1.350000","1.000000","0.000000","GoblinName","GoblinPackName","0.250000","0.020000","0.250000","1.000000","0.500000","800.000000","True","2500.000000","3.000000","3.000000","Popcorn","","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Goblin""),(TagName=""Character.Monster.Goblin.AllForest""),(TagName=""Character.Monster.Goblin.Chucky""),(TagName=""Character.Monster.Goblin.Chucky.Forest""),(TagName=""Character.Monster.Resurrectable""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Ranged"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","2.120000","Element.Fire","1.000000","1","2","4","6","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","5.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Engineer,"/Game/Monsters/gobbrute/goblin_engineer_b.goblin_engineer_b_C","Goblin_Engineer","NSLOCTEXT(""MonstersTable"", ""E593C2334B89DCA277D1278F0CE4BB57"", ""Goblin Engineer"")","1-100","3-100","3.300000","1.000000","0","Tough","1.250000","1.000000","0.000000","GoblinName","GoblinPackName","0.250000","0.020000","0.200000","2.000000","1.000000","800.000000","True","2500.000000","4.000000","5.000000","Brute","","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Goblin""),(TagName=""Character.Monster.Goblin.AllForest""),(TagName=""Character.Monster.Goblin.Engineer""),(TagName=""Character.Monster.Goblin.Engineer.Forest""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.HighHealth""),(TagName=""Character.Monster.Resurrectable""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","4.290000","Element.Fire","1.000000","1","1","3","6","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","4.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Engineer_Red,"/Game/Monsters/gobbrute/goblin_engineer_red_b.goblin_engineer_red_b_C","Goblin_Engineer","NSLOCTEXT(""MonstersTable"", ""5E7E54D94514BC626573B9AF33360060"", ""Goblin Engineer"")","1-100","3-100","3.300000","1.000000","1000","Tough","1.250000","1.000000","0.000000","GoblinName","GoblinPackName","0.250000","0.020000","0.200000","2.000000","1.000000","800.000000","True","2500.000000","4.000000","5.000000","Brute","","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Goblin""),(TagName=""Character.Monster.Goblin.AllRed""),(TagName=""Character.Monster.Goblin.Engineer""),(TagName=""Character.Monster.Goblin.Engineer.Red""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.HighHealth""),(TagName=""Character.Monster.Resurrectable""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","4.290000","Element.Fire","1.000000","1","1","3","6","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","4.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Engineer2,"/Game/Monsters/gobbrute/goblin_engineer_cave_b.goblin_engineer_cave_b_C","Goblin_Engineer","NSLOCTEXT(""MonstersTable"", ""5E7E54D94514BC626573B9AF33360060"", ""Goblin Engineer"")","1-100","3-100","3.300000","1.000000","1000","Tough","1.250000","1.000000","0.000000","GoblinName","GoblinPackName","0.250000","0.020000","0.200000","2.000000","1.000000","800.000000","True","2500.000000","4.000000","5.000000","Brute","","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Goblin""),(TagName=""Character.Monster.Goblin.AllCaves""),(TagName=""Character.Monster.Goblin.Engineer""),(TagName=""Character.Monster.Goblin.Engineer.Caves""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.HighHealth""),(TagName=""Character.Monster.Resurrectable""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","4.290000","Element.Fire","1.000000","1","1","3","6","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","4.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Gunner,"/Game/Monsters/gobgeneric/gobgeneric_gunner_b.gobgeneric_gunner_b_C","Goblin_Gunner","NSLOCTEXT(""MonstersTable"", ""70ACA1114877CF50C65977947474A111"", ""Goblin Gunner"")","1-100","3-100","1.070000","0.670000","1000","Standard","1.750000","1.000000","0.000000","GoblinName","GoblinPackName","0.250000","0.020000","0.200000","1.000000","1.000000","800.000000","True","2500.000000","2.000000","4.000000","Medium","","","","(GameplayTags=((TagName=""Character.Monster.Uncommon""),(TagName=""Character.Monster.Goblin""),(TagName=""Character.Monster.Goblin.AllForest""),(TagName=""Character.Monster.Goblin.Gunner""),(TagName=""Character.Monster.Goblin.Gunner.Normal""),(TagName=""Character.Monster.Goblin.Gunner.Normal.Forest""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Pack""),(TagName=""Character.Monster.Resurrectable""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Ranged"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","1.500000","Element.Fire","1.000000","1","2","3","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","1.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Gunner_Blue,"/Game/Monsters/gobgeneric/gobgeneric_gunner_blue_b.gobgeneric_gunner_blue_b_C","Goblin_Gunner","NSLOCTEXT(""MonstersTable"", ""70ACA1114877CF50C65977947474A111"", ""Goblin Gunner"")","1-100","3-100","1.070000","0.670000","1000","Standard","1.750000","1.000000","0.000000","GoblinName","GoblinPackName","0.250000","0.020000","0.200000","1.000000","1.000000","800.000000","True","2500.000000","2.000000","4.000000","Medium","","","","(GameplayTags=((TagName=""Character.Monster.Uncommon""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Pack""),(TagName=""Character.Monster.Resurrectable""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Goblin.AllBlue""),(TagName=""Character.Monster.Goblin.Gunner.Normal.Blue""),(TagName=""Character.Monster.Ranged"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","(GameplayTags=((TagName=""Currency.Monster.Goblin"")))","1.500000","Element.Physical","1.000000","1","2","3","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","1.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Gunner_Intro_Double,"/Game/Monsters/gobgeneric/gobgeneric_gunner_b.gobgeneric_gunner_b_C","Goblin_Gunner_Intro","NSLOCTEXT(""MonstersTable"", ""4805AA6F4D06299CEDFE569A9EF40254"", ""Goblin Raider"")","1-100","3-100","0.530000","0.670000","1000","Popcorn","1.750000","1.000000","0.000000","GoblinName","GoblinPackName","0.250000","0.020000","0.250000","0.400000","0.750000","800.000000","True","2500.000000","2.000000","4.000000","Medium","","","","(GameplayTags=((TagName=""Character.Monster.IntroGoblin""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Ranged"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","0.860000","Element.Fire","1.000000","2","2","2","2","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","1.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
