---,RowType,NoPickWeight,MinLevel,bErrorIfOutputIsEmpty,EntryType1,Entry1,WeightOrCount1,EntryType2,Entry2,WeightOrCount2,EntryType3,Entry3,WeightOrCount3,EntryType4,Entry4,WeightOrCount4,EntryType5,Entry5,WeightOrCount5,EntryType6,Entry6,WeightOrCount6,EntryType7,Entry7,WeightOrCount7,EntryType8,Entry8,WeightOrCount8,EntryType9,Entry9,WeightOrCount9,EntryType10,Entry10,WeightOrCount10,EntryType11,Entry11,WeightOrCount11,DataCurves,Entries,Notes
SpawnWolf01,"All","0","0","False","AddMinionByName","Wolf01","1","GoToMinionSpawnRow","AddSkill_Random_Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","Brown Wolf"
SpawnWolf02,"All","0","0","False","AddMinionByName","Wolf02","1","GoToMinionSpawnRow","AddSkill_Random_Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","White Wolf"
SpawnWolf03,"All","0","0","False","AddMinionByName","Wolf03","1","GoToMinionSpawnRow","AddSkill_Random_Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","Grey Wolf"
AddSkill_Random_Common,"Pick","0","0","False","AddSkillByName","PetBuff_BattleCry","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
AddSkill_Random_Magic,"Pick","0","0","False","AddSkillByName","PetBuff_BattleCry","1","AddSkillByName","PetBuff_DefensivePosture","1","AddSkillByName","PetAura_BlockChance","1","AddSkillByName","PetAura_MovementSpeed","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
AddSkill_Random_Rare,"Pick","0","0","False","AddSkillByName","PetBuff_DefensivePosture","3","AddSkillByName","PetAura_BlockChance","3","AddSkillByName","PetAura_MovementSpeed","3","AddSkillByName","PetAura_Defense","1","AddSkillByName","PetBuff_HealingFriendship","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
AddSkill_Random_Legendary,"Pick","0","0","False","AddSkillByName","PetDebuff_ScreechingStun","1","AddSkillByName","PetAura_CritChance","1","AddSkillByName","PetBuff_HealingFriendship","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
AddSkill_HealingFriendship,"All","0","0","False","AddSkillByName","PetBuff_HealingFriendship","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
AddSkill_Random_PetBuff,"Pick","0","0","False","AddSkillByName","PetBuff_BattleCry","1","AddSkillByName","PetBuff_MenacingSound","1","AddSkillByName","PetBuff_DefensivePosture","1","AddSkillByName","PetBuff_HealingFriendship","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
AddSkill_BattleCry,"All","0","0","False","AddSkillByName","PetBuff_BattleCry","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
