---,RowType,NoPickWeight,MinLevel,bErrorIfOutputIsEmpty,bRetryIfPickIsEmpty,EntryType1,Entry1,WeightOrCount1,EntryType2,Entry2,WeightOrCount2,EntryType3,Entry3,WeightOrCount3,EntryType4,Entry4,WeightOrCount4,EntryType5,Entry5,WeightOrCount5,EntryType6,Entry6,WeightOrCount6,EntryType7,Entry7,WeightOrCount7,EntryType8,Entry8,WeightOrCount8,EntryType9,Entry9,WeightOrCount9,EntryType10,Entry10,WeightOrCount10,EntryType11,Entry11,WeightOrCount11,DataCurves,Entries,Notes
GiveFortProps_LesserJourneyUnknown_2,"Pick","0","0","True","True","GoToFortPropSpawnRow","GiveFortProp_Deco_Lamp_Street_01","1","GoToFortPropSpawnRow","GiveFortProp_Deco_Lamp_Street_02","1","GoToFortPropSpawnRow","GiveFortProp_Deco_Telescope_01","1","GoToFortPropSpawnRow","GiveFortProp_Deco_Well_01","1","GoToFortPropSpawnRow","GiveFortProp_Deco_Well_02","1","GoToFortPropSpawnRow","GiveFortProp_Deco_Table_Wood_Plain_01","1","GoToFortPropSpawnRow","GiveFortProp_Deco_Table_Wood_Runner_01","1","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProps_LesserJourneyUnknown_3,"Pick","0","0","True","True","GoToFortPropSpawnRow","GiveFortProp_Deco_YardOrnament_01","1","GoToFortPropSpawnRow","GiveFortProp_Deco_Tent_White_01","1","GoToFortPropSpawnRow","GiveFortProp_Deco_ITU_Bathtub_01","1","GoToFortPropSpawnRow","GiveFortProp_Deco_WaterPump_01","1","GoToFortPropSpawnRow","GiveFortProp_Deco_ITU_Wall_Wood_02_x2","1","GoToFortPropSpawnRow","GiveFortProp_Deco_ITU_Wall_Wood_01_x2","1","GoToFortPropSpawnRow","GiveFortProp_Deco_ITU_Arch_Wood_01_x2","1","GoToFortPropSpawnRow","GiveFortProp_Deco_ITU_Column_Wood_01_x4","1","None","","0","None","","0","None","","0","None","",""
GiveFortProps_LesserJourneyUnknown_4,"Pick","0","0","True","True","GoToFortPropSpawnRow","GiveFortProp_Deco_Wall_WoodMoss_01_x2","1","GoToFortPropSpawnRow","GiveFortProp_Deco_Wall_WoodWindowMoss_01_x2","1","GoToFortPropSpawnRow","GiveFortProp_Deco_Arch_WoodMoss_01_x2","1","GoToFortPropSpawnRow","GiveFortProp_Deco_Column_WoodMoss_01_x4","1","GoToFortPropSpawnRow","GiveFortProp_Deco_ChickenCoop_01","1","GoToFortPropSpawnRow","GiveFortProp_Deco_ITU_Bed_01","1","GoToFortPropSpawnRow","GiveFortProp_Deco_WantedSign_01","1","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProps_GreaterJourneyUnknown,"All","0","0","False","False","AddFortPropByFilter","Fort.Prop.Deco.JourneyUnknown.Greater","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_Fin_01_x2,"All","0","0","False","False","AddFortPropByName","Gcave_fin_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_Fin_02_x2,"All","0","0","False","False","AddFortPropByName","Gcave_fin_02","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_Fin_03_x2,"All","0","0","False","False","AddFortPropByName","Gcave_fin_03","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_spikewall_01_x2,"All","0","0","False","False","AddFortPropByName","Gcave_spikewall_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_bonewall_01_x2,"All","0","0","False","False","AddFortPropByName","Gcave_bonewall_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_spikepost_01_x2,"All","0","0","False","False","AddFortPropByName","Gcave_spikepost_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_banner_01_x2,"All","0","0","False","False","AddFortPropByName","Gcave_banner_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_shack_01,"All","0","0","False","False","AddFortPropByName","Gcave_shack_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_stalagmite_01,"All","0","0","False","False","AddFortPropByName","Gcave_stalagmite_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_smallrocks_01_x2,"All","0","0","False","False","AddFortPropByName","Gcave_smallrocks_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_carvedrocks_01,"All","0","0","False","False","AddFortPropByName","Gcave_carvedrocks_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_entrance_01,"All","0","0","False","False","AddFortPropByName","Gcave_entrance_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_entrance_02,"All","0","0","False","False","AddFortPropByName","Gcave_entrance_02","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_minecart_01_x2,"All","0","0","False","False","AddFortPropByName","Gcave_minecart_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_minecart_02_x2,"All","0","0","False","False","AddFortPropByName","Gcave_minecart_02","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Cauldron_Goblin,"All","0","0","False","False","AddFortPropByName","Cauldron_Goblin","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_haypile_01,"All","0","0","False","False","AddFortPropByName","Gcave_haypile_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_haypile_02_x2,"All","0","0","False","False","AddFortPropByName","Gcave_haypile_02","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_totemcolumn_01_x2,"All","0","0","False","False","AddFortPropByName","Gcave_totemcolumn_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_totemcolumn_02,"All","0","0","False","False","AddFortPropByName","Gcave_totemcolumn_02","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Column_GoblinGate_01_x2,"All","0","0","False","False","AddFortPropByName","Column_GoblinGate_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gobrr_woodjunk_01_x2,"All","0","0","False","False","AddFortPropByName","Gobrr_woodjunk_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gobrr_fishingpile_01_x2,"All","0","0","False","False","AddFortPropByName","Gobrr_fishingpile_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_candles_01_x4,"All","0","0","False","False","AddFortPropByName","Gcave_candles_01","4","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_mushrooms_01_x4,"All","0","0","False","False","AddFortPropByName","Gcave_mushrooms_01","4","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_mushrooms_02_x4,"All","0","0","False","False","AddFortPropByName","Gcave_mushrooms_02","4","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_EmberCrystals_01_x2,"All","0","0","False","False","AddFortPropByName","EmberCrystals_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_mushrooms_03_x4,"All","0","0","False","False","AddFortPropByName","Gcave_mushrooms_03","4","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Gcave_mushrooms_04_x4,"All","0","0","False","False","AddFortPropByName","Gcave_mushrooms_04","4","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Mushrooms_Goblin_01_x4,"All","0","0","False","False","AddFortPropByName","Mushrooms_Goblin_01","4","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Bench_Wood_Bare_01,"All","0","0","False","False","AddFortPropByName","Bench_Wood_Bare_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Stool_Wood_Bare_01_x2,"All","0","0","False","False","AddFortPropByName","Stool_Wood_Bare_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Table_Wood_Bare_01,"All","0","0","False","False","AddFortPropByName","Table_Wood_Bare_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_ITU_Globe_01,"All","0","0","False","False","AddFortPropByName","ITU_Globe_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_ITU_Rug_01_x2,"All","0","0","False","False","AddFortPropByName","ITU_Rug_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Rug_BearskinWhite_01,"All","0","0","False","False","AddFortPropByName","Rug_BearskinWhite_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Rug_BearskinBrown_01,"All","0","0","False","False","AddFortPropByName","Rug_BearskinBrown_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Rug_Cowskin_01,"All","0","0","False","False","AddFortPropByName","Rug_Cowskin_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Lamp_Street_01,"All","0","0","False","False","AddFortPropByName","Lamp_Street_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Lamp_Street_02,"All","0","0","False","False","AddFortPropByName","Lamp_Street_02","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Telescope_01,"All","0","0","False","False","AddFortPropByName","Telescope_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Well_01,"All","0","0","False","False","AddFortPropByName","Well_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Well_02,"All","0","0","False","False","AddFortPropByName","Well_02","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Table_Wood_Plain_01,"All","0","0","False","False","AddFortPropByName","Table_Wood_Plain_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Table_Wood_Runner_01,"All","0","0","False","False","AddFortPropByName","Table_Wood_Runner_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_YardOrnament_01,"All","0","0","False","False","AddFortPropByName","YardOrnament_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Tent_White_01,"All","0","0","False","False","AddFortPropByName","Tent_White_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_ITU_Bathtub_01,"All","0","0","False","False","AddFortPropByName","ITU_Bathtub_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_WaterPump_01,"All","0","0","False","False","AddFortPropByName","WaterPump_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_ITU_Wall_Wood_02_x2,"All","0","0","False","False","AddFortPropByName","ITU_Wall_Wood_02","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_ITU_Wall_Wood_01_x2,"All","0","0","False","False","AddFortPropByName","ITU_Wall_Wood_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_ITU_Arch_Wood_01_x2,"All","0","0","False","False","AddFortPropByName","ITU_Arch_Wood_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_ITU_Column_Wood_01_x4,"All","0","0","False","False","AddFortPropByName","ITU_Column_Wood_01","4","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Wall_WoodMoss_01_x2,"All","0","0","False","False","AddFortPropByName","Wall_WoodMoss_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Wall_WoodWindowMoss_01_x2,"All","0","0","False","False","AddFortPropByName","Wall_WoodWindowMoss_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Arch_WoodMoss_01_x2,"All","0","0","False","False","AddFortPropByName","Arch_WoodMoss_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_Column_WoodMoss_01_x4,"All","0","0","False","False","AddFortPropByName","Column_WoodMoss_01","4","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_ChickenCoop_01,"All","0","0","False","False","AddFortPropByName","ChickenCoop_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_ITU_Bed_01,"All","0","0","False","False","AddFortPropByName","ITU_Bed_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GiveFortProp_Deco_WantedSign_01,"All","0","0","False","False","AddFortPropByName","WantedSign_01","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
