---,SkillClass,CharacterTag,Animation,AnimationOverride,MaximumSkillLevel,MinimumSkillLevel,EmberWeaponUnlockLevel,bShowSkillLevel,GameplayTags,ExclusiveTags,RequiredSkillTab,RequiredPointsInSkillTab,TraitMode,TraitString,PerLevelDisplayTexts,PerLevelDisplayCategories,TraitCurve1,TraitCurve2,TraitCurve3,TraitCurve4,Tier1TraitString,Tier1DisplayText,Tier2TraitString,Tier2DisplayText,Tier3TraitString,Tier3DisplayText,bCanNeverBeUnlocked,bHiddenBehindCheats,SkillPanelRow,SkillPanelColumn,TryStatusEffect,TryDuration,DefaultSkillSet,DefaultSkillSlot,Notes
DM_Damnation,"/Game/Skills/Blueprints/DuskMage/Skill_Damnation.Skill_Damnation_C","Character.Player.DuskMage","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.DuskMage.Dark""),(TagName=""Skill.Cooldown.DuskMage"")))","(GameplayTags=)","(RowName=""DM_Dark"")","10","Default","DurationPctBySkillName|DM_Damnation=.0425","(NSLOCTEXT(""SkillsTable"", ""86E6B38441BEC53DC68336AD02120069"", ""Damnation Duration""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.DuskMage.Milestone.Damnation1=1","NSLOCTEXT(""SkillsTable"", ""51F795474888A6252C65A095A3D6B6DB"", ""Hitting an enemy affected by Damnation returns 5% Mana (1 sec. Cooldown)"")","CooldownPctBySkillTag|Skill.Emberweapon=-.2","NSLOCTEXT(""SkillsTable"", ""45074CC64BB5A213AD9D43AF0F67A260"", ""-20% to Relic Active Skill Cooldowns"")","SkillModifier|Skill.DuskMage.Milestone.Damnation2=1","NSLOCTEXT(""SkillsTable"", ""472927E14B4069BB73C810881028F5FF"", ""Damnation Immobilizes enemies for 1 sec."")","False","False","1","3","(RowName="""")","30.000000","Default","Skill00",""
DM_ShadowStep,"/Game/Skills/Blueprints/DuskMage/Skill_ShadowStep.Skill_ShadowStep_C","Character.Player.DuskMage","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.DuskMage.Dark""),(TagName=""Skill.Active""),(TagName=""Skill.Cooldown.DuskMage"")))","(GameplayTags=)","(RowName=""DM_Dark"")","15","Default","CooldownPctBySkillName|DM_Shadowstep=-.0205","(NSLOCTEXT(""SkillsTable"", ""00C529564EE6E3F404A525AFFBCBCC96"", ""Cooldown for Shadowstep""))","(NSLOCTEXT(""SkillsTable"", ""DM_ShadowStep_PerLevelDisplayCategories_Index0"", """"),NSLOCTEXT(""SkillsTable"", ""6589F09F475E30283CC37EBDB10C7BF4"", ""Consecration""))","PerLevelByOnes","None","None","None","SkillModifier|Skill.DuskMage.Milestone.ShadowStep1=1","NSLOCTEXT(""SkillsTable"", ""B415D0854C5E91497BBBECB0ADC8BDB3"", ""Hit enemies at starting location and gain 5% Mana per enemy hit"")","Energy.Regen.Multiplier=.15","NSLOCTEXT(""SkillsTable"", ""EB762AD74C6E2AE5B59D3B9BB31764E2"", ""15% increased Mana Regeneration"")","ShadowStepCharges.Max=1","NSLOCTEXT(""SkillsTable"", ""4A8B511C4B24388A2C9A24BFBD1C768A"", ""Shadowstep now has 4 charges"")","False","False","2","4","(RowName="""")","30.000000","Default","Skill00",""
DM_LightSpear,"/Game/Skills/Blueprints/DuskMage/Skill_Lightspear.Skill_Lightspear_C","Character.Player.DuskMage","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.DuskMage.Light"")))","(GameplayTags=)","(RowName=""DM_Light"")","15","Default","SkillDamageFactorMultiplier|DM_LightSpear=0.255","(NSLOCTEXT(""SkillsTable"", ""73E04D3C4686ED4FED7C8183318C096A"", ""Damage for Light Spear""))","(NSLOCTEXT(""SkillsTable"", ""DM_LightSpear_PerLevelDisplayCategories_Index0"", """"),NSLOCTEXT(""SkillsTable"", ""D190F8A949B47757D9F95A8B687D38AD"", ""Light Skills""))","PerLevelByOnes","None","None","None","SkillModifier|SKill.DuskMage.Milestone.LightSpear1=1","NSLOCTEXT(""SkillsTable"", ""8C750BD240C438752C0C05B6B81583C8"", ""While Holy Charged, heal 3% total Health per enemy hit with Light Spear"")","MiscBonusBySkillName|DM_LightSpear=.5","NSLOCTEXT(""SkillsTable"", ""54D9D25D467CC70DEBADD48C4AA5E368"", ""+50% Holy Charge duration"")","SkillModifier|Skill.DuskMage.Milestone.LightSpear2=1","NSLOCTEXT(""SkillsTable"", ""C9B12F394C4FC95DEEA43DA3B3D05C88"", ""While Unholy Charged, throw a 2nd Dark Spear"")","False","False","1","4","(RowName="""")","30.000000","Default","Skill00",""
DM_EnergySpike,"/Game/Skills/Blueprints/DuskMage/Skill_EnergySpike.Skill_EnergySpike_C","Character.Player.DuskMage","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.DuskMage.Dark"")))","(GameplayTags=)","(RowName=""DM_Dark"")","15","Default","SkillDamageFactorMultiplier|DM_EnergySpike=0.042","(NSLOCTEXT(""SkillsTable"", ""74CCFCF84F05A0E8145D90A5C89ED404"", ""Energy Spike damage""))","(NSLOCTEXT(""SkillsTable"", ""DM_EnergySpike_PerLevelDisplayCategories_Index0"", """"),NSLOCTEXT(""SkillsTable"", ""6AAF28054D17623F84E8C9A572BDBE00"", ""Light Skills""))","PerLevelByOnes","None","None","None","SkillModifier|Skill.DuskMage.Milestone.EnergySpike1=1","NSLOCTEXT(""SkillsTable"", ""01640B004A71EA486A7806BE4A0B700D"", ""When Unholy Charged, you fire an extra Energy Spike"")","MiscBonusBySkillName|DM_EnergySpike=0.5","NSLOCTEXT(""SkillsTable"", ""6F431A94414AA5FB464ADF90B807D477"", ""+50% Unholy Charge duration"")","SkillModifier|Skill.DuskMage.Milestone.EnergySpike2=1","NSLOCTEXT(""SkillsTable"", ""7CCA072C46740756EF5E15A213FD3B50"", ""If Holy Charged, you fire 2 extra Energy Spikes"")","False","False","0","4","(RowName=""TrySkill_DM_EnergySpike"")","30.000000","Default","Skill00",""
Forged_RapidFire,"/Game/Skills/Blueprints/Forged/Skill_Forged_ShootCannon.Skill_Forged_ShootCannon_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat"")))","(GameplayTags=)","(RowName="""")","0","Default","SkillDamageFactorMultiplier|Forged_RapidFire=0.0425;","(NSLOCTEXT(""SkillsTable"", ""BD1370E448256DF3D66691B97DE52B27"", ""Rapid Fire damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.RapidFire1=1","NSLOCTEXT(""SkillsTable"", ""950A785A4FE1C1876526EEB46EE71812"", ""Rapid Fire Boost can stack 3 more times"")","DamagePctBySkillTag|Skill.Forged.Ranged=0.2","NSLOCTEXT(""SkillsTable"", ""C1D6109B4A59666BD90F1C97E4B40DD3"", ""+20% Barrage Skill Damage"")","SkillModifier|Skill.Forged.Milestone.RapidFire2=1","NSLOCTEXT(""SkillsTable"", ""0B8AB234438C69305285CEA51874ACD8"", ""Every 10th shot of Rapid Fire also shoots a Slug Shot, dealing Rapid Fire\'s current Weapon Damage"")","False","False","1","0","(RowName="""")","30.000000","Default","Skill00",""
Forged_RapidStrike,"/Game/Skills/Blueprints/Forged/Skill_Forged_RapidStrike.Skill_Forged_RapidStrike_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Forged.Melee"")))","(GameplayTags=)","(RowName="""")","0","Default","SkillDamageFactorMultiplier|Forged_RapidStrike=0.068","(NSLOCTEXT(""SkillsTable"", ""B88ACDAB4E087941482F09A5DB5A65F4"", ""Rapid Strike damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.RapidStrike1=1","NSLOCTEXT(""SkillsTable"", ""DC1B6C154F3C937888D6C79A1A55EAFC"", ""Rapid Strike hits an additional 2 times"")","DamagePctBySkillTag|Skill.Forged.Melee=0.2","NSLOCTEXT(""SkillsTable"", ""C94990454AC245127AB2C8B081C5D41A"", ""+20% Brawl Skills Damage"")","SkillModifier|Skill.Forged.Milestone.RapidStrike2=1","NSLOCTEXT(""SkillsTable"", ""48AA2FDA4B263EC811BDE4BA07D250C9"", ""Unfinished -- Check Back Soon!"")","False","False","1","0","(RowName=""TrySkill_Forged_RapidStrike"")","30.000000","Default","Skill00",""
Forged_RocketBarrage,"/Game/Skills/Blueprints/Forged/Skill_Forged_RocketBarrage.Skill_Forged_RocketBarrage_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.Vent""),(TagName=""Skill.Cooldown.Forged"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","1","Default","SkillDamageFactorMultiplier|Forged_RocketBarrage=0.068;","(NSLOCTEXT(""SkillsTable"", ""70F45896495808330E4D44BD2973ACD4"", ""Coal Launch Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.CoalLaunch1=1","NSLOCTEXT(""SkillsTable"", ""FAABCD774C00958297D92A8F5FC85D6E"", ""Coal Launch fires an additional large coal that hits for a second impact on the targeted position for Coal Launch\'s current weapon damage"")","DamagePctByStatusEffectTag|StatusEffect.Burning=.25","NSLOCTEXT(""SkillsTable"", ""C8A980C14CC3110C3A72F8BCF881421C"", ""+25% damage to burning enemies"")","SkillModifier|Skill.Forged.Milestone.CoalLaunch2=1","NSLOCTEXT(""SkillsTable"", ""2EE9330147ADAE90B9E04C86915B26C4"", ""Increase the size of the burning Coal Launch area by 50%"")","False","False","0","1","(RowName=""TrySkill_Forged_RocketBarrage"")","30.000000","Default","Skill00",""
Forged_Lodestone,"/Game/Skills/Blueprints/Forged/Skill_Forged_Lodestone.Skill_Forged_Lodestone_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Forged.Melee""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.Vent""),(TagName=""Skill.Cooldown.Forged"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","1","Default","CooldownPctBySkillName|Forged_Lodestone=-.0425","(NSLOCTEXT(""SkillsTable"", ""B94080D44E07A6416432C6B0E8AA90C3"", ""Vortex Bomb Cooldown""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.VortexBomb1=1","NSLOCTEXT(""SkillsTable"", ""528987974A77EA5D59AB778BDED117D9"", ""Double Armor Bonus lasts for 4 sec. after using Vortex Bomb"")","RandomBonusPctBySkillName|Forged_RammingRobot=.2","NSLOCTEXT(""SkillsTable"", ""7D010A3545270AC401612E98B9127A6C"", ""+20% damage reduction in melee combat"")","SkillModifier|Skill.Forged.Milestone.VortexBomb2=1","NSLOCTEXT(""SkillsTable"", ""5543D4144A4795D657F8D1A80D2BCE40"", ""Using Vortex Bomb lobs 4 Fire Bombs that deal skill\'s current Weapon Damage in an area on impact"")","False","False","2","1","(RowName="""")","30.000000","Default","Skill00",""
Forged_ShotgonneBlast,"/Game/Skills/Blueprints/Forged/Skill_Forged_CannonBlast.Skill_Forged_CannonBlast_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","1","Default","SkillDamageFactorMultiplier|Forged_ShotgonneBlast=0.0595;ForgedHeat.Regen.Multiplier=.04032","(NSLOCTEXT(""SkillsTable"", ""75F9FD6D454C7B5CFA4863A7C6CC4E7E"", ""Shotgonne Blast Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.ShotgonneBlast=1","NSLOCTEXT(""SkillsTable"", ""9B27899C469D48808D94C085ACC52A1C"", ""Shotgonne Blast gains 40% chance to Knockback enemies"")","ForgedHeat.Regen.Multiplier=.2","NSLOCTEXT(""SkillsTable"", ""620D311B435666130B159280509A0A4D"", ""+20% Heat Dissipation"")","SkillModifier|Skill.Forged.Milestone.ShotgonneBlast2=1","NSLOCTEXT(""SkillsTable"", ""E2C92F214FBB9E30DDE9FBB2A6B805C5"", ""While above 50% Heat Shotgonne Blast fires a piercing, flaming projectile, dealing skill\'s current Weapon Damage"")","False","False","2","1","(RowName=""TrySkill_Forged_ShotgonneBlast"")","30.000000","Default","Skill00",""
Forged_CycloneMode,"/Game/Skills/Blueprints/Forged/Skill_Forged_DashAttack.Skill_Forged_DashAttack_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Forged.Melee""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","10","Default","SkillDamageFactorMultiplier|Forged_CycloneMode=0.0425","(NSLOCTEXT(""SkillsTable"", ""B31AF60E4E36874DA74F54AB22A11BE4"", ""Cyclone Mode Damage""))","","PerLevelByOnes","None","None","None","EnergyCostPctBySkillName|Forged_CycloneMode=-0.3","NSLOCTEXT(""SkillsTable"", ""4DAC839343E86DD72A383188BC3DC12A"", ""-30% Cyclone Mode Heat cost"")","ProcChance|HealOnBrawlHit=.15","NSLOCTEXT(""SkillsTable"", ""39FD43CD498732C227B9719829AFD8AA"", ""15% chance to heal for 3% total Health on hit for Brawl skills (2 sec. cooldown)"")","SkillModifier|Skill.Forged.Milestone.CycloneMode1=1","NSLOCTEXT(""SkillsTable"", ""A94DB7B0487EB0FE78D4B3A6F6533521"", ""After channeling Cyclone Mode for 1 sec.,  you explode for 100% Weapon Damage every second"")","False","False","0","3","(RowName=""TrySkill_Forged_CycloneMode"")","30.000000","Default","Skill00",""
