---,DisplayName,BaseMonster,AffixString,ShouldSpawnReturnPortal,DestroyAllMonstersOnDie,ScaleMultiplier,HitpointBonusMultiplier,DamageBonusMultiplier,SpeedBonusMultiplier,ExperienceBonusMultiplier,AggroRadius,bShouldTether,ChaseRadius,IgnoreMinionChance,StatusEffect,ItemSpawn,TraitString1,TraitString2,TraitString3,ItemSpawnGameplayTags,Notes
Goblin_Brute_Story_Boss2,"NSLOCTEXT(""BossTable"", ""529D7C4647D0D8DD352D7DB8E0F90651"", ""The Overseer"")","(RowName=""Goblin_Brute"")","","True","True","1.600000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
Goblin_Brute_Story_Boss3,"NSLOCTEXT(""BossTable"", ""6195D80649870C961E33FF86ED106F75"", ""Thunderthighs"")","(RowName=""Goblin_Brute_Boss2"")","Health","True","True","1.600000","36.000000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Indoors_Arena.StatusEffect_MiniBoss_Indoors_Arena_C","Boss","KnockbackResistance=1","Energy.Max=4;Energy.RegenMax=4;Energy.Regen=4","","None",""
GoblinBomber_Story_Boss,"NSLOCTEXT(""BossTable"", ""E403C7674BEED5A809D73AB869F4AD2D"", ""Slobby Short-Fuse, Goblin Interloper"")","(RowName=""Goblin_Bomber_Boss"")","","False","True","1.350000","36.000000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss_NoFame","KnockbackResistance=1","","","None",""
GoblinBrute_Rando_Boss,"NSLOCTEXT(""BossTable"", ""098532CD45247B94A213ABA016695966"", ""Husky, Ratsmasher"")","(RowName=""Goblin_Brute"")","Immolator","True","False","1.250000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
GoblinBrute_RandoBoss2,"NSLOCTEXT(""BossTable"", ""842A26274B19BEE088FC5B843313E4A8"", ""Chunk, Burninator"")","(RowName=""Goblin_Brute"")","Blazing","True","False","1.250000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
GoblinChanter_Rando_Boss,"NSLOCTEXT(""BossTable"", ""A874318E42A6E51680914A939BED3B6B"", ""Puke, the Dirty One"")","(RowName=""Goblin_Chanter"")","Toxic","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
GoblinChanter_Rando_Boss2,"NSLOCTEXT(""BossTable"", ""65C9F59C4D3EEF0D6EFA719C5E2F3F30"", ""Deadmaster Retchbreath"")","(RowName=""Goblin_Chanter2"")","Fast","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Retchbreath.StatusEffect_MiniBoss_Retchbreath_C","Boss","KnockbackResistance=1","","","None",""
GoblinChanter_Rando_Boss3,"NSLOCTEXT(""BossTable"", ""6D9253DB4BB979C81B2F259F18F6DB89"", ""Soulkeeper"")","(RowName=""Goblin_Chanter"")","","True","True","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
GoblinChanter_Rando_Boss4,"NSLOCTEXT(""BossTable"", ""B0B85E47480901F5B5300FA0E26251C1"", ""Uncle Burny"")","(RowName=""Goblin_Chanter_Tough"")","Blazing","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
GoblinChanter_Story_Boss,"NSLOCTEXT(""BossTable"", ""29EF6AE04E415E5EADE33A8FF97A9F6B"", ""Stinkshanks, Master of Potions"")","(RowName=""Goblin_Chanter2"")","Blazing","False","True","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Retchbreath.StatusEffect_MiniBoss_Retchbreath_C","Boss","KnockbackResistance=1","","","None",""
GoblinChanter_Side_Boss,"NSLOCTEXT(""BossTable"", ""9376101345C33FFC27918385314906DE"", ""Pyro, Goblin Chieftain"")","(RowName=""Goblin_Chanter"")","","True","True","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
GoblinEngineer_GoblinForest1,"NSLOCTEXT(""BossTable"", ""BA790E8E4D856D7CF09A318903392F55"", ""Chief Lugnut"")","(RowName=""Goblin_Engineer"")","Smartest of Goblins","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Champion_Unique","KnockbackResistance=1","","","None",""
GoblinEngineer_Rando_Boss,"NSLOCTEXT(""BossTable"", ""4F1B0CCD439BF066117ED89CA3925DA6"", ""Roughboy, the Troublemaker"")","(RowName=""Goblin_Engineer"")","Immolator","True","False","1.250000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
GoblinEngineer_Story_Boss,"NSLOCTEXT(""BossTable"", ""F0D028724728999F2C544684FDE89F65"", ""Olgarth"")","(RowName=""Goblin_Engineer2"")","Invigorated","True","True","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss_Olgarth.StatusEffect_Boss_Olgarth_C","Story_Boss_Drop","KnockbackResistance=1","","","None",""
GoblinEngineer_Story_Boss2,"NSLOCTEXT(""BossTable"", ""0DC79A484DBED7D4ADD2118B8951FC1A"", ""Chief Wingnut"")","(RowName=""Goblin_Engineer"")","Blazing","True","True","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","","","","None",""
GoblinGunner_Rando_Boss,"NSLOCTEXT(""BossTable"", ""CB2A543B45CA681656989C80507A32D9"", ""Lazy Eye, Sniper of Pets"")","(RowName=""Goblin_Gunner"")","Knockback","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
GoblinGunner_Rando_Boss2,"NSLOCTEXT(""BossTable"", ""476FA6684696ED91B68B35AD987E5AEC"", ""Nugget, Cave Squatter"")","(RowName=""Goblin_Gunner2"")","Fast","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
GoblinGunner_Rando_Boss3,"NSLOCTEXT(""BossTable"", ""9549D9404A9F2EC963F7E2A5452DDA99"", ""Shooty, Stockpile Guard"")","(RowName=""Goblin_Gunner2_Tough"")","Nimble","True","True","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
GoblinGunner_Rando_Boss4,"NSLOCTEXT(""BossTable"", ""330E11C442DA98E1BF264DA567FB4AFB"", ""Peanut"")","(RowName=""Goblin_Gunner"")","Nimble","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
GoblinInfested_Rando_Boss,"NSLOCTEXT(""BossTable"", ""0F56437A4D7F5951462E64BFC71FDEF8"", ""Gobnab"")","(RowName=""Goblin_Infested"")","Invigorated","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
GoblinInfested_Rando_Boss2,"NSLOCTEXT(""BossTable"", ""D42F34FF4C5FC2AAEE8A12B130DBB62D"", ""Grub-Grub"")","(RowName=""Goblin_Infested"")","Toxic","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
GoblinMiner_Rando_Boss,"NSLOCTEXT(""BossTable"", ""1B0DEDE7432EE43FEC26AAA6822EC214"", ""Overseer Hatelash"")","(RowName=""Goblin_Miner"")","Knockback","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
GoblinRider_Story_Boss,"NSLOCTEXT(""BossTable"", ""15FBA2DB4C8771741893A183F5249DAF"", ""Dogjockey, Yapper\'s Rival"")","(RowName=""Goblin_Rider"")","Knockback;Fast","True","True","1.250000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
GoblinRiderBeast_Rando_Boss,"NSLOCTEXT(""BossTable"", ""CB0D149D4723A52AC3A48FAF144A876F"", ""Hungry Hound"")","(RowName=""Goblin_RiderBeast"")","Damage","True","True","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
GoblinRiderBeast_Rando_Boss2,"NSLOCTEXT(""BossTable"", ""8229308D4EAB98D79D5EE4AA505ACC68"", ""Slobberjaw, Rabid Goblin Hound"")","(RowName=""Goblin_RiderBeast"")","Stun","True","True","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
GoblinStabby_Rando_Boss,"NSLOCTEXT(""BossTable"", ""5CD8DF6645C348DAF07D6DA1940E9CE4"", ""Stabby, Taker of Men"")","(RowName=""Goblin_Stabby"")","Fast","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Stabby.StatusEffect_MiniBoss_Stabby_C","Boss","KnockbackResistance=1","","","None",""
GoblinStabby_Rando_Boss2,"NSLOCTEXT(""BossTable"", ""249654B84336CB2B15119C9C966941AE"", ""Shabby, Failure of Goblins"")","(RowName=""Goblin_Stabby"")","Nimble","True","True","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
GoblinStabby_Rando_Boss3,"NSLOCTEXT(""BossTable"", ""481B044D4FE8D14ECB28EFB07B6B84F8"", ""Heretic Guzzlebum"")","(RowName=""Goblin_Stabby"")","Knockback","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
GoblinStabby_Story,"NSLOCTEXT(""BossTable"", ""87256DAB4113354DE9C71CA8A07C6936"", ""Stickyfinga, Goblin Trader"")","(RowName=""Goblin_Stabby"")","Fast","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
GoblinStabby_Story_Boss,"NSLOCTEXT(""BossTable"", ""4DD67D5E4339C456FE6DED8EEBD6C445"", ""Yapper, Goblin Raider"")","(RowName=""Goblin_Stabby_Yapper"")","","False","True","0.000000","10.000000","2.000000","0.000000","45.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Yapper.StatusEffect_Champion_Yapper_C","Champion","KnockbackResistance=1","","","None",""
Mimic_TreasureChest_Rando_Boss,"NSLOCTEXT(""BossTable"", ""57CEBD6948B01D525EA061AB1917D7CE"", ""Lockjaw, Vengeance Chest"")","(RowName=""Mimic_TreasureChest"")","Fast","True","False","1.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss.StatusEffect_Boss_C","Boss","KnockbackResistance=1","","","None","DQ_CursedCoin"
MimicChest_Rando_Boss,"NSLOCTEXT(""BossTable"", ""CD2D5EBF40F1155F9901CF8EB816FD9D"", ""Hang-Ree"")","(RowName=""Mimic_TreasureChest"")","Fast","False","False","1.600000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
Mossrat_Story_Boss,"NSLOCTEXT(""BossTable"", ""E1EF665A420E8A4A5026B6BF9386CA09"", ""Carrion Killer"")","(RowName=""Mossrat_Tough"")","Fast","True","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
NetherimBrute_Rando_Boss,"NSLOCTEXT(""BossTable"", ""DF3A0C5E42A0261577CFF8A00333E701"", ""Lord Zog-Kuru"")","(RowName=""Netherim_Brute"")","Fast","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss.StatusEffect_Boss_C","Boss","KnockbackResistance=1","","","None","TFR-14090"
NetherimBrute_Rando_Boss2,"NSLOCTEXT(""BossTable"", ""A698612E4725813A7193F2931D837D83"", ""B\'hemau"")","(RowName=""Netherim_BruteChampion"")","","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
NetherimBrute_Story_Boss,"NSLOCTEXT(""BossTable"", ""DFC12D434D56C2DD8FE2A7A93898C2D4"", ""Zig, the Defiler"")","(RowName=""Netherim_Brute"")","Knockback","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
NetherimBrute_Story_Boss2,"NSLOCTEXT(""BossTable"", ""384D6152496C3089DDEB1DABB0B79CAC"", ""Hexx, the Angered"")","(RowName=""Netherim_BruteChampion"")","","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
NetherimSpellbreaker_Rando_Boss,"NSLOCTEXT(""BossTable"", ""5F3D0F6542CCAD034394EBA4B7D6B24A"", ""Xardox, Accursed"")","(RowName=""Netherim_SpellbreakerChampion"")","Nimble","False","False","1.500000","31.500000","2.000000","0.000000","24.000000","1000.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
NetherimSpellbreaker_Story_Boss,"NSLOCTEXT(""BossTable"", ""F2D8A9E040FB7D19ADEF82B5FCBF8808"", ""Sadista"")","(RowName=""Netherim_SpellbreakerChampion"")","Fast","True","True","1.500000","31.500000","2.000000","0.000000","24.000000","1000.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss_Netherim.StatusEffect_Boss_Netherim_C","Boss","KnockbackResistance=1","","","None","TFR-13932"
NetherimWarrior_Rando_Boss,"NSLOCTEXT(""BossTable"", ""062F63954898D9439C75BB939EDEE54D"", ""Zyxox"")","(RowName=""Netherim_WarriorChampion"")","","False","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
NetherimWarrior_Story_Boss,"NSLOCTEXT(""BossTable"", ""F7BA5259447042C254A335A3338F9B00"", ""Ohgr Bezzimahl"")","(RowName=""Netherim_WarriorChampion"")","Nimble","False","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss_Netherim.StatusEffect_Boss_Netherim_C","Boss","KnockbackResistance=1","","","None","Quest_Goblin_KillNetherimBoss"
Netherling_Rando_Boss,"NSLOCTEXT(""BossTable"", ""E2ECCEC24DACEE0CC54024BA0021D62D"", ""Teethling the Devourer"")","(RowName=""Netherling"")","Fast","True","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
Netherling_Rando_Boss2,"NSLOCTEXT(""BossTable"", ""9303773B4E0B9DA096417FA888D5A36B"", ""Grixl the Ravenous"")","(RowName=""Netherling"")","Knockback","False","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
Netherling_Story_Boss,"NSLOCTEXT(""BossTable"", ""2E8D5F034ADBDACFB50106AAACB8D60A"", ""Oogly the Googly"")","(RowName=""Netherling"")","","True","True","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Story_Boss_Drop","KnockbackResistance=1","","","None","Placeholder until we have the Netherbrute or Shadowbeast."
ShadowBeast_Story_Boss,"NSLOCTEXT(""BossTable"", ""CF8C222A4024BCC8AFF1AC840CA56365"", ""Netherim Herald"")","(RowName=""Shadowbeast"")","","True","True","1.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss_Netherim.StatusEffect_Boss_Netherim_C","Boss","KnockbackResistance=1","","","None",""
ShadowBeast_Story_Boss2,"NSLOCTEXT(""BossTable"", ""C136EB3443FC0306F4BFA1AE54AED8FB"", ""Algramath"")","(RowName=""Shadowbeast"")","","False","False","1.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss_Netherim.StatusEffect_Boss_Netherim_C","Boss","KnockbackResistance=1","","","None",""
Skeleton_MeleeFire_Rando_Boss,"NSLOCTEXT(""BossTable"", ""69946AD24A47186E03A0D8AFBC30F484"", ""Skorch"")","(RowName=""Skeleton_Melee_Fire"")","","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
Skeleton_MeleeFire_Story_Boss,"NSLOCTEXT(""BossTable"", ""0DFAE0F3411EA811F4922782AD5D95CC"", ""Rotgord, Skull Lord"")","(RowName=""Skeleton_Melee_Fire"")","Damage;Blazing","True","True","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Story_Boss_Drop","KnockbackResistance=1","","","None",""
Skeleton_MeleePoison_Rando_Boss,"NSLOCTEXT(""BossTable"", ""FB19E08848F251E25924BC92B196DC04"", ""Rotten Guardsman"")","(RowName=""Skeleton_Melee_Poison"")","","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
Skeleton_Shield_Story_Boss,"NSLOCTEXT(""BossTable"", ""EF8A836748F3A1E811882AB014762F6A"", ""Dast, Fallen Imperial Captain"")","(RowName=""Skeleton_Shield"")","Knockback","True","True","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss.StatusEffect_Boss_C","Boss","KnockbackResistance=1","","","None",""
