---,AreaName,AreaName_MapWorks,AreaGroup,AreaGroupType,AreaClass,AreaSize,PrevAreaRow0,NextAreaRow1,NextAreaRow2,NextAreaRow3,NextAreaRow4,NextAreaRow5,NextAreaRow6,RequiredQuestTask,FortCount,bShowClockUI,bIsOutdoors,bIsBossArea,bMonstersCanTargetNPC,MonsterLevel,MonsterLevelDelta,MonstersRespawn,MonstersDisabledByDistance,bGadgetsReset,BossMonster,bTriggerSpawnersHelpDrama,bTriggerSpawnersCheckDrama,MonsterAffixes,GadgetItemLevel,GadgetItemLevelDelta,ItemLevelBonus,HazardDamage,ItemSpokeMaxDelta,ItemSpokeMinDelta,CameraDistance,PrimaryElement,SpokeTag,MonsterManagerDaytimeTags,MonsterManagerNighttimeTags,ThemedPropTags,QuestPoolTags,LootLuck,CritterDensity,Critter1,Critter2,Critter3,AreaSkill1,AreaSkill2,AreaSkill3,CameraYawRandomRange,bReviveInTown,bCanReviveInPlace,bCanReviveInTown,bLifeBoundItemsOnly,DisallowedSkillTags,LoadingScreenBackgroundOverride,LoadingScreenForegroundOverride,LoadingScreenTextOverride,LoadingScreenTags,ItemQualityLevelBoost,MapworksTags,SelectionWeight,QuestTags,MonsterSpawnerActiveChance,MonsterSpawnerNightActiveChance,ItemGameplayTags,ItemExcludeGameplayTags,AffixGameplayTags,MonsterGameplayTags,RegionGameplayTag,bPvPEnabled,Notes
GoblinForest2,"NSLOCTEXT(""AreaTable"", ""99A3BAA84424C142914721BE4BC30E81"", ""Imperial Battlefield"")","NSLOCTEXT(""AreaTable"", ""C4E45B4B4C679409C3E8469576AC772D"", ""Imperial Battlegrounds"")","GF02","Open","/Game/Environments/Levels/Goblinland/rules/GoblinForest2/Area_GoblinForest2.Area_GoblinForest2_C","3.000000","(RowName=""GF1-2_pass"")","(RowName=""GF2-3_pass"")","(RowName=""GF2_Caves1_gc1"")","(RowName=""GF2_Caves2_gc2"")","(RowName=""GF2_Caves3_gc1"")","(RowName="""")","(RowName="""")","GFQ_LostExcavation:Task_GoToGF2","0","True","True","False","False","7.000000","4.990000","True","True","True","(RowName="""")","False","True","","7.000000","4.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.GoblinForest""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=((TagName=""Loading.Wideload"")))","0","(GameplayTags=)","0","(GameplayTags=)","0.500000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.AllForests;Region.GoblinIsle.GoblinForest.Forest;Region.Global;Region.Public","Region.GoblinIsle.GoblinForest","False",""
GF2_Caves1_gc1,"NSLOCTEXT(""AreaTable"", ""B9F2A6F04F2B28B1315375A2427A6605"", ""Murky Cavern"")","NSLOCTEXT(""AreaTable"", ""B7B6B6D2472DDB183759DB94C6228704"", ""Murky Depths"")","GFO2_Progressive_Cave1","Progressive","/Game/Environments/Levels/Goblinland/rules/GF2_Cave1/Area_GF2_Cave1_gc1.Area_GF2_Cave1_gc1_C","5.000000","(RowName=""GoblinForest2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_LostExcavation:Task_FindNote","0","False","False","False","False","7.000000","1.990000","False","True","False","(RowName=""ZombieMelee_Side_Boss"")","False","False","","7.000000","1.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.GoblinForest.Caves","Region.GoblinIsle.GoblinForest","False",""
GF2_Caves2_gc2,"NSLOCTEXT(""AreaTable"", ""4FEE5A5C46CBDCFFE39AABA1DB301C79"", ""Upper Excavation"")","NSLOCTEXT(""AreaTable"", ""51B8873D46BAD7EA5B700280CAA2AE7F"", ""Upper Excavated Mines"")","GFO2_Progressive_Cave2","Progressive","/Game/Environments/Levels/Goblinland/rules/GF2_Cave2/Area_GF2_Cave2_gc2.Area_GF2_Cave2_gc2_C","3.000000","(RowName=""GoblinForest2"")","(RowName=""GF2_Caves2a_gc3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_RareEarth:Task_GoToGF4_Cave2","0","False","False","False","False","9.000000","0.990000","False","True","False","(RowName="""")","False","False","","9.000000","0.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin""),(TagName=""Gadget.HarvestingNode.Stone.Quest"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=((TagName=""MapWorks.Dungeon.Goblin"")))","1","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.GoblinForest.Caves","Region.GoblinIsle.GoblinForest","False",""
GF2_Caves2a_gc3,"NSLOCTEXT(""AreaTable"", ""2150DFB547A51BE09AFFC68B7491050C"", ""Lower Excavation"")","NSLOCTEXT(""AreaTable"", ""3B878BDC48812C3B79CFE089E0505E23"", ""Lower Excavated Mines"")","GFO2_Progressive_Cave2","Progressive","/Game/Environments/Levels/Goblinland/rules/GF2_Cave2a/Area_GF2_Cave2a_gc3.Area_GF2_Cave2a_gc3_C","3.000000","(RowName=""GF2_Caves2_gc2"")","(RowName=""GF2_Caves2b_boss_gc3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_RareEarth:Task_CollectEarthEmberSamples2","0","False","False","False","False","10.000000","0.990000","False","True","False","(RowName="""")","False","False","","10.000000","0.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin""),(TagName=""Gadget.HarvestingNode.Stone.Quest"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.GoblinForest.Caves","Region.GoblinIsle.GoblinForest","False",""
GF2_Caves2b_boss_gc3,"NSLOCTEXT(""AreaTable"", ""4EFCB4A44393CF1F0D5ECB8CE94A988D"", ""Dangerous Pitfall"")","NSLOCTEXT(""AreaTable"", ""925EA75343C0CD0D56386498096D66CE"", ""Disastrous Pitfall"")","GFO2_Progressive_Cave2","Progressive","/Game/Environments/Levels/Goblinland/rules/GF2_Cave2b_boss/Area_GF2_Cave2b_boss_gc3.Area_GF2_Cave2b_boss_gc3_C","1.000000","(RowName=""GF2_Caves2a_gc3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_RareEarth:Task_SeeBoss","0","False","False","False","False","11.000000","0.000000","True","False","False","(RowName=""StoneElemental_Story_Boss"")","False","False","","11.000000","0.000000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Gadget.HarvestingNode.Stone.Quest"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","False","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.GoblinForest.Caves","Region.GoblinIsle.GoblinForest","False",""
GF2_Caves3_gc1,"NSLOCTEXT(""AreaTable"", ""13B056DF454D1E8BE6B1A696F13A9886"", ""Goblin Stash"")","NSLOCTEXT(""AreaTable"", ""8EC1700E4E251912A7D5AD922F2C39DD"", ""The Underground"")","GFO2_Progressive_Cave3","Progressive","/Game/Environments/Levels/Goblinland/rules/GF2_Cave3/Area_GF2_Cave3_gc1.Area_GF2_Cave3_gc1_C","3.000000","(RowName=""GoblinForest2"")","(RowName=""GF2_Caves3a_gc2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_KillSiegeWeapons:Task_FindSiegeWeaponDungeonEntrance","0","False","False","False","False","10.000000","0.990000","False","True","False","(RowName="""")","False","False","","10.000000","0.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin""),(TagName=""Theme.Quest.SiegeWeapons""),(TagName=""Theme.Mine""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle"")))","(GameplayTags=)","(Map=(((TagName=""Affix.LifeBound""), 0.200000)))","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.GoblinForest.Caves","Region.GoblinIsle.GoblinForest","False",""
GF2_Caves3a_gc2,"NSLOCTEXT(""AreaTable"", ""8F39BD614272A8788167088983CA4D1B"", ""Goblin Cache"")","NSLOCTEXT(""AreaTable"", ""3A06A1BC4107A9FD06AD65A37093CDD7"", ""The Underground Tunnels"")","GFO2_Progressive_Cave3","Progressive","/Game/Environments/Levels/Goblinland/rules/GF2_Cave3a/Area_GF2_Cave3a_gc2.Area_GF2_Cave3a_gc2_C","3.000000","(RowName=""GF2_Caves3_gc1"")","(RowName=""GF2_Caves3b_boss_gc2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_KillSiegeWeapons:Task_DestroySiegeWeapon2","0","False","False","False","False","11.000000","0.990000","False","True","False","(RowName=""NetherimBrute_Rando_Boss"")","False","False","","11.000000","0.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Quest.SiegeWeapons""),(TagName=""Theme.Mine""),(TagName=""Theme.Generic""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.GoblinForest.Caves","Region.GoblinIsle.GoblinForest","False",""
GF2_Caves3b_boss_gc2,"NSLOCTEXT(""AreaTable"", ""FFBA184A4EE71EEFEA24C1A3DE1D39C7"", ""Wideload\'s Lair"")","NSLOCTEXT(""AreaTable"", ""AC8232BB457CC39FAE81A8A2BAEE10A8"", ""The Underground Mines"")","GFO2_Progressive_Cave3","Progressive","/Game/Environments/Levels/Goblinland/rules/GF2_Cave3b_boss/Area_GF2_Cave3b_boss_gc2.Area_GF2_Cave3b_boss_gc2_C","1.000000","(RowName=""GF2_Caves3a_gc2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_KillSiegeWeapons:Task_DestroySiegeWeapon3","0","False","False","False","False","12.000000","0.000000","False","False","False","(RowName=""Goblin_Brute_Story_Boss"")","False","False","","12.000000","0.000000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Quest.SiegeWeapons""),(TagName=""Theme.Mine""),(TagName=""Theme.Generic""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","False","True","False","(GameplayTags=)","(RowName=""WideloadsLair"")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.GoblinForest.Caves","Region.GoblinIsle.GoblinForest","False",""
GF2-3_pass,"NSLOCTEXT(""AreaTable"", ""143325D14691FBF78D48DE943453AC34"", ""Well-Trodden Path"")","NSLOCTEXT(""AreaTable"", ""AF2A98124093C5722DE175940B156571"", ""Well-Trodden Passage"")","GFO2_Pass","Open","/Game/Environments/Levels/Forts/rules/Goblinland/Area_gob_PlayerFort_GF2.Area_gob_PlayerFort_GF2_C","1.000000","(RowName=""GoblinForest2"")","(RowName=""GoblinForest3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","None","1","True","True","False","False","13.000000","0.000000","False","True","False","(RowName="""")","False","False","","13.000000","0.000000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName="""")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Character.NPC.Gatekeeper"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","0.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","None","Region.GoblinIsle.GoblinForest","False",""
GoblinForest3,"NSLOCTEXT(""AreaTable"", ""8E22BFE4451F177B727757A827800447"", ""Snotskin Village"")","NSLOCTEXT(""AreaTable"", ""4BADC7074217C22079D354B3797A782D"", ""Vagrant Village"")","GFO3","Open","/Game/Environments/Levels/Goblinland/rules/GoblinForest3/Area_GoblinForest3.Area_GoblinForest3_C","3.000000","(RowName=""GF2-3_pass"")","(RowName=""GF3-4_pass"")","(RowName=""GF3_Forest1"")","(RowName=""GF3_Forest2"")","(RowName=""GF3_Forest3"")","(RowName="""")","(RowName="""")","GFQ_KillSiegeWeapons:Task_FindSiegeWeaponDungeonEntrance","0","True","True","False","False","13.000000","3.990000","True","True","True","(RowName=""Mossrat_Story_Boss"")","False","True","","13.000000","3.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Theme.GoblinVillage""),(TagName=""Theme.Quest.KeniksThings""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.GoblinForest""),(TagName=""Theme.Generic""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","0.500000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.AllForests;Region.GoblinIsle.GoblinForest.Forest;Region.Global;Region.Public","Region.GoblinIsle.GoblinForest","False",""
GF3_Forest1,"NSLOCTEXT(""AreaTable"", ""D0ADF8AD420BC2784D103392577D323D"", ""Haunted Cemetery"")","NSLOCTEXT(""AreaTable"", ""0202DE2E4B89CAB44D12BC9B42CB3A78"", ""Ghastly Cemetery"")","GFO3_Progressive_Forest1","Progressive","/Game/Environments/Levels/Goblinland/rules/GF3_Forest1/Area_GF3_Forest1.Area_GF3_Forest1_C","4.000000","(RowName=""GoblinForest3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_NetherimIncursion:Task_GotoArea","0","True","True","False","False","13.000000","1.990000","False","True","False","(RowName=""SkeletonShield_Rando_Boss"")","False","False","","13.000000","1.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Physical"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=((TagName=""Character.Monster.Night"")))","(GameplayTags=((TagName=""Character.Monster.Night"")))","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Graveyard""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin"")))","(GameplayTags=)","(Map=(((TagName=""Affix.LifeBound""), 0.200000)))","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=((TagName=""MapWorks.Dungeon.Goblin"")))","1","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Character.Monster.Netherim;Character.Monster.Skeleton.Fire;Character.Monster.Skeleton.Physical;Character.Monster.Gargoyle;Character.Monster.Mimic.TreasureChest","Region.GoblinIsle.GoblinForest","False",""
GF3_Forest2,"NSLOCTEXT(""AreaTable"", ""38138E8246ABEEE11E95B6B4C58B87ED"", ""Gobtown"")","NSLOCTEXT(""AreaTable"", ""9B28EAAB4622D8E497FA5B908BF2D598"", ""Pillaged Village"")","GFO3_Progressive_Forest2","Progressive","/Game/Environments/Levels/Goblinland/rules/GF3_Forest2/Area_GF3_Forest2.Area_GF3_Forest2_C","3.000000","(RowName=""GoblinForest3"")","(RowName=""GF3_Forest2_boss"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_BestFrenemies:Task_GoToGF4_Forest1","0","True","True","False","False","15.000000","0.990000","False","True","False","(RowName="""")","False","False","","15.000000","0.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin"")))","(GameplayTags=)","(Map=(((TagName=""Affix.LifeBound""), 0.200000)))","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=((TagName=""MapWorks.Dungeon.Goblin"")))","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.AllForests;Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Mimic.TreasureChest","Region.GoblinIsle.GoblinForest","False",""
GF3_Forest2_boss,"NSLOCTEXT(""AreaTable"", ""E60F4E43476FFCF7DB026B9F9CAF2A36"", ""Deadly Arena"")","NSLOCTEXT(""AreaTable"", ""04D0766A47C67F1114CE8F8BA346E146"", ""Deadliest Arena"")","GFO3_Progressive_Forest2","Progressive","/Game/Environments/Levels/Goblinland/rules/GF3_Forest2_boss/Area_GF3_Forest2_boss.Area_GF3_Forest2_boss_C","1.000000","(RowName=""GF3_Forest2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_BestFrenemies:Task_GoToGF4_Forest1_boss","0","True","True","False","False","16.000000","0.000000","True","False","False","(RowName=""GoblinChanter_Side_Boss2"")","False","False","","16.000000","0.000000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.GoblinForest"")))","(GameplayTags=)","(Map=(((TagName=""Affix.LifeBound""), 0.200000)))","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=0.000000,Y=0.000000)","False","False","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=((TagName=""MapWorks.Dungeon.Goblin"")))","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.AllForests;Region.GoblinIsle.GoblinForest.Forest","Region.GoblinIsle.GoblinForest","False",""
GF3_Forest3,"NSLOCTEXT(""AreaTable"", ""B652BDB4476A0C782A8016BDF30919B0"", ""Gobkill Canyon"")","NSLOCTEXT(""AreaTable"", ""81EC62C148347F67D38F959DBB04D5F4"", ""Fernando\'s Canyon"")","GFO3_Progressive_Forest3","Progressive","/Game/Environments/Levels/Goblinland/rules/GF3_Forest3/Area_GF3_Forest3.Area_GF3_Forest3_C","4.000000","(RowName=""GoblinForest3"")","(RowName=""GF3_Forest3_boss_gc1"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_KillNetherimBoss:Task_KillMonsters","0","True","True","False","False","16.000000","0.990000","False","True","False","(RowName=""GoblinGunner_Rando_Boss"")","False","False","","16.000000","0.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Character.Monster.Night"")))","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Quest.Embershine""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.GoblinForest""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin""),(TagName=""Gadget.Quest.Pet"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","0.750000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.AllForests;Region.GoblinIsle.GoblinForest.Forest;Region.Global;Character.Monster.Netherim","Region.GoblinIsle.GoblinForest","False",""
