---,DisplayName,bSave,bStartingPet,bIgnoreSpawnCollision,MinionOffset,MinionScaleMultiplier,Description,DefaultSkill,MinionClass,CharacterCreateMinionClass,ClosestDyeColor,bIsFlying,CharacterSelectIdle,Hitpoints,Damage,LifetimeSeconds,QualityTags,DropWeight,GameplayTags,MinionTypeTag,AggroRadius,MinionGameplayTags,MinionTypeGameplayTag,TraitString1,TraitString2,TraitString3,TraitString4,TraitString5,Notes
Ferret04,"NSLOCTEXT(""MinionsTable"", ""Ferret04_DisplayName"", ""Red Ferret"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","NSLOCTEXT(""MinionsTable"", ""6241DB384232044D02DCCA82EEFF8B95"", ""The small, spirited Ferret is hard to hit and not to root for. Rescue more pets from bosses throughout the world and they will battle courageously at your side."")","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petferret/petferret_redboy_bp.petferret_redboy_bp_C","None","(RowName="""")","False","/Game/Monsters/petferret/animation/petferret_charselect_idle_Montage.petferret_charselect_idle_Montage","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Normal"")))","0","(GameplayTags=((TagName=""Character.Minion.Pet.Ferret"")))","(TagName=""Character.Minion.Pet.Ferret"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Ferret05,"NSLOCTEXT(""MinionsTable"", ""Ferret05_DisplayName"", ""Red Sable Ferret"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","NSLOCTEXT(""MinionsTable"", ""30385E554C3BBE5988171C971D9B8971"", ""The small, spirited Ferret is hard to hit and not to root for. Rescue more pets from bosses throughout the world and they will battle courageously at your side."")","(RowName=""Pet_LifeSteal"")","/Game/Monsters/petferret/petferret_redsable_bp.petferret_redsable_bp_C","None","(RowName="""")","False","/Game/Monsters/petferret/animation/petferret_charselect_idle_Montage.petferret_charselect_idle_Montage","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","0","(GameplayTags=((TagName=""Character.Minion.Pet.Ferret"")))","(TagName=""Character.Minion.Pet.Ferret"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","","Email Exclusive Pet"
Ferret06,"NSLOCTEXT(""MinionsTable"", ""Ferret06_DisplayName"", ""Albino Aviator Ferret"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","NSLOCTEXT(""MinionsTable"", ""C22BDEAD4D5FE0F10796578A4EC94C7E"", ""The small, spirited Ferret is hard to hit and not to root for. Rescue more pets from bosses throughout the world and they will battle courageously at your side."")","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petferret/petferret_capalbino_bp.petferret_capalbino_bp_C","None","(RowName="""")","False","/Game/Monsters/petferret/animation/petferret_charselect_idle_Montage.petferret_charselect_idle_Montage","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","0","(GameplayTags=((TagName=""Character.Minion.Pet.Ferret"")))","(TagName=""Character.Minion.Pet.Ferret"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Chakawary01,"NSLOCTEXT(""MinionsTable"", ""Chakawary01_DisplayName"", ""Green Chakawary"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","NSLOCTEXT(""MinionsTable"", ""ECD3ADA743A32513E6A3568692515A18"", ""Prowling the wilderness at night, the solitary Chakawary will fight at your side. Rescue more pets from bosses throughout the world and they will battle courageously at your side."")","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petchakawary/petchakawary_green_bp.petchakawary_green_bp_C","None","(RowName="""")","False","/Game/Monsters/petchakawary/animation/petchakawary_charselect_shelter_liedown.petchakawary_charselect_shelter_liedown","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Normal"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Chakawary"")))","(TagName=""Character.Minion.Pet.Chakawary"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Chakawary02,"NSLOCTEXT(""MinionsTable"", ""Chakawary02_DisplayName"", ""White Chakawary"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","NSLOCTEXT(""MinionsTable"", ""DF6C020F425E5C529472AD8CC2BBAC0C"", ""Prowling the wilderness at night, the solitary Chakawary will fight at your side. Rescue more pets from bosses throughout the world and they will battle courageously at your side."")","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petchakawary/petchakawary_albino_bp.petchakawary_albino_bp_C","None","(RowName="""")","False","/Game/Monsters/petchakawary/animation/petchakawary_charselect_shelter_liedown.petchakawary_charselect_shelter_liedown","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Chakawary"")))","(TagName=""Character.Minion.Pet.Chakawary"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Chakawary03,"NSLOCTEXT(""MinionsTable"", ""Chakawary03_DisplayName"", ""Aqua Chakawary"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","NSLOCTEXT(""MinionsTable"", ""686915574701CEBEC52BFDA406291315"", ""Prowling the wilderness at night, the solitary Chakawary will fight at your side. Rescue more pets from bosses throughout the world and they will battle courageously at your side."")","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petchakawary/petchakawary_aqua_bp.petchakawary_aqua_bp_C","None","(RowName="""")","False","/Game/Monsters/petchakawary/animation/petchakawary_charselect_shelter_liedown.petchakawary_charselect_shelter_liedown","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Rare"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Chakawary"")))","(TagName=""Character.Minion.Pet.Chakawary"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Chakawary04,"NSLOCTEXT(""MinionsTable"", ""Chakawary04_DisplayName"", ""Crimson Chakawary"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","NSLOCTEXT(""MinionsTable"", ""0ACB1C104201B1E6B5940FA46218F901"", ""Prowling the wilderness at night, the solitary Chakawary will fight at your side. Rescue more pets from bosses throughout the world and they will battle courageously at your side."")","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petchakawary/petchakawary_crimson_bp.petchakawary_crimson_bp_C","None","(RowName="""")","False","/Game/Monsters/petchakawary/animation/petchakawary_charselect_shelter_liedown.petchakawary_charselect_shelter_liedown","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Rare"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Chakawary"")))","(TagName=""Character.Minion.Pet.Chakawary"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Chakawary05,"NSLOCTEXT(""MinionsTable"", ""Chakawary05_DisplayName"", ""Golden Chakawary"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","NSLOCTEXT(""MinionsTable"", ""EB0D7F6047DCBC313D23FABF2ACAECA6"", ""Prowling the wilderness at night, the solitary Chakawary will fight at your side. Rescue more pets from bosses throughout the world and they will battle courageously at your side."")","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petchakawary/petchakawary_golden_bp.petchakawary_golden_bp_C","None","(RowName="""")","False","/Game/Monsters/petchakawary/animation/petchakawary_charselect_shelter_liedown.petchakawary_charselect_shelter_liedown","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Magic"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Chakawary"")))","(TagName=""Character.Minion.Pet.Chakawary"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Chakawary06,"NSLOCTEXT(""MinionsTable"", ""Chakawary06_DisplayName"", ""Navy Chakawary"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","NSLOCTEXT(""MinionsTable"", ""833210B344650F25FE5ACE94CF18796B"", ""Prowling the wilderness at night, the solitary Chakawary will fight at your side. Rescue more pets from bosses throughout the world and they will battle courageously at your side."")","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petchakawary/petchakawary_navy_bp.petchakawary_navy_bp_C","None","(RowName="""")","False","/Game/Monsters/petchakawary/animation/petchakawary_charselect_shelter_liedown.petchakawary_charselect_shelter_liedown","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Magic"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Chakawary"")))","(TagName=""Character.Minion.Pet.Chakawary"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Cat01,"NSLOCTEXT(""MinionsTable"", ""DA746F0044C2BF6AC258F8B8553CB788"", ""Blue-Gray Cat"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","NSLOCTEXT(""MinionsTable"", ""2ABC6B9E46275F911B8B3B9C298E4CB8"", ""The Cat loves to play with its prey right before it pounces. Rescue more pets from bosses throughout the world and they will battle courageously at your side."")","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petcat/petcat_Black_bp.petcat_Black_bp_C","None","(RowName="""")","False","/Game/Monsters/petcat/animation/petcat_charselect_idle_Montage.petcat_charselect_idle_Montage","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Cat"")))","(TagName=""Character.Minion.Pet.Cat"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Cat02,"NSLOCTEXT(""MinionsTable"", ""Cat02_DisplayName"", ""Buttercup Cat"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","NSLOCTEXT(""MinionsTable"", ""729E96A045168988CAB4758F05D5A966"", ""The Cat loves to play with its prey right before it pounces. Rescue more pets from bosses throughout the world and they will battle courageously at your side."")","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petcat/petcat_Buttercup_bp.petcat_Buttercup_bp_C","None","(RowName="""")","False","/Game/Monsters/petcat/animation/petcat_charselect_idle_Montage.petcat_charselect_idle_Montage","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Normal"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Cat"")))","(TagName=""Character.Minion.Pet.Cat"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Cat03,"NSLOCTEXT(""MinionsTable"", ""Cat03_DisplayName"", ""Siamese Cat"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","NSLOCTEXT(""MinionsTable"", ""7B3067BF4DDA1E668674A39528E1FA43"", ""The Cat loves to play with its prey right before it pounces. Rescue more pets from bosses throughout the world and they will battle courageously at your side."")","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petcat/petcat_Siamese_bp.petcat_Siamese_bp_C","None","(RowName="""")","False","/Game/Monsters/petcat/animation/petcat_charselect_idle_Montage.petcat_charselect_idle_Montage","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Rare"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Cat"")))","(TagName=""Character.Minion.Pet.Cat"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Cat04,"NSLOCTEXT(""MinionsTable"", ""Cat04_DisplayName"", ""Tabby Cat"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","NSLOCTEXT(""MinionsTable"", ""1F5BA743468BB8862587BC98B07A571F"", ""The Cat loves to play with its prey right before it pounces. Rescue more pets from bosses throughout the world and they will battle courageously at your side."")","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petcat/petcat_Tabby_bp.petcat_Tabby_bp_C","None","(RowName="""")","False","/Game/Monsters/petcat/animation/petcat_charselect_idle_Montage.petcat_charselect_idle_Montage","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Magic"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Cat"")))","(TagName=""Character.Minion.Pet.Cat"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Cat05,"NSLOCTEXT(""MinionsTable"", ""Cat05_DisplayName"", ""Tuxedo Cat"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","NSLOCTEXT(""MinionsTable"", ""F56B6E36468D72CD5F5655BA8E13885D"", ""The Cat loves to play with its prey right before it pounces. Rescue more pets from bosses throughout the world and they will battle courageously at your side."")","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petcat/petcat_tuxedo_bp.petcat_tuxedo_bp_C","None","(RowName="""")","False","/Game/Monsters/petcat/animation/petcat_charselect_idle_Montage.petcat_charselect_idle_Montage","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Magic"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Cat"")))","(TagName=""Character.Minion.Pet.Cat"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Cat06,"NSLOCTEXT(""MinionsTable"", ""710E371C4C99E6AD7982E49F2092546C"", ""Aubergine Cat"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","NSLOCTEXT(""MinionsTable"", ""99025E6045139769A28E6494283C65AD"", ""The Cat loves to play with its prey right before it pounces. Rescue more pets from bosses throughout the world and they will battle courageously at your side."")","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petcat/petcat_Purple_bp1.petcat_Purple_bp1_C","None","(RowName="""")","False","/Game/Monsters/petcat/animation/petcat_charselect_idle_Montage.petcat_charselect_idle_Montage","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Cat"")))","(TagName=""Character.Minion.Pet.Cat"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Cat_Jagwar,"NSLOCTEXT(""MinionsTable"", ""B454C99A480CB7E54D751DA7165CC379"", ""Jagwar"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","NSLOCTEXT(""MinionsTable"", ""0C48BA59457946DB728920807815734A"", ""Ferocious cat of Skullotar"")","(RowName="""")","/Game/Monsters/petcat/petcat_Purple_jagwar_bp.petcat_Purple_jagwar_bp_C","None","(RowName="""")","False","/Game/Monsters/petcat/animation/petcat_charselect_idle_Montage.petcat_charselect_idle_Montage","1.000000","1.000000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Jagwar"")))","(TagName=""Character.Minion.Pet.Cat"")","1000.000000","None","None","","","","","",""
Cat_Witch,"NSLOCTEXT(""MinionsTable"", ""24A636274584AB6F7B794BAFAA4659E3"", ""Midnight Cat"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","NSLOCTEXT(""MinionsTable"", ""F27C72834B0A58200009A0925E4C850F"", ""Witch\'s Familiar"")","(RowName=""Pet_SummonSkeleton"")","/Game/Monsters/petcat/petcat_witch_bp.petcat_witch_bp_C","None","(RowName="""")","False","/Game/Monsters/petcat/animation/petcat_charselect_idle_Montage.petcat_charselect_idle_Montage","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Cat"")))","(TagName=""Character.Minion.Pet.Cat"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
Alpaca01,"NSLOCTEXT(""MinionsTable"", ""2BE78A974A5BB8070F717099C35A5FF0"", ""White Alpaca"")","True","True","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","NSLOCTEXT(""MinionsTable"", ""8F51A1ED43EA8AD93A8389A73BAEF531"", ""Surefooted and diligent, the Alpaca is the practical adventurer\'s companion. Rescue more pets from bosses throughout the world and they will battle courageously at your side."")","(RowName=""PetBuff_BattleCry"")","/Game/Monsters/petalpaca/petalpaca_01.petalpaca_01_C","/Game/Player/CharacterCreate/petalpaca_charactercreate_01.petalpaca_charactercreate_01_C","(RowName=""PetAlpacaWhite"")","False","/Game/Monsters/petalpaca/animation/petalpaca_charselect_idle_Montage.petalpaca_charselect_idle_Montage","6.000000","0.500000","0.000000","(GameplayTags=((TagName=""ItemQuality.Normal"")))","1000","(GameplayTags=((TagName=""Character.Minion.Pet.Alpaca"")))","(TagName=""Character.Minion.Pet.Alpaca"")","1000.000000","None","None","PetSellItemsTime=120;PetRecoverTime=120","Immortal=1","","","",""
